Open,High,Low,Close,Volume,Dividends,Stock Splits
390.49415754611675,439.09370215375844,336.12210097208543,418.4229736328125,6859998,0.0,0.0
398.1342616987545,407.3023750597548,379.33112424329875,382.5993957519531,5281571,0.0,0.0
382.0051047955295,406.28365663714345,376.3599234281603,382.556884765625,5148153,0.0,0.0
386.2496616185638,394.56887473702585,364.2206870384244,368.6349792480469,4936397,0.0,0.0
355.60433539326164,368.932080649632,318.54984196847784,350.97784423828125,9270044,0.0,0.0
351.02028561545126,392.14951686813373,349.6196052555777,377.6757507324219,11916337,0.0,0.0
352.2935831295109,376.91168893856104,339.9420955775215,354.11871337890625,9525470,0.0,0.0
350.59580559159645,389.5178874953293,349.61957547885225,375.25634765625,9915953,0.0,0.0
366.72487636746393,397.2852827314192,354.6280488483983,388.45672607421875,11976272,0.0,0.0
391.4279321386785,396.22421363558345,374.4499261982143,380.05267333984375,9504717,0.0,0.0
382.21733804158424,388.3294302117972,356.96255557242904,365.5788879394531,9150873,0.0,0.0
348.0491663675604,372.370157811724,348.0491663675604,355.68927001953125,6325701,0.0,0.0
367.74361761166614,381.4957868264609,361.03728456599805,370.4600830078125,6381806,0.0,0.0
367.5738030991485,367.7435935093211,346.52108755671435,351.06268310546875,8136746,0.0,0.0
355.60436483376543,363.83870890160875,338.9659121655113,344.4837646484375,8166356,0.0,0.0
360.7826455057378,388.75392214926507,360.7826455057378,382.98138427734375,5972948,0.0,0.0
382.8540336547399,404.75565093806836,381.15623306203594,393.125732421875,7991061,0.0,0.0
408.06640652958936,408.3210662707395,392.19195970287245,398.17669677734375,5069225,0.0,0.0
398.983154296875,399.8320546251662,385.40074904421544,389.0085754394531,2236731,0.0,0.0
398.9830733416286,409.1698752141808,392.7861125650434,406.41094970703125,6333188,0.0,0.0
401.52981920849055,404.07651996456974,387.692755463012,390.2818908691406,10484842,0.0,0.0
398.9830691627197,403.2275698984933,385.10354657546463,386.4617919921875,4706460,0.0,0.0
388.7962908805685,402.03913915733943,384.97623998763714,398.98309326171875,4800719,0.0,0.0
388.79633237251295,394.6961997437748,380.1799996202061,386.8438720703125,3405204,0.0,0.0
384.55180659247014,398.51622582576385,382.00510588655976,392.5314636230469,3768051,0.0,0.0
394.738609954697,408.108788678969,392.5314641586207,405.5196533203125,3052968,0.0,0.0
407.47214773923815,421.81855775961424,394.8659729872792,397.3702392578125,6738184,0.0,0.0
401.6147563587869,412.3109058326794,396.64868418451016,410.103759765625,2914569,0.0,0.0
415.1122728145777,415.1122728145777,398.51628126808174,399.9169616699219,4262237,0.0,0.0
403.05787554098816,425.29907505828595,399.1529546587727,417.4467468261719,3849090,0.0,0.0
429.96796518856894,480.0530786063884,425.29901393775526,461.4197082519531,8035267,0.0,0.0
447.7949265038208,447.7949265038208,431.4111604085088,436.5469970703125,7032527,0.0,0.0
446.52161329374724,449.83234560031036,437.7355148219151,441.7677917480469,4592828,0.0,0.0
434.80671246041635,447.1157659169158,429.7133110301407,440.6640930175781,6921533,0.0,0.0
449.9171430609199,459.93415588349774,430.85932163852317,434.4247131347656,19998641,0.0,0.0
442.1497412831239,443.5504476323329,426.48754484835786,440.0699768066406,10120968,0.0,0.0
446.52158663874394,454.0768205218062,442.44687529812984,447.8373718261719,4425540,0.0,0.0
446.0546256831156,458.4061133754014,441.42810917631243,447.7099914550781,6439945,0.0,0.0
458.2788215029113,458.2788215029113,442.74395585773476,448.8560485839844,3502017,0.0,0.0
440.9189160507323,447.8374236556065,436.63192731250103,439.2635498046875,3741672,0.0,0.0
439.6878860645306,439.6878860645306,428.9068427423976,434.000244140625,4895121,0.0,0.0
436.9289720371344,440.2821384102062,430.816879832622,433.5758056640625,5159655,0.0,0.0
434.6369693680656,441.8526221798401,429.7133578119958,439.9425964355469,3966934,0.0,0.0
437.22608975630817,448.77116493991076,437.1836551038021,447.1582336425781,3138708,0.0,0.0
449.747365633427,456.2839082631917,444.31443483664816,454.0343017578125,4523685,0.0,0.0
453.0156396830091,454.16163429678505,443.97483128452075,450.2567138671875,6410434,0.0,0.0
449.917131962667,455.43498358107706,441.64035453505187,444.82373046875,4055691,0.0,0.0
449.662476972546,453.2278684182809,438.0325330767546,450.7236022949219,4828798,0.0,0.0
450.76602278225823,463.4995262506836,443.9748209324313,460.6557312011719,4492767,0.0,0.0
458.40616325853307,471.1396677934923,455.6048026233945,467.1073913574219,7853755,0.0,0.0
472.83742987635736,486.7594144254683,471.56407952660055,475.1719055175781,4503261,0.0,0.0
474.79001549403785,481.96323472211736,466.8952516022273,475.5540466308594,2930058,0.0,0.0
478.7797686021398,482.51495064258063,472.83746650956004,477.7610778808594,4202273,0.0,0.0
479.6286261992889,495.50307073870187,474.5352248591194,491.4707946777344,5315353,0.0,0.0
496.6066705770707,498.43182692908266,485.9954169322615,488.92413330078125,3995824,0.0,0.0
491.64061789117335,495.3333133840994,484.7644945354597,490.8765869140625,3771973,0.0,0.0
487.39624516220886,495.418313475867,483.87328734502546,486.2926330566406,3812291,0.0,0.0
488.1176342132683,498.728887130948,486.92915316138476,491.2585754394531,6491708,0.0,0.0
492.36221422733166,496.52184676228995,487.3536813230159,490.70684814453125,4975680,0.0,0.0
471.3094378907496,491.2585941351888,471.3094378907496,484.50982666015625,6624056,0.0,0.0
487.9478380256807,493.211029773074,478.5250662714704,491.4707946777344,3787100,0.0,0.0
496.6066298529462,503.8222817396984,491.00390911304163,493.12615966796875,4728405,0.0,0.0
492.3622519615302,493.9326970400923,486.4199489206152,488.83929443359375,3572351,0.0,0.0
