Open,High,Low,Close,Volume,Dividends,Stock Splits
159.63025478213982,188.12360681482056,154.27870911701066,181.0364227294922,138911,0.0,0.0
183.15775051297734,183.15775051297734,165.8496109205841,168.11558532714844,40612,0.0,0.0
173.56353471573175,176.74553579481946,161.0283905418178,164.83714294433594,49009,0.0,0.0
170.62262375703585,174.38317649072056,149.02360823471474,150.75924682617188,63124,0.0,0.0
144.63631015232158,155.43581836772833,139.3329787800698,146.9504852294922,195928,0.0,0.0
147.14332558348312,168.59770869806593,132.10114546956606,154.71261596679688,272492,0.0,0.0
144.6362975072294,149.45750742413702,131.18512478169006,132.96896362304688,114455,0.0,0.0
143.6720397037675,143.6720397037675,130.17265342287658,133.2582244873047,53128,0.0,0.0
131.1369254299931,139.7668892711718,131.1369254299931,138.32052612304688,31712,0.0,0.0
144.34701596506443,156.15897977013654,134.84924165174186,141.55072021484375,67952,0.0,0.0
152.35024880002254,152.3984638467065,139.81510174685613,143.04531860351562,34851,0.0,0.0
136.4884515433742,142.4185336757315,133.2100200715862,134.8492431640625,60895,0.0,0.0
139.91150555170248,152.88055616188558,134.27068455238697,142.27389526367188,306087,0.0,0.0
146.95047639729938,149.9396325127227,140.44184283163455,145.9380340576172,59711,0.0,0.0
140.00792335572837,147.81828876590254,140.00792335572837,143.7202606201172,37101,0.0,0.0
149.40929587233333,150.56638333678615,137.7419764287831,145.6487579345703,128345,0.0,0.0
145.6487531442541,148.4450489841434,141.74357020614568,142.7560272216797,123225,0.0,0.0
146.46835639954938,146.5647864864514,136.48846035814097,145.11842346191406,243609,0.0,0.0
146.56479104716738,146.56479104716738,138.5133640747704,139.86331176757812,70845,0.0,0.0
144.63629149067867,144.63629149067867,134.99387205796677,141.55072021484375,319302,0.0,0.0
143.1899396516459,143.672060660574,138.12766905790085,142.03285217285156,70188,0.0,0.0
143.91310951899388,161.51052492081388,141.98462563934237,159.48561096191406,171873,0.0,0.0
161.8962188358717,170.67082653747082,159.48561394127466,164.30682373046875,150647,0.0,0.0
160.0641653893122,163.58364265869085,152.35022970789956,156.73753356933594,67369,0.0,0.0
155.242966992256,158.61781410078328,151.43421391240832,157.50894165039062,30392,0.0,0.0
156.4482496847387,188.9914141029817,154.32692042825636,186.00225830078125,370575,0.0,0.0
181.32569519957124,192.84838315016054,173.1296389156894,182.0970916748047,658984,0.0,0.0
186.82185238011672,186.82185238011672,173.70815776004093,179.25254821777344,81149,0.0,0.0
178.86689092537898,181.75961692417218,175.9741649265858,177.90264892578125,24795,0.0,0.0
174.86529053122644,180.74715783423642,173.7564034163527,175.05813598632812,24292,0.0,0.0
175.34739728242891,177.42051150441603,166.4281596116906,169.75479125976562,51716,0.0,0.0
160.06415506867734,166.8138483547059,149.45749419063245,155.435791015625,79023,0.0,0.0
156.83394251491117,161.70336715702686,154.27870731034912,154.66439819335938,24409,0.0,0.0
156.20720851263349,173.56356501403718,153.12163696612816,163.68008422851562,89044,0.0,0.0
160.06416880457715,173.56355653508365,159.3409873190143,164.93359375,102799,0.0,0.0
165.126434705637,168.01916056909343,159.14813753046,160.93197631835938,22642,0.0,0.0
162.86045866194812,166.8138565226051,154.5679867609774,158.37673950195312,87028,0.0,0.0
159.09992444359963,169.56195566349012,155.24295657830024,166.5727996826172,97107,0.0,0.0
168.26022700557002,168.26022700557002,161.0284120912905,162.71583557128906,50430,0.0,0.0
163.3425796416381,165.36749361194816,159.09992096776352,161.46231079101562,31874,0.0,0.0
162.42656436530447,162.42656436530447,156.44826681931062,157.46072387695312,26809,0.0,0.0
160.01595441824045,160.01595441824045,146.56478167431615,150.08425903320312,52347,0.0,0.0
152.6877345699142,168.74235882420814,147.09512773482152,148.30043029785156,59500,0.0,0.0
148.97537209871416,153.31446060644367,147.33616382731572,150.37351989746094,38481,0.0,0.0
152.97697589676739,152.97697589676739,147.04689392852214,149.07180786132812,97866,0.0,0.0
149.40928619399554,150.42174317724448,147.04689637519093,147.72186279296875,28034,0.0,0.0
147.72185009974015,153.169825439971,147.72185009974015,149.168212890625,51012,0.0,0.0
151.28956701755405,151.86811811468576,148.63790146317064,150.18069458007812,26469,0.0,0.0
149.74676617879527,153.0251826695953,149.74676617879527,151.7234649658203,29858,0.0,0.0
152.30202442332012,161.99265968648396,140.8757652911907,142.61138916015625,545905,0.0,0.0
144.82913454549683,151.67525811495506,144.63628910265945,146.27549743652344,191309,0.0,0.0
146.75762441298556,151.48241887848317,146.75762441298556,149.7467803955078,151121,0.0,0.0
150.42176359628724,171.10475314814343,150.42176359628724,157.3643035888672,747231,0.0,0.0
160.01592306184986,164.6925016564955,158.37671495170966,161.5587158203125,139760,0.0,0.0
162.90866727020557,166.81384993679214,159.14812971758968,162.18548583984375,120072,0.0,0.0
163.92112792106573,169.12802845211627,163.92112792106573,164.2104034423828,121725,0.0,0.0
166.13891541804003,168.74236612417977,162.47479252528166,164.16221618652344,103114,0.0,0.0
164.49967236794208,166.81384701936142,162.76403402279578,166.33172607421875,68568,0.0,0.0
167.3442140979525,167.3442140979525,162.137298094952,163.24618530273438,76669,0.0,0.0
155.58044196539524,162.61939631438625,154.42333987384643,160.3052215576172,82514,0.0,0.0
160.01596872472624,160.35345933481094,155.7733094979929,157.0750274658203,62908,0.0,0.0
161.70336126822966,167.77808808998242,159.14812615672236,162.95687866210938,124066,0.0,0.0
162.76404420760943,163.63185607790334,159.19635193294133,160.3534393310547,31092,0.0,0.0
159.2445525320614,167.2959787187785,159.2445525320614,165.12643432617188,55079,0.0,0.0
169.70658205637002,188.02717898291,166.81385622586373,174.91348266601562,327199,0.0,0.0
175.5884670889587,185.90585313523027,171.73149924263925,178.3365478515625,135556,0.0,0.0
178.38476168025036,179.97575502078135,173.56355190510848,174.38316345214844,78845,0.0,0.0
173.80462038759447,179.01152129896087,170.6708338896212,173.12965393066406,66080,0.0,0.0
170.67082017593347,179.8311184339638,169.03161185133982,177.08302307128906,85754,0.0,0.0
177.42052698015362,183.20597894689777,175.63667340514144,179.0115203857422,73920,0.0,0.0
175.5402556758636,197.66960620880127,174.52779865264893,185.13446044921875,352541,0.0,0.0
186.9183100429182,190.19672682536458,175.97415789925998,181.1328582763672,186599,0.0,0.0
178.3847665583792,180.60252605822447,173.70818706333947,177.27589416503906,80865,0.0,0.0
178.3847607455814,185.1344543954142,176.60090725285977,181.66317749023438,85297,0.0,0.0
182.96489419987066,186.4361708051335,179.39720223583916,184.17019653320312,83117,0.0,0.0
184.74875595013404,190.919898292505,183.20596300795935,187.68968200683594,202125,0.0,0.0
187.64148441571024,192.3662639610673,186.05047641219392,187.73789978027344,123392,0.0,0.0
189.85922027614646,189.85922027614646,183.784508203016,185.61656188964844,84360,0.0,0.0
188.99142763452866,198.15172642293692,185.32730517653235,187.64149475097656,142932,0.0,0.0
186.00226770146375,194.2465393800559,186.00226770146375,190.1002960205078,76850,0.0,0.0
190.63062622836915,193.76441249445796,188.12360604339662,191.1127471923828,85310,0.0,0.0
192.36625632299388,192.36625632299388,181.27747463018972,186.1951141357422,84203,0.0,0.0
186.19513704057874,191.35382293914728,185.27909536534656,186.3397674560547,46943,0.0,0.0
184.21841303950168,189.56995838484372,184.21841303950168,187.83432006835938,32820,0.0,0.0
185.37552527090858,191.4020377959706,185.37552527090858,189.4253387451172,24025,0.0,0.0
188.0271716495914,192.5591056646667,188.0271716495914,188.50929260253906,31631,0.0,0.0
190.67885134233043,190.67885134233043,185.1344599632235,189.32891845703125,68512,0.0,0.0
207.3120107721645,215.41163693567188,186.339749217306,187.68968200683594,1360340,0.0,0.0
186.58082118908322,192.84839399388446,185.18267327526053,188.46109008789062,176791,0.0,0.0
187.54506635434322,188.60573842464666,182.72385642235494,184.0255889892578,71921,0.0,0.0
184.3630460224377,185.7129934933855,178.43296429716347,180.60250854492188,93960,0.0,0.0
180.3132433950681,181.18105525876254,176.55270570150623,177.7097930908203,60556,0.0,0.0
177.7097946342119,180.55430544898624,175.492035202753,177.17945861816406,54270,0.0,0.0
181.1328612385787,181.1328612385787,174.76885830603103,175.2991943359375,41193,0.0,0.0
175.395600233513,178.09548056554976,173.65997653942748,174.28672790527344,45503,0.0,0.0
175.49205346391656,178.2883495294488,170.04409175538558,175.8295440673828,43057,0.0,0.0
175.82950864770066,185.95404815417487,174.2385007544997,181.9042205810547,66710,0.0,0.0
