['commonwealth', 'games', '2022', 'india', 'won', '66', 'medals', 'in', '2018', 'how', 'many', 'will', 'come', 'this', 'time']
['pvr', 'raises', 'ticket', 'prices', 'by', 'up', 'to', '23', 'says', 'ceo']
['eih', 'ltd', 'reports', 'profit', 'of', 'rs', '66', 'crore', 'for', 'quarter', 'ended', 'june', '30', 'revenue', 'from', 'operations', 'at', 'rs', '394']
['mahindra', 'lifespaces', 'q1', 'net', 'rs', '75', 'crore', 'reports', 'best', 'ever', 'quarterly', 'sales', 'at', 'rs', '602', 'crore']
['mamata', 'banerjee', 'warns', 'of', 'taking', 'back', 'unused', 'industrial', 'lands', 'for', 'fresh', 'ventures']
['pv', 'sindhu', 'named', 'indias', 'flagbearer', 'for', 'commonwealth', 'games', 'opening', 'ceremony']
['geopolitical', 'conflict', 'to', 'keep', 'oil', 'prices', 'up', 'cad', 'under', 'stress', 'govt', 'to', 'parliament']
['oneplus', '10t', '5g', 'set', 'for', 'august', '3', 'launch', 'what', 'we', 'know', 'so', 'far']
['a', '9', '4', 'trillion', 'results', 'day', 'looms', 'in', 'a', 'test', 'for', 'stock', 'market']
['public', 'representatives', 'being', 'treated', 'like', 'criminals', 'rahul', 'gandhi', 'on', 'congress', 'woman', 'mps', 'detention']
['judgment', 'will', 'have', 'far', 'reaching', 'implications', 'for', 'indias', 'democracy', 'cong', 'on', 'scs', 'ed', 'ruling']
['up', 'govt', 'showering', 'flowers', 'on', 'kanwariyas', 'bulldozing', 'houses', 'of', 'muslims', 'owaisi']
['ed', 'questioning', 'of', 'sonia', 'gandhi', 'congress', 'leaders', 'in', 'kerala', 'march', 'to', 'raj', 'bhavan']
['dgca', 'curtails', 'spicejets', 'departure', 'to', '50', 'pc', 'for', '8', 'weeks']
['income', 'tax', 'dept', 'carries', 'search', 'operations', 'at', 'nandan', 'denims', 'premises']
['mmt', 'reports', 'quarterly', 'adjusted', 'operating', 'profit', 'of', '16', '5', 'million', 'for', 'quarter', 'ended', 'june', '30']
['sri', 'lankas', 'parliament', 'approves', 'emergency', 'regulations']
['sts', 'in', 'ndmc']
['zomato', 'blinkit', 'deal', 'gets', 'green', 'signal', 'google', 'launches', 'street', 'view', 'in', 'india']
['urban', 'infra', 'vc', 'fund', 'seeks', 'cancellation', 'of', 'lodha', 'sobo', 'jv', 'projects', 'maharera', 'registration']
['gujarat', 'announces', 'semiconductor', 'policy', 'with', 'heavy', 'subsidies']
['icici', 'pru', 'amcs', 'anand', 'shah', 'on', 'investment', 'strategy', 'to', 'adopt', 'now', 'and', 'the', 'change', 'in', 'market', 'bias']
['tamo', 'numbers', 'below', 'expectation', 'worst', 'should', 'be', 'over', 'in', 'operational', 'front', 'gaurang', 'shah']
['rbis', 'discussion', 'paper', 'on', 'climate', 'change', 'calls', 'for', 'board', 'approved', 'climate', 'risk', 'management']
['govt', 'mulls', 'changes', 'in', 'pricing', 'structure', 'to', 'determine', 'average', 'selling', 'price', 'of', 'bauxite']
['supreme', 'court', 'adjourns', 'hearing', 'on', 'sanjiv', 'bhatts', 'plea', 'seeking', 'suspension', 'of', 'sentence', 'in', 'custodial', 'death', 'case']
['at', 'up', 'wedding', 'procession', 'horse', 'irked', 'by', 'loud', 'music', 'kicks', 'baraatis']
['reserve', 'at', 'least', '10', 'beds', 'in', 'covid', 'hospitals', 'for', 'monkeypox', 'patients', 'up', 'cm', 'yogi', 'adityanath']
['10', 'pc', 'quota', 'for', 'agniveers', 'not', 'to', 'affect', '50', 'pc', 'supreme', 'court', 'ceiling', 'govt']
['shopify', 'to', 'lay', 'off', '10', 'of', 'workforce', 'report']
['hal', 'signs', 'usd', '100', 'mn', 'engine', 'contract', 'with', 'honeywell']
['anurag', 'thakur', 'hits', 'back', 'at', 'tmcs', 'hate', 'crime', 'allegations']
['bajaj', 'finance', 'q1', 'results', 'profit', 'surges', '159', 'yoy', 'to', 'rs', '2596', 'crore']
['laurus', 'labs', 'posts', 'rs', '251', 'crore', 'net', 'profit', 'in', 'q1fy23']
['poonawalla', 'fincorp', 'q1', 'results', 'profit', 'jumps', '117', 'yoy', 'to', 'rs', '141', 'crore']
['gail', 'board', 'approve', 'bonus', 'shares', 'in', '12', 'ratio']
['govt', 'received', 'bids', 'worth', 'rs1', '49', 'lakh', 'crore', 'in', 'spectrum', 'sale', 'auction', 'may', 'continue', 'till', 'thursday', 'ashwini', 'vaishnaw']
['tech', 'view', 'nifty50', 'forms', 'bullish', 'candle', 'can', 'test', 'recent', 'high']
['colgate', 'palmolive', 'india', 'q1', 'results', 'profit', 'falls', '10', 'to', 'rs', '210', 'crore']
['rbi', 'to', 'go', 'for', '35', 'basis', 'points', 'hike', 'in', 'rates', 'at', 'next', 'weeks', 'monetary', 'policy', 'meetingreport']
['phonepe', 'units', 'shareholding', 'may', 'mirror', 'flipkarts', 'post', 'separation']
['tata', 'motors', 'net', 'loss', 'widens', 'inflation', 'china', 'lockdowns', 'to', 'blame', 'says', 'company']
['france', 'can', 'provide', 'germany', 'some', 'of', 'its', 'gas', 'in', 'case', 'of', 'shortage', 'french', 'sources']
['a', 'web3', 'startup', 'making', 'nfts', 'of', 'picasso', 'and', 'm', 'f', 'husain', 'art', 'receives', 'funding']
['climate', 'change', 'remains', 'the', 'missing', 'discourse', 'in', 'the', 'indian', 'parliament', 'shows', 'study']
['cloud', 'and', 'search', 'contributed', 'the', 'most', 'to', 'alphabets', 'q2', 'growth']
['flash', 'flood', 'causes', 'road', 'blockade', 'in', 'himachals', 'lahaul', 'spiti', 'several', 'vehicles', 'stuck']
['rockier', 'road', 'ahead', 'for', 'asian', 'economies', 'as', 'central', 'banks', 'recalibrate', 'policies', 'inflation', 'moves', 'north', 'moodys']
['extreme', 'weather', 'events', 'fuel', 'gender', 'based', 'violence', 'adding', 'to', 'socio', 'economic', 'burden', 'of', 'climate', 'change', 'study']
['more', 'than', '1', '30', 'lakh', 'people', 'killed', '3', '48', 'lakh', 'injured', 'in', 'road', 'accidents', 'in', '2020', 'gadkari']
['researchers', 'reveal', 'gene', 'that', 'increases', 'muscular', 'strength', 'during', 'exercise']
['shopify', 'extends', 'drop', 'after', 'posting', 'loss', 'and', 'weaker', 'outlook']
['chse', 'odisha', '2', 'result', '2022', 'announced', 'how', 'to', 'check', 'marks']
['no', 'significant', 'protests', 'in', 'jk', 'against', 'delimitation', 'commission', 'report', 'govt']
['reliance', 'jio', '5g', 'spectrum', 'spends', 'likely', 'over', 'rs', '80000', 'crore', 'with', 'pricey', '700', 'mhz', 'in', 'the', 'bag', 'analysts']
['green', 'signal', 'zomato', 'investors', 'approve', 'blinkit', 'deal']
['death', 'by', 'falling', 'space', 'debris', 'is', 'a', 'possibility', 'reveals', 'new', 'study']
['rupee', 'falls', '13', 'paise', 'to', 'close', 'at', '79', '91', 'against', 'us', 'dollar']
['congress', 'supremo', 'sonia', 'gandhi', 'leaves', 'ed', 'after', 'three', 'hours', 'of', 'questioning']
['sooraj', 'barjatyas', 'next', 'project', 'uunchai', 'set', 'to', 'be', 'released', 'on', 'november', '11']
['delhi', 'slowly', 'becoming', 'ev', 'capital', 'cm', 'arvind', 'kejriwal', 'at', 'launch', 'of', 'charging', 'stations']
['cabinet', 'expansion', 'maharashtra', 'cm', 'eknath', 'shinde', 'to', 'leave', 'for', 'delhi', 'tonight']
['bulls', 'return', 'to', 'd', 'st', 'after', '2', 'day', 'break', 'sensex', 'ends', '548', 'pts', 'higher', 'ahead', 'of', 'fed', 'policy', 'outcome']
['could', 'strikes', 'and', 'inflation', 'spark', 'a', 'global', 'trade', 'union', 'revival']
['sonia', 'gandhi', 'appears', 'before', 'ed', 'for', 'third', 'round', 'of', 'questioning', 'in', 'money', 'laundering', 'case']
['nothing', 'phone', '1', 'delivery', 'faces', 'hiccups', 'this', 'is', 'what', 'brands', 'ceo', 'says']
['in', 'shootings', 'absence', 'india', 'hopes', 'to', 'make', 'surprise', 'gains', 'in', 'commonwealth', 'games']
['us', 'economy', 'sending', 'mixed', 'signals', 'heres', 'what', 'it', 'all', 'means']
['best', 'payday', 'loans', 'online', 'with', 'guaranteed', 'approval', 'and', 'instant', 'decisions', 'in', '2022']
['kiccha', 'sudeep', 'compares', 'bollywoods', 'dry', 'spell', 'with', 'virat', 'kohlis', 'form', 'heres', 'what', 'he', 'said']
['brokerages', 'see', 'up', 'to', '45', 'rise', 'in', 'this', 'jhunjhunwala', 'kacholia', 'bet', 'heres', 'why']
['centre', 'approves', 'rs', '650', 'crore', 'cancer', 'hospital', 'in', 'odisha']
['national', 'herald', 'case', 'ed', 'questions', 'sonia', 'gandhi', 'for', 'over', '6', 'hours', 'to', 'appear', 'again', 'wednesday']
['kerala', 'government', 'decides', 'to', 'exclude', 'residential', 'areas', 'farmland', 'from', 'eco', 'sensitive', 'zone']
['coffee', 'is', 'good', 'for', 'you', 'or', 'is', 'it', 'a', 'case', 'of', 'wishful', 'optimism']
['suspected', 'monkeypox', 'case', 'in', 'noida']
['china', 'rejects', 'report', 'it', 'tried', 'to', 'obtain', 'federal', 'reserve', 'data']
['best', 'boat', 'wireless', 'headphones', 'under', 'rs', '2000', 'in', 'india']
['2', 'associates', 'of', 'moosewala', 'murder', 'mastermind', 'goldy', 'brar', 'arrested', 'in', 'punjab']
['over', '15000', 'tonnes', 'uranium', 'ore', 'deposits', 'in', 'rajasthan', 'centre']
['ghagra', 'gets', 'a', 'k', 'twist', 'korean', 'students', 'recreate', 'ranbir', 'kapoor', 'madhuri', 'dixits', 'iconic', 'song', 'netizens', 'call', 'it', 'perfect']
['eu', 'to', 'cut', 'russian', 'gas', 'use', 'as', 'missiles', 'strike', 'ukraine']
['15', 'amarnath', 'pilgrims', 'died', 'due', 'to', 'flash', 'floods', 'govt', 'tells', 'rajya', 'sabha']
['maruti', 'performance', 'will', 'remain', 'subdued', 'for', '2', 'more', 'quarters', 'mahantesh', 'sabarad']
['construction', 'startup', 'wify', 'raises', '2', 'million', 'in', 'funding', 'led', 'by', 'blume', 'founders', 'fund', 'and', 'unitus', 'ventures']
['nre', 'fixed', 'deposit', 'these', '3', 'banks', 'offer', 'up', 'to', '6', 'interest', 'rate', 'on', 'nre', 'fds']
['bcci', 'set', 'to', 'bid', 'for', '2025', 'womens', '50', 'over', 'world', 'cup', 'hosting', 'rights']
['power', 'generation', 'capacity', 'to', 'hit', '820gw', 'by', '2030', 'over', '500gw', 'from', 'non', 'fossil', 'fuel', 'sources', 'r', 'k', 'singh']
['working', 'to', 'see', 'how', 'fast', 'we', 'can', 'increase', 'local', 'sourcing', 'and', 'benefit', 'from', 'creating', 'lower', 'prices', 'ikea', 'india', 'ceo']
['railways', 'may', 'reconsider', 'senior', 'citizen', 'concessions']
['will', 'banks', 'be', 'open', 'on', 'itr', 'filing', 'last', 'day']
['is', 'investing', 'in', 'floater', 'funds', 'right', 'for', 'you']
['lucknow', 'teen', 'fights', 'cancer', 'and', 'scores', '97', '75', 'in', 'isc', 'exams']
['maruti', 'suzuki', 'net', 'profit', 'zooms', '2x', 'even', 'as', 'high', 'commodity', 'prices', 'stress', 'margins']
['suspension', 'can', 'be', 'revoked', 'if', 'opposition', 'mps', 'apologise', 'parliamentary', 'affairs', 'minister', 'pralhad', 'joshi']
['5g', 'spectrum', 'auction', 'rs', '1', '45', 'lakh', 'cr', 'bids', 'by', 'jio', 'airtel', 'others', 'on', 'day', '1']
['brad', 'pitt', 'sandra', 'bullock', 'starrer', 'action', 'comedy', 'bullet', 'train', 'to', 'release', 'on', 'august', '4', 'in', 'india']
['zomato', 'allots', '4', '66', 'crore', 'shares', 'to', 'employees', 'at', '98', 'discount']
['bjp', 'youth', 'leaders', 'murder', 'sparks', 'tension', 'in', 'dakshina', 'kannada']
['cg', 'power', 'and', 'industrial', 'solutions', 'q1', 'results', 'net', 'profit', 'jumps', '138', 'to', 'nearly', 'rs', '130', 'crore']
['no', 'significant', 'brain', 'drain', 'to', 'affect', 'development', 'in', 'science', 'and', 'tech', 'field', 'govt']
['mps', 'suspension', 'oppn', 'leaders', 'meet', 'rs', 'chairman', 'demand', 'revocation', 'naidu', 'says', 'mps', 'should', 'express', 'regret']
['new', 'biotech', 'startups', 'maharashtra', 'emerges', 'on', 'top', 'telangana', 'karnataka', 'follow']
['sri', 'lankas', 'supreme', 'court', 'extends', 'overseas', 'travel', 'ban', 'on', 'rajapaksa', 'brothers', 'till', 'aug', '2']
['food', 'business', 'to', 'see', 'disproportionate', 'growth', 'tcpl', 'ceo', 'sunil', 'dsouza']
['isro', 'earns', '279', 'million', 'in', 'forex', 'through', 'satellite', 'launches']
['government', 'launches', 'rashtriya', 'puruskar', 'portal', 'to', 'award', 'entitled', 'people']
['depending', 'on', 'inflation', 'asian', 'paints', 'expects', '38', '40', 'gross', 'margins', 'going', 'forward', 'amit', 'syngle']
['india', 'in', 'process', 'to', 'develop', 'a', 'monkeypox', 'vaccine', 'as', 'global', 'outbreak', 'spreads']
['gujarat', 'announces', 'semiconductor', 'policy', 'to', 'attract', 'new', 'investments']
['no', 'showering', 'of', 'petals', 'on', 'muslims', 'they', 'bulldoze', 'our', 'houses', 'aimim', 'leader', 'asaduddin', 'owaisi']
['17', '5', 'crore', 'this', 'is', 'how', 'much', 'a', 'single', 'data', 'breach', 'costs', 'in', 'india', 'says', 'study']
['chidambaram', 'lashes', 'out', 'at', 'centre', 'over', 'exorbitant', 'price', 'of', 'subsidised', 'cylinder', 'under', 'ujjwala', 'scheme']
['launches', 'of', 'housing', 'units', 'dipped', 'by', '24', 'to', '69812', 'in', 'q2', '2022', 'from', 'q1', '2022', 'at', '91489', 'units', 'report']
['sis', 'q1', 'results', 'net', 'profit', 'up', '39', 'at', 'rs', '83', 'crore']
['mtv', 'video', 'music', 'awards', '2022', 'kendrick', 'lamar', 'lil', 'nas', 'x', 'jack', 'harlow', 'lead', 'nominations', 'with', 'seven', 'nods', 'bts', 'bags', 'four']
['ed', 'grilling', 'tmc', 'mla', 'in', 'teacher', 'recruitment', 'case', 'waiting', 'to', 'search', 'flat', 'owned', 'by', 'ministers', 'associate']
['of', 'over', '22', '05', 'crore', 'applicants', 'more', 'than', '7', '22', 'lakh', 'got', 'govt', 'jobs', 'during', '2014', '22', 'centre', 'to', 'ls']
['gold', 'gains', 'rs', '115', 'silver', 'rises', 'by', 'rs', '482']
['kerala', 'is', 'all', 'set', 'to', 'hike', 'salaries', 'allowances', 'of', 'legislators', 'and', 'ministers']
['average', 'cost', 'of', 'data', 'breach', 'rs', '17', '6', 'crore', 'ibm']
['iconic', 'global', 'music', 'fest', 'lollapalooza', 'coming', 'to', 'india', 'in', 'january', '2023']
['punjabi', 'singer', 'balwinder', 'safri', 'well', 'known', 'as', 'bhangra', 'star', 'dies', 'after', 'recovering', 'from', 'coma', 'tributes', 'pour', 'in']
['after', 'jefferies', 'credit', 'suisse', 'expects', '100', 'rally', 'on', 'zomato', 'should', 'you', 'buy', 'this', 'dip']
['monkeypox', 'suspect', 'admitted', 'to', 'delhi', 'hospital', 'had', 'travelled', 'abroad', 'sources']
['5g', 'explainer', 'all', 'you', 'wanted', 'to', 'know', 'about', 'this', 'new', 'telecom', 'technology']
['karnataka', 'cm', 'bommai', 'completes', 'one', 'year', 'in', 'office', 'as', 'bjp', 'eyes', 'to', 'retain', 'power']
['states', 'asked', 'to', 'extend', 'aspirational', 'districts', 'template', 'in', 'backward', 'blocks']
['praveer', 'sinha', 'on', 'why', 'he', 'expects', 'substantial', 'growth', 'in', 'tata', 'power', 'in', 'coming', 'quarters']
['saas', 'startup', 'kapture', 'crm', 'expands', 'business', 'in', 'indonesia']
['rahul', 'gandhi', 'takes', 'swipe', 'at', 'pm', 'narendra', 'modi', 'over', 'issue', 'of', 'price', 'rise']
['why', 'is', 'tata', 'steel', 'doing', 'a', 'stock', 'split', 'and', 'what', 'does', 'it', 'mean', 'for', 'investors']
['this', 'dolly', 'khanna', 'stock', 'is', 'down', '24', 'in', '4', 'days', 'but', 'analysts', 'see', 'up', 'to', '80', 'upside']
['grab', 'an', 'iphone', '12', 'at', 'rs', '31k', 'flipkart', 'announces', 'massive', 'price', 'drop', 'on', 'premium', 'apple', 'devices']
['zomato', 'shares', 'recover', 'from', 'recent', 'slump', 'rise', 'over', '5']
['receiving', 'many', 'complaints', 'about', 'hotel', 'service', 'charge', 'says', 'consumer', 'affairs', 'ministry']
['recharging', 'mobile', 'to', 'cost', 'more', 'on', 'paytm', 'phonepe', 'as', 'they', 'start', 'levying', 'platform', 'fee']
['bharat', 'forge', 'arm', 'partners', 'with', 'talgo', 'for', 'manufacturing', 'high', 'speed', 'trains']
['asian', 'paints', 'gains', 'on', 'better', 'than', 'expected', 'q1', 'earnings']
['ojee', 'result', '2022', 'declared', 'steps', 'to', 'download', 'rank', 'cards', 'online']
['community', 'management', 'startup', 'threado', 'raises', '3', '1', 'million', 'in', 'funding', 'led', 'by', 'vertex', 'ventures']
['ms', 'dhoni', 'crash', 'lands', 'rishabh', 'pants', 'instagram', 'live', 'banter', 'between', 'cricketers', 'drive', 'fans', 'crazy']
['why', 'have', 'there', 'been', 'so', 'few', 'greens', 'in', 'markets', 'around', 'the', 'world', 'this', 'year']
['sbi', 'otp', 'based', 'atm', 'cash', 'withdrawal', 'rules']
['shoppers', 'stop', 'rallies', '12', 'hits', '52', 'week', 'high', 'as', 'firm', 'returns', 'to', 'black', 'in', 'q1']
['stock', 'radar', 'this', 'financial', 'services', 'stock', 'records', 'breakout', 'after', '4', 'month', 'consolidation', 'time', 'to', 'buy']
['post', 'pandemic', 'power', 'dressing', 'is', 'all', 'about', 'colour', 'comfort', 'personal', 'style']
['countrys', 'economic', 'prowess', 'gets', 'reflected', 'in', 'its', 'ammunition', 'defence', 'minister', 'rajnath', 'singh']
['lok', 'sabha', 'proceedings', 'adjourned', 'till', '2', 'pm', 'amid', 'opposition', 'protests']
['8', 'best', 'altcoins', 'to', 'watch', 'and', 'buy', 'in', '2022']
['ongc', 'inks', 'mou', 'with', 'greenko', 'to', 'manufacture', 'green', 'hydrogen']
['tcs', 'signs', 'deal', 'with', 'ms', 'expects', '1', 'billion', 'retail', 'sector', 'business', 'in', 'europe', 'to', 'outgrow', 'its', 'overall', 'revenue']
['larsen', 'toubro', 'jumps', '4', 'following', 'strong', 'q1', 'results']
['5g', 'spectrum', 'auctions', 'big', 'money', 'is', 'in', 'but', 'no', 'bidding', 'war', 'yet']
['tata', 'investment', 'corporation', 'rallies', '7', 'as', 'profits', 'jump', '66', 'yoy']
['over', '1700', 'returns', 'in', '10', 'years', 'brokerages', 'see', 'up', 'to', '40', 'further', 'upside', 'in', 'this', 'multibagger']
['booker', 'prize', '2022', 'longlist', 'features', '8', 'women', 'including', '20', 'yr', 'old', 'leila', 'mottley', 'alan', 'garner', 'oldest', 'nominee', 'at', '87']
['ruk', 'jana', 'nahi', 'mpsos', '10', '12', 'results', 'declared', 'how', 'check', 'online']
['sc', 'agrees', 'to', 'hear', 'pleas', 'of', 'jharkhand', 'govt', 'cm', 'against', 'hc', 'order', 'on', 'pils', 'for', 'probe', 'into', 'graft', 'charges']
['green', 'india', 'polymers', 'forays', 'into', 'uae', 'and', 'africa', 'markets']
['attempt', 'to', 'hide', 'truth', 'bjp', 'chief', 'on', 'congress', 'protests', 'against', 'ed', 'summons', 'to', 'sonia', 'gandhi']
['rajya', 'sabha', 'adjourned', 'thrice', 'in', 'pre', 'lunch', 'session']
['govt', 'wants', 'opposition', 'mukt', 'bharat', 'cong', 'protests', 'misuse', 'of', 'agencies', 'suspension', 'of', 'mps']
['buy', 'indian', 'energy', 'exchange', 'target', 'price', 'rs', '190', 'icici', 'direct']
['buy', 'tatva', 'chintan', 'pharma', 'chem', 'target', 'price', 'rs', '2730', 'icici', 'securities']
['ranveer', 'singh', 'lands', 'in', 'legal', 'trouble', 'complaint', 'filed', 'with', 'mumbai', 'police', 'against', 'actor', 'over', 'his', 'obscene', 'pics']
['bafs', 'have', 'the', 'potential', 'to', 'become', 'core', 'allocation', 'in', 'investors', 'portfolios']
