['food', 'security', 'made', 'covid', 'more', 'bearable']
['unacademy', 'lays', 'off', 'around', '1000', 'employees', 'as', 'edtech', 'major', 'begins', 'a', 'massive', 'cost', 'cutting', 'exercise']
['niti', 'aayog', 'likely', 'to', 'roll', 'out', 'battery', 'swapping', 'policy', 'by', 'december']
['ruchi', 'soya', 'shares', 'crash', '19', 'after', 'announcement', 'of', 'fpo', 'allotment']
['france', 'presidential', 'elections', 'marine', 'le', 'pen', 'ready', 'to', 'hire', 'leftists', 'if', 'she', 'wins', 'french', 'presidency']
['drug', 'seizures', 'in', 'india', 'in', '2020', 'highest', 'in', 'five', 'years', 'ncb']
['buy', 'steel', 'authority', 'of', 'india', 'target', 'price', 'rs', '117', 'iifl']
['vegetable', 'prices', 'soar', 'in', 'delhi', 'due', 'to', 'high', 'transportation', 'cost']
['preventing', 'family', 'wars', 'how', 'to', 'avoid', 'conflicts', 'in', 'business', 'families']
['shanghai', 'becomes', 'new', 'covid', '19', 'epicentre', 'with', 'record', 'cases', 'for', '6th', 'consecutive', 'day']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'friday']
['russia', 'firmly', 'stands', 'for', 'bringing', 'to', 'justice', 'those', 'involved', 'in', 'bucha', 'killings']
['rbi', 'issues', 'guidelines', 'for', 'banks', 'to', 'set', 'up', '24x7', 'digital', 'banking', 'units']
['pai', 'defends', 'akshata', 'murthy', 'says', 'india', 'collects', 'withholding', 'tax', 'on', 'overseas', 'dividends']
['nse', 'bse', 'bulk', 'deals', 'morgan', 'stanley', 'segantii', 'among', 'those', 'who', 'picked', 'stake', 'in', 'zee']
['assam', 'government', 'warns', 'police', 'officers', 'who', 'use', 'personnel', 'for', 'personal', 'work']
['buy', 'tata', 'steel', 'target', 'price', 'rs', '1700', 'axis', 'securities']
['police', 'complaint', 'frivolous', 'will', 'extend', 'full', 'cooperation', 'spicejet', 'md', 'ajay', 'singh']
['all', 'andhra', 'pradesh', 'ministers', 'resign', 'ahead', 'of', 'reconstitution', 'of', 'state', 'cabinet']
['todays', 'wordle', '292', 'the', 'answer', 'and', 'hints', 'for', '7th', 'april']
['assam', 'police', 'nabs', 'one', 'more', 'maoist', 'operative']
['irdai', 'will', 'relook', 'at', 'regulations', 'capital', 'requirements', 'says', 'chairman']
['view', 'western', 'hypocrisy', 'and', 'the', 'impracticability', 'of', 'a', 'tribunal', 'to', 'try', 'russia']
['22', 'dialogue', 'will', 'reaffirm', 'importance', 'of', 'india', 'us', 'global', 'strategic', 'partnership', 'in', 'ensuring', 'international', 'peace', 'security', 'says', 'us']
['kentucky', 'governor', 'andy', 'beshear', 'vetoes', 'bill', 'of', 'anti', 'trans', 'sports', 'ban']
['we', 'will', 'make', 'long', 'term', 'investments', 'in', 'india', 'nothing', 'will', 'happen', 'overnight', 'coinbase', 'founder', 'brian', 'armstrong']
['beijing', 'tech', 'crackdown', 'richard', 'liu', 'billionaire', 'founder', 'of', 'jd', 'com', 'steps', 'down', 'as', 'ceo']
['tom', 'smith', 'scottish', 'rugby', 'star', 'dies', 'at', 'the', 'age', 'of', '50']
['energy', 'giant', 'shell', 'loses', '5', 'billion', 'for', 'leaving', 'the', 'russian', 'market']
['court', 'reserves', 'order', 'on', 'aakar', 'patels', 'plea', 'to', 'revoke', 'loc']
['paytm', 'morgan', 'stanley', 'stays', 'equal', 'weight', 'suggests', 'target', 'of', 'rs', '935']
['delhi', 'high', 'court', 'dismisses', 'red', 'bulls', 'plea', 'for', 'injunction', 'against', 'pepsi']
['theres', 'always', 'going', 'to', 'be', 'exchange', 'in', 'cinema', 'says', 'abhishek', 'bachchan', 'on', 'remakes', 'from', 'southern', 'films']
['pai', 'defends', 'akshata', 'murthy', 'says', 'india', 'collects', 'withholding', 'tax', 'on', 'overseas', 'dividends']
['trade', 'setup', 'nifty', 'to', 'regain', 'some', 'stability', 'unlikely', 'to', 'move', 'above', '18000', 'soon']
['resort', 'to', 'compulsory', 'voluntary', 'licenses', 'for', 'covid', '19', 'parl', 'panel', 'tells', 'govt']
['western', 'railway', 'to', 'get', 'vistadome', 'coach', 'for', 'mumbai', 'gandhinagar', 'shatabdi', 'express', 'from', 'april', '11']
['indian', 'export', 'prices', 'of', 'rice', 'ease', 'as', 'supplies', 'rise', 'vietnam', 'thai', 'rates', 'steady']
['cost', 'rises', 'for', 'micro', 'borrowers', 'as', 'rbi', 'deregulates', 'lending', 'rates']
['tammy', 'sytch', 'wwe', 'star', 'under', 'investigation', 'for', 'involvement', 'in', 'fatal', 'car', 'accident']
['hope', 'to', 'finalise', 'agreement', 'with', 'australian', 'for', 'joint', 'production', 'in', 'audio', 'visual', 'services', 'says', 'goyal']
['maha', 'government', 'and', 'ntpc', 'to', 'jointly', 'set', 'up', 'solar', 'energy', 'park']
['good', 'meeting', 'with', 'intel', 'ceo', 'discussions', 'on', 'semiconductor', 'programme', 'tech', 'auto', 'innovation', 'says', 'mos', 'it']
['sc', 'asks', 'states', 'to', 'comply', 'with', '2012', 'direction', 'for', 'enhancement', 'of', 'pension', 'of', 'retd', 'judicial', 'officers']
['india', 'to', 'be', 'epicentre', 'of', 'mental', 'illness', 'pai', 'takes', 'on', 'satyarthi', 'demands', 'data']
['are', 'retail', 'investors', 'finally', 'out', 'of', 'fuel', 'to', 'invest', 'in', 'the', 'equity', 'market']
['rashmika', 'mandannas', 'next', 'with', 'tamil', 'superstar', 'thalapathy', 'vijay', 'goes', 'on', 'floor']
['axis', 'bank', 'inks', 'usd', '150', 'mn', 'partial', 'guarantee', 'pact', 'with', 'adb', 'to', 'support', 'supply', 'chain', 'financing']
['irdai', 'seeks', 'revised', 'business', 'plans', 'from', 'three', 'public', 'insurance', 'companies']
['decriminalisation', 'of', 'minor', 'offences', 'welcome', 'step', 'say', 'legal', 'experts']
['post', 'covid', 'fatigue', 'is', 'more', 'than', 'just', 'tiredness', 'could', 'it', 'be', 'like', 'chronic', 'fatigue', 'syndrome']
['rs', '940', 'cr', 'and', 'counting', 'rrr', 'bo', 'collection', 'surpasses', 'rajinikanths', '2', '0', 'rajamouli', 'co', 'ready', 'to', 'celebrate', 'rs', '1000', 'cr', 'debut']
['public', 'sector', 'companies', 'should', 'ensure', 'timely', 'completion', 'of', 'projects', 'heavy', 'industries', 'minister']
['trai', 'scraps', 'unstructured', 'supplementary', 'service', 'data', 'fee', 'for', 'mobile', 'banking', 'payment', 'services']
['rbi', 'holds', 'repo', 'rate', 'what', 'should', 'the', 'depositors', 'borrowers', 'do', 'now']
['hester', 'biosciences', 'gets', 'rs', '60', 'crore', 'grant', 'from', 'govt', 'to', 'make', 'covaxin', 'drug', 'substance']
['55', 'kmph', 'benchmark', 'to', 'classify', 'trains', 'as', 'superfast', 'quite', 'low', 'says', 'cag', 'report']
['domestic', 'pharma', 'industry', 'revenues', 'to', 'grow', 'by', '6', '8', 'pc', 'in', 'fy2023', 'icra']
['karnataka', 'chief', 'minister', 'asks', 'police', 'to', 'probe', 'al', 'qaeda', 'videos', 'authenticity']
['indian', 'economy', 'in', 'good', 'shape', 'on', 'high', 'gdp', 'growth', 'foreign', 'exchange', 'reserve', 'bimal', 'jalan']
['finance', 'minister', 'meets', 'top', 'executives', 'of', 'canada', 'pension', 'plan', 'investment', 'board', 'schneider', 'electric']
['market', 'falls', 'for', '3rd', 'day', 'in', 'a', 'row', 'sensex', 'down', '575', 'pts', 'nifty', 'drops', 'below', '17650']
['do', 'you', 'snore', 'are', 'experiencing', 'loss', 'of', 'productivity', 'its', 'time', 'to', 'meet', 'a', 'specialist', 'and', 'take', 'a', 'sleep', 'test']
['bharatpe', 'ceo', 'takes', 'a', 'jibe', 'at', 'ashneer', 'grover', 'says', 'no', 'money', 'left', 'to', 'pay', 'salaries', 'since', 'grover', 'stole', 'it', 'all']
['unacademy', 'reportedly', 'lays', 'off', '1000', 'employees', 'from', 'sales', 'business', 'and', 'other', 'functions']
['in', 'india', 'you', 'have', 'to', 'play', 'the', 'long', 'game', 'uber', 'ceo', 'dara', 'khosrowshahi']
['renault', 'ceo', 'pushes', 'on', 'with', 'electric', 'split', 'as', 'russia', 'bill', 'looms']
['unacademy', 'lays', 'off', '1000', 'employees', 'coinbase', 'in', 'india', 'for', 'the', 'long', 'haul']
['du', 'vc', 'defends', 'cuet', 'says', 'cut', 'off', 'system', 'did', 'not', 'offer', 'equal', 'opportunities', 'to', 'students']
['gold', 'marginally', 'higher', 'silver', 'jumps', 'rs', '224']
['top', '4', 'multibagger', 'stocks', 'rajrayon', 'industries', 'alps', 'industries', 'zenith', 'birla', 'india', 'and', 'radaan', 'mediaworks', 'india', 'saw', 'healthy', 'returns', 'in', 'past', 'month']
['enjoyed', 'dasvi', 'its', 'time', 'to', 'revisit', 'these', '10', 'social', 'comedies', 'you', 'wont', 'be', 'disappointed']
['purple', 'finance', 'announces', 'its', 'merger', 'with', 'bse', 'listed', 'canopy', 'finance']
['ettech', 'opinion', 'are', '10', 'minute', 'deliveries', 'a', 'passing', 'fad', 'or', 'the', 'next', 'big', 'thing']
['why', 'should', 'you', 'invest', 'in', 'us', 'stocks']
['6', 'situations', 'in', 'which', 'you', 'and', 'your', 'children', 'lose', 'legal', 'right', 'to', 'inherit', 'a', 'property']
['anil', 'deshmukh', 'mastermind', 'brain', 'behind', 'money', 'laundering', 'conspiracy', 'misused', 'official', 'position', 'ed', 'to', 'hc']
['10', 'states', 'given', 'permission', 'to', 'borrow', 'additional', 'rs', '28204', 'cr', 'for', 'power', 'sector', 'reforms', 'last', 'fiscal']
['air', 'india', 'cancels', 'delhi', 'moscow', 'flight', 'over', 'insurance', 'issues']
['rupee', 'falls', '11', 'paise', 'to', 'settle', 'at', '75', '95', 'against', 'us', 'dollar']
['china', 'protests', 'to', 'us', 'over', 'pelosis', 'planned', 'visit', 'to', 'taiwan', 'warns', 'of', 'strong', 'measures']
['tech', 'view', 'nifty50', 'forms', 'bearish', 'candle', 'support', 'seen', 'at', '17600', 'level']
['102', 'visits', 'to', 'india', 'by', 'foreign', 'dignitaries', 'in', 'last', '2', 'years', 'government']
['uc', 'berkeley', 'born', 'data', 'science', 'startup', 'looks', 'at', 'product', 'by', 'early', 'next', 'year']
['minnal', 'murali', 'star', 'tovino', 'thomas', 'joins', 'hands', 'with', 'saregama', 'announces', 'multiple', 'project', 'deal']
['all', 'you', 'need', 'to', 'know', 'about', 'tata', 'super', 'app', 'tata', 'neu']
['ev', 'based', 'zypp', 'electric', 'appoints', 'tushar', 'mehta', 'as', 'cofounder', 'coo']
['market', 'movers', 'what', 'led', 'to', 'a', '12', 'rally', 'in', 'mtnl']
['government', 'defers', 'proposal', 'to', 'merge', 'bsnl', 'mtnl', 'due', 'to', 'financial', 'reasons']
['nlc', 'indias', 'power', 'generation', 'rises', '19', 'pc', 'to', '2920', 'cr', 'units', 'in', 'fy22']
['john', 'abraham', 'on', 'attack', 'proud', 'of', 'film', 'completely', 'own', 'it']
['lupin', 'launches', 'generic', 'contraceptive', 'drug', 'in', 'us']
['going', 'for', 'off', 'beat', 'trade', 'textile', 'paper', 'could', 'be', 'the', 'next', 'big', 'plays', 'aishvarya', 'dadheech']
['rise', 'in', 'construction', 'block', 'prices', 'on', 'higher', 'input', 'costs', 'to', 'affect', 'real', 'estate', 'projects']
['ed', 'questions', 'omar', 'abdullah', 'in', 'jk', 'bank', 'case']
['onus', 'on', 'pakistan', 'to', 'create', 'environment', 'free', 'of', 'terror', 'hostility', 'india']
['it', 'isnt', 'easy', 'to', 'live', 'the', 'life', 'of', 'a', 'top', 'player', 'chris', 'evert', 'sounds', 'the', 'mental', 'health', 'gong', 'as', 'tennis', 'players', 'face', 'on', 'court', 'anxiety', 'stress']
['tata', 'packs', 'power', 'brands', 'in', 'mega', 'app', 'to', 'rival', 'amazon', 'ambani']
['jhunjhunwalas', 'favourite', 'companys', 'subdued', 'q4', 'sales', 'a', 'blip', 'in', 'promising', 'story']
['gross', 'office', 'leasing', 'in', 'delhi', 'ncr', 'jumps', 'over', '2', '5', 'fold', 'in', 'jan', 'mar', 'report']
['how', 'to', 'update', 'these', '6', 'mandatory', 'kyc', 'details', 'in', 'your', 'zerodha', 'demat', 'trading', 'account']
['al', 'qaeda', 'indulging', 'in', 'polarisation', 'in', 'india', 'says', 'congress']
['expect', 'rbi', 'to', 'hike', 'reverse', 'repo', 'by', '15', 'bps', 'this', 'time', 'says', 'clsas', 'indranil', 'sengupta']
['bank', 'of', 'maharashtra', 'to', 'divest', 'entire', '4', 'stake', 'in', 'isarc']
['nft', 'platform', 'bitscrunch', 'partners', 'with', 'mastercard']
['pfizer', 'offers', 'voluntary', 'retirement', 'scheme', 'for', 'field', 'staff']
['balmer', 'lawrie', 'aims', 'at', 'rs', '6000', 'cr', 'topline', 'by', 'fy26', 'cmd']
['fmcg', 'sales', 'lose', 'momentum', 'but', 'grow', '20', 'on', 'year']
['ipo', 'boom', 'of', '2021', '22', 'pain', 'or', 'gain', '6', 'lessons', 'for', 'investors', 'from', 'a', 'record', 'breaking', 'year', 'for', 'primary', 'market']
['chhota', 'bheem', 'maker', 'green', 'gold', 'animation', 'to', 'present', 'a', 'new', 'cartoon', 'show', 'on', 'leander', 'paes', 'called', 'little', 'leander']
['dont', 'need', 'lessons', 'on', 'law', 'and', 'order', 'from', 'shah', 'tmc']
['chinese', 'hackers', 'target', 'indias', 'power', 'grid', 'collect', 'intelligence', 'from', 'north', 'indian', 'centers', 'report']
['rate', 'of', 'consumer', 'sentiment', 'recovery', 'slowed', 'after', 'second', 'covid', 'wave', 'cmie']
['indias', 'condemnation', 'of', 'bucha', 'killings', 'not', 'a', 'shift', 'in', 'ties', 'with', 'russia', 'analyst']
['tata', 'motors', 'bags', 'order', 'for', '1300', 'commercial', 'vehicles', 'from', 'vrl', 'logistics']
['delhi', 'cab', 'auto', 'drivers', 'threaten', 'strike', 'against', 'cng', 'price', 'hike', 'demand', 'fare', 'revision']
['tata', 'motors', 'likely', 'to', 'unveil', 'new', 'electric', 'suv', 'concept', 'today']
['number', 'of', 'indian', 'students', 'in', 'us', 'rose', 'by', '12', 'per', 'cent', 'from', 'china', 'dropped', 'by', 'eight', 'per', 'cent']
['ahead', 'of', 'mpc', 'meet', 'outcome', 'indian', 'economy', 'in', 'charts']
['expansion', 'of', 'trade', 'economy', 'in', 'india', 'australia', 'to', 'provide', 'huge', 'opportunities', 'for', 'students', 'piyush', 'goyal']
['shanghai', 'lockdown', 'deepens', 'after', 'new', 'surge', 'in', 'asymptomatic', 'cases']
['anil', 'kumar', 'goel', 'trims', 'stake', 'in', 'this', 'company', 'ramesh', 'damani', 'stays', 'put']
['suzuki', 'motorcycle', 'drives', 'in', 'all', 'new', 'v', 'strom', 'sx', 'tagged', 'at', 'rs', '2', '11', 'lakh']
['indias', 'largest', 'student', 'run', 'startup', 'accelerator', 'conquest', 'bits', 'pilani', 'launches', 'its', '18th', 'edition', 'registrations', 'open']
['weapons', 'of', 'mass', 'distraction', 'tharoors', 'dig', 'at', 'govt', 'for', 'driving', 'away', 'focus', 'from', 'price', 'rise']
['india', 'to', 'invite', 'bids', 'for', '2gw', 'offshore', 'wind', 'energy', 'projects', 'soon', 'rk', 'singh']
['elon', 'musks', 'arrival', 'stirs', 'fears', 'among', 'some', 'twitter', 'employees']
['govt', 'mandates', 'vehicles', 'fitness', 'testing', 'via', 'automated', 'stations', 'in', 'phased', 'manner', 'from', 'april', '2023']
['nclt', 'approves', 'tata', 'steel', 'minings', 'resolution', 'plan', 'for', 'rohit', 'ferro', 'tech']
['joint', 'pain', 'muscle', 'stiffness', 'after', 'waking', 'up', 'study', 'finds', 'that', 'vegan', 'diet', 'can', 'help', 'manage', 'rheumatoid', 'arthritis']
['korean', 'star', 'kim', 'woo', 'bin', 'set', 'to', 'make', 'a', 'comeback', 'with', 'our', 'blues', 'after', 'cancer', 'recovery']
['petitioners', 'seek', 'transfer', 'of', 'bogtui', 'case', 'to', 'cbi']
['india', 'pursuing', 'release', 'of', '83', 'missing', 'personnel', 'including', 'pows', 'of', '1965', '71', 'wars', 'from', 'pak', 'centre', 'to', 'sc']
['govt', 'running', 'away', 'from', 'discussion', 'on', 'price', 'rise', 'congress', 'on', 'conclusion', 'of', 'parliament', 'session', 'ahead', 'of', 'schedule']
['emaar', 'indias', 'director', 'hadi', 'badri', 'resigns']
['flipkart', 'ipo', 'may', 'happen', 'in', '2023', 'at', 'a', 'valuation', 'of', '70', 'billion']
['rbi', 'mpc', 'meet', 'wait', 'for', 'hawks', 'may', 'take', 'longer']
['rajnath', 'singh', 'releases', '3rd', 'list', 'of', 'weaponry', 'to', 'be', 'banned', 'for', 'import', 'to', 'boost', 'self', 'reliance', 'in', 'defence', 'manufacturing']
['heat', 'wave', 'likely', 'in', 'delhi', 'today', 'max', 'temperature', 'can', 'reach', '40', 'deg', 'c']
['gold', 'futures', 'gain', 'rs', '42', 'to', 'rs', '51638', 'per', '10', 'gm']
['ap', 'ministers', 'to', 'resign', 'ahead', 'of', 'cabinet', 'reorganisation', 'on', 'april', '11']
['it', 'midcaps', 'may', 'grow', 'faster', 'than', 'largecaps', 'says', 'nomuras', 'abhishek', 'bhandari']
['priyanka', 'chopra', 'anthony', 'mackie', 'starrer', 'ending', 'things', 'will', 'soon', 'come', 'to', 'amazon', 'prime']
['bjp', 'wary', 'of', 'aap', 'wants', 'anurag', 'thakur', 'as', 'new', 'himachal', 'cm', 'manish', 'sisodia']
['dolly', 'khanna', 'cuts', 'stake', 'in', 'a', 'falling', 'cement', 'stock', 'for', '2nd', 'quarter', 'in', 'row']
['ensure', 'disaster', 'alerts', 'reach', 'remote', 'areas', 'timely', 'engage', 'all', 'agencies', 'shah']
['indias', 'it', 'spending', 'set', 'to', 'touch', '110', 'billion', 'report']
['parliament', 'passes', 'criminal', 'procedure', 'identification', 'bill']
['titan', 'slips', '3', 'as', 'jewellery', 'business', 'did', 'not', 'do', 'well', 'in', 'jan', 'mar', 'as', 'gold', 'price', 'rose', 'sharply', 'due', 'to', 'the', 'covid', 'geopolitical', 'concern']
['pan', 'aadhaar', 'linking', '5', 'consequences', 'if', 'pan', 'becomes', 'inoperative']
['allahabad', 'hc', 'bench', 'in', 'west', 'up', 'govt', 'says', 'no', 'complete', 'proposal', 'pending']
['greater', 'kolkata', 'witnesses', '195', 'month', 'on', 'month', 'increase', 'in', 'apartments', 'registered', 'in', 'march', '2022']
['rebel', 'foods', 'acquires', 'majority', 'stake', 'in', 'luxury', 'chocolate', 'brand', 'smoor']
['mcdonalds', 'india', 'to', 'display', 'allergen', 'nutritional', 'info', 'for', 'entire', 'menu']
['world', 'health', 'day', 'smart', 'tech', 'helps', 'you', 'with', 'diet', 'goals', 'workouts', 'and', 'managing', 'sleep', 'cycle', 'do', 'they', 'impact', 'well', 'being']
['yes', 'bank', 'shares', 'have', 'seen', 'a', 'tremendous', 'rally', 'in', 'new', 'financial', 'year', '2022', '23']
['lupin', 'completes', 'acquisition', 'of', 'portfolio', 'of', 'brands', 'from', 'anglo', 'french', 'drugs', 'industries']
['oscars', 'slapgate', 'after', 'will', 'smiths', 'resignation', 'academy', 'prepones', 'its', 'board', 'meeting', 'to', 'discuss', 'possible', 'sanctions', 'against', 'him']
['bsf', 'recovers', 'arms', 'ammunition', 'near', 'indo', 'pak', 'border', 'in', 'jammu', 'troops', 'on', 'alert']
['how', 'to', 'develop', 'an', 'export', 'marketing', 'plan']
['icici', 'securities', 'gives', 'buy', 'on', 'lemon', 'tree', 'hotels', 'at', 'a', 'target', 'price', 'of', '80']
['alembic', 'pharma', 'gets', 'tentative', 'usfda', 'nod', 'for', 'generic', 'version', 'of', 'dabigatran', 'etexilate', 'capsules']
['govt', 'should', 'sell', 'all', 'its', 'stake', 'in', 'psu', 'banks', 'insurers', 'says', 'prem', 'watsa']
['bajaj', 'holdings', 'adani', 'power', 'may', 'make', 'it', 'to', 'msci', 'index']
['gold', 'rate', 'today', 'yellow', 'metal', 'trades', 'flat', 'silver', 'holds', 'rs', '66000', 'level']
['astronomers', 'may', 'have', 'just', 'found', 'the', 'most', 'distant', 'astronomical', 'object', 'ever', 'observed']
['rajya', 'sabha', 'adjourned', 'sine', 'die', 'ahead', 'of', 'schedule']
['rajya', 'sabha', 'clocks', '99', '80', 'productivity', 'in', 'budget', 'session']
['process', 'initiated', 'to', 'amend', 'ipc', 'crpc', 'evidence', 'act', 'govt', 'in', 'rajya', 'sabha']
['turkey', 'suspends', 'trial', 'of', 'saudi', 'suspects', 'in', 'khashoggi', 'killing']
['curtain', 'falls', 'on', 'parliaments', 'budget', 'session']
['sensex', 'likely', 'to', 'reach', '100000', 'in', '3', '5', 'years', 'laurence', 'balanco']
['bse', 'technologies', 'gets', 'sebi', 'nod', 'to', 'operate', 'as', 'kyc', 'registration', 'agency']
['bounce', 'infinity', 'begins', 'rollout', 'of', 'its', 'first', 'e', 'scooter']
['lic', 'mf', 'equity', 'head', 'on', 'why', 'it', 'logistics', 'stocks', 'could', 'prove', 'to', 'be', 'inflation', 'proof']
['hybrid', 'work', 'to', 'be', 'more', 'secure', 'microsoft', 'rolls', 'out', 'features', 'to', 'enhance', 'productivity', 'management']
['increased', 'risk', 'of', 'serious', 'blood', 'clots', 'up', 'to', 'six', 'months', 'after', 'covid', '19', 'study']
['goyal', 'suggests', 'cochlear', 'ltd', 'to', 'set', 'up', 'manufacturing', 'base', 'in', 'india']
['new', 'maruti', 'suzuki', 'ertiga', 'bookings', 'open', 'launch', 'next', 'week']
['logos', 'leases', '5', 'lakh', 'sq', 'ft', 'warehousing', 'space', 'to', 'hong', 'kong', 'based', 'lf', 'logistics']
['lok', 'sabha', 'adjourned', 'sine', 'die', 'ahead', 'of', 'schedule']
['saurabh', 'mukherjea', 'admits', 'making', 'two', 'mistakes', 'in', 'his', 'widely', 'tracked', 'portfolio']
['on', 'bjps', 'foundation', 'day', 'ambassadors', 'of', '13', 'countries', 'to', 'visit', 'party', 'office']
['twitter', 'tampering', 'with', 'public', 'record', 'by', 'wiping', 'embedded', 'deleted', 'tweets']
['gcpl', 'expects', 'price', 'driven', 'sales', 'growth', 'in', 'domestic', 'market', 'in', 'q4', 'of', 'last', 'fiscal']
['fed', 'moves', 'toward', 'slashing', 'bond', 'holdings', 'to', 'fight', 'inflation']
['solving', 'the', 'adani', 'wilmar', 'enigma', 'why', 'is', 'it', 'rallying', 'and', 'if', 'it', 'is', 'time', 'to', 'sell']
['buy', 'infosys', 'target', 'price', 'rs', '2300', 'icici', 'direct']
['xe', 'or', 'not', 'maharashtra', 'reports', 'first', 'case', 'of', 'new', 'omicron', 'variant', 'centre', 'denies', 'claim']
['invesco', 'to', 'sell', '7', '8', 'of', 'zee', 'stake', 'for', 'rs', '2200', 'crore']
['counting', 'underway', 'for', 'bihar', 'legislative', 'council', 'polls']
['us', 'cautions', 'its', 'citizens', 'against', 'travelling', 'to', 'sri', 'lanka']
['lanka', 'appoints', 'advisory', 'panel', 'to', 'help', 'resolve', 'growing', 'debt', 'crisis', 'engage', 'with', 'imf']
['sharad', 'pawar', 'meets', 'pm', 'modi', 'as', 'central', 'agencies', 'target', 'mva', 'leaders']
['india', 'to', 'face', 'significant', 'cost', 'if', 'aligned', 'with', 'russia', 'us', 'says']
['make', 'in', 'india', 'gets', 'a', 'boost', 'with', 'vande', 'bharat', 'express', 'report']
['biden', 'administration', 'holds', 'ev', 'industry', 'meeting', 'with', 'teslas', 'musk', 'gms', 'barra']
['cng', 'prices', 'hiked', 'again', 'check', 'rates', 'in', 'delhi', 'noida', 'and', 'other', 'areas']
['the', 'metaverse', 'threat', 'tv', 'will', 'die', 'with', 'its', 'audience']
['u', 's', 'sanctions', 'russias', 'sberbank', 'putins', 'kids', 'bans', 'investment']
['hold', 'hcl', 'technologies', 'target', 'price', 'rs', '1430', 'icici', 'direct']
['no', 'need', 'to', 'panic', 'about', 'xe', 'variant', 'assures', 'maharashtra', 'governments', 'covid', '19', 'task', 'force', 'member']
['obesity', 'main', 'reason', 'in', 'women', 'over', '35', 'for', 'poor', 'diabetes', 'control', 'increased', 'heart', 'disease', 'risk', 'says', 'study']
['suspected', 'chinese', 'hackers', 'reportedly', 'targeted', 'indian', 'grid', 'near', 'the', 'ladakh', 'border']
['disneystar', 'ad', 'sales', 'head', 'nitin', 'bawankule', 'quits']
['time', 'for', 'rbi', 'to', 'depreciate', 'the', 'rupee', 'a', 'little', 'bit', 'arvind', 'panagariya']
['rrr', 'sequel', 'there', 'needs', 'to', 'be', 'a', 'conclusion', 'to', 'this', 'story', 'too', 'says', 'jr', 'ntr']
['motherson', 'sumi', 'completes', 'acquisition', 'of', '55', 'stake', 'in', 'cim', 'tools']
['ashish', 'kacholia', 'stays', 'put', 'in', 'this', 'multibagger', 'during', 'the', 'march', 'quarter', 'should', 'you', 'buy']
['should', 'you', 'hold', 'uma', 'exports', 'after', 'a', 'better', 'than', 'expected', 'listing']
['no', 'change', 'in', 'petrol', 'fuel', 'prices', 'today', 'in', 'reprieve', 'for', 'consumers']
