['freshworks', 'share', 'price', 'surges', '21', 'over', 'ipo', 'market', 'cap', 'at', '12', '2', 'billion']
['indian', 'oil', 'corporation', 'collaborates', 'with', 'automation', 'anywhere', 'to', 'accelerate', 'automation']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'market', 'action', 'on', 'thursday']
['bjp', 'govt', 'has', 'usurped', 'credit', 'of', 'our', 'work', 'in', 'up', 'akhilesh', 'yadav']
['adani', 'ports', 'acquires', 'remaining', '10', '4', 'in', 'gangavaram', 'port']
['alliance', 'air', 'to', 'start', 'daily', 'mumbai', 'sindhudurg', 'flight', 'from', 'october', '9']
['bjp', 'leader', 'who', 'was', 'attacked', 'on', 'counting', 'day', 'during', 'bengal', 'polls', 'succumbs', 'to', 'injuries']
['srinivasan', 'services', 'trust', 'releases', 'book', 'titled', 'a', 'silent', 'revolution']
['frontrow', 'lands', '14', 'million', 'in', 'funding', 'led', 'by', 'eight', 'roads', 'ventures', 'gsv']
['ford', 'india', 'in', 'the', 'process', 'of', 'coming', 'out', 'with', 'settlement', 'package', 'for', 'employees', 'tamil', 'nadu', 'govt']
['after', 'anand', 'mahindra', 'shares', 'video', 'of', 'bolero', 'cruising', 'through', 'flood', 'waters', 'gets', 'a', 'message', 'from', 'driver']
['fdi', 'equity', 'inflows', 'up', '112', 'to', '20', '42', 'bn', 'in', 'apr', 'july', 'period', 'govt', 'data']
['with', 'domestic', 'manufacturing', 'picking', 'up', 'pace', 'india', 'unlikely', 'to', 'buy', 'pfizer', 'moderna', 'vaccines', 'for', 'now']
['jubilant', 'ingrevia', 'arm', 'divests', '10', 'stake', 'in', 'safe', 'foods', 'corp', 'for', '18', '2', 'mn']
['report', 'suspected', 'chinese', 'hack', 'targets', 'indian', 'media', 'government']
['yogesh', 'singh', 'appointed', 'as', 'vice', 'chancellor', 'of', 'delhi', 'university']
['adam', 'devine', 'to', 'headline', 'pitch', 'perfect', 'spin', 'off', 'series']
['tamil', 'nadu', 'eyes', '100', 'billion', 'exports', 'by', '2030', 'signs', 'mous', 'worth', 'rs', '2120', '54', 'crore']
['new', 'chief', 'ministers', 'play', 'up', 'pro', 'people', 'image', 'to', 'beat', 'anti', 'incumbency']
['ndma', 'for', 'rs', '50000', 'ex', 'gratia', 'to', 'kin', 'of', 'those', 'who', 'lost', 'lives', 'to', 'covid', 'centre', 'tells', 'sc']
['mumbai', 'airport', 'scam', 'pmla', 'court', 'grants', 'bail', 'to', 'ex', 'mial', 'md', 'gv', 'sanjay', 'reddy']
['75', '8', 'elderly', 'in', 'india', 'claim', 'gap', 'between', 'generations', 'rose', 'rapidly', 'during', 'covid', 'study']
['kalpataru', 'power', 'wins', 'arbitration', 'award', 'of', '32', 'million', 'against', 'rwanda', 'energy', 'group']
['farmers', 'protest', 'against', 'three', 'farm', 'laws', 'completes', '300', 'days']
['trade', 'setup', 'fed', 'outcome', 'weekly', 'options', 'expiry', 'to', 'dictate', 'nifty', 'move']
['rahul', 'priyanka', 'inexperienced', 'will', 'field', 'candidate', 'against', 'navjot', 'sidhu', 'in', 'assembly', 'polls', 'amarinder', 'singh']
['seers', 'want', 'akharas', 'to', 'declare', 'assets', 'govt', 'or', 'aiap', 'to', 'control', 'sales']
['rana', 'kapoor', 'moves', 'hc', 'over', 'order', 'remanding', 'him', 'to', 'week', 'long', 'police', 'custody', 'in', 'loan', 'fraud', 'case']
['r', 'n', 'ravi', 'resigns', 'as', 'naga', 'interlocutor']
['weikfield', 'foods', 'set', 'ambitious', 'target', 'of', 'doubling', 'revenue', 'in', 'next', 'three', 'years']
['tatas', 'most', 'trusted', 'group', 'amongst', 'the', 'investors', 'poll']
['modan', 'saha', 'designated', 'ceo', 'financial', 'services', 'at', 'tata', 'digital']
['cancer', 'patients', 'have', 'protective', 'immune', 'response', 'to', 'covid', '19', 'vaccine', 'research']
['why', 'and', 'how', 'much', 'to', 'invest', 'beyond', 'your', 'national', 'borders']
['gains', 'from', 'pli', 'should', 'be', 'more', 'durable', 'rbi', 'governor', 'shaktikanta', 'das']
['freshworks', 'to', 'raise', '1', 'billion', 'in', 'ipo', 'at', '10', 'billion', 'valuation']
['zee', 'entertainment', 'sony', 'pictures', 'deal', '8', 'things', 'you', 'need', 'to', 'know', 'about', 'todays', 'big', 'bang', 'deal']
['kareena', 'kapoor', 'khans', 'birthday', 'promise', 'to', 'herself', 'as', 'she', 'turns', '41']
['indian', 'government', 'decides', 'to', 'pay', '50000', 'to', 'kin', 'of', 'those', 'who', 'died', 'of', 'covid', '19']
['apples', 'iphone', '14', 'pro', 'may', 'replace', 'notch', 'with', 'punch', 'hole', 'cutout']
['no', 'clean', 'break', 'from', 'goenkas', 'yet', 'zee', 'sony', 'merger', 'is', 'win', 'win', 'for', 'all']
['air', 'pollution', 'one', 'of', 'the', 'biggest', 'environmental', 'threats', 'to', 'human', 'health', 'who']
['fed', 'action', 'led', 'correction', 'in', 'asset', 'prices', 'markets', 'some', 'time', 'away']
['market', 'movers', 'what', 'triggered', 'the', 'sharp', 'revival', 'in', 'real', 'estate', 'stocks']
['indias', 'crude', 'oil', 'production', 'falls', '2', '3', 'percent', 'in', 'august', 'gas', 'output', 'rises']
['govt', 'names', 'k', 'rajaraman', 'as', 'new', 'telecom', 'secy', 'to', 'replace', 'anshu', 'prakash', 'on', 'retirement']
['karnataka', 'online', 'gaming', 'ban', 'draws', 'flak', 'from', 'all', 'india', 'gaming', 'federation']
['pakistans', 'fintech', 'startup', 'tag', 'gets', 'funding', 'at', '100', 'million', 'valuation']
['steel', 'minister', 'asks', 'sail', 'to', 'sell', 'surplus', 'iron', 'ore', 'lying', 'across', 'its', 'captive', 'mines']
['organisations', 'must', 'shore', 'up', 'cybersecurity', 'strategies', 'to', 'support', 'remote', 'work', 'survey']
['ofb', 'corporatization', 'long', 'term', 'gains', 'but', 'product', 'prices', 'may', 'go', 'up', 'in', 'short', 'run']
['zee', 'entertainment', 'merges', 'with', 'sony', 'pictures']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'thursday']
['tech', 'cos', 'are', 'on', 'a', 'hiring', 'surge', 'and', 'its', 'boom', 'time', 'for', 'top', 'talent']
['tonetag', 'backed', 'by', 'amazon', 'and', 'mastercard', 'is', 'ready', 'to', 'go', 'beyond', 'payments', 'using', 'sound', 'waves', 'not', 'internet', 'and', 'smartphones']
['whatsapp', 'alerts', 'india', 'users', 'that', 'its', 'payments', 'service', 'exists']
['it', 'services', 'firm', 'mouri', 'tech', 'to', 'hire', '10000', 'in', 'the', 'next', '3', 'years']
['zee', 'sony', 'merger', 'heres', 'what', 'sony', 'is', 'really', 'getting', 'from', 'zee', 'entertainment']
['bill', 'gates', 'green', 'tech', 'fund', 'bets', 'on', 'silicon', 'valley', 'farming', 'robots']
['travel', 'platforms', 'find', 'uks', 'new', 'travel', 'laws', 'hard', 'to', 'relate', 'to', 'hope', 'for', 'an', 'early', 'resolution', 'to', 'the', 'issue']
['six', 'jk', 'govt', 'employees', 'sacked', 'for', 'alleged', 'terror', 'links']
['pakistan', 'claims', 'threatening', 'email', 'was', 'sent', 'to', 'new', 'zealand', 'cricket', 'team', 'from', 'india']
['rattanindia', 'enterprises', 'forays', 'into', 'drone', 'business']
['uk', 'govt', 'approves', 'covishield', 'as', 'qualified', 'vaccine', 'for', 'travel']
['indian', 'financial', 'system', 'steadily', 'maturing', 'as', 'it', 'moves', 'away', 'from', 'being', 'bank', 'led', 'to', 'a', 'hybrid', 'one', 'says', 'rbi', 'governor', 'shaktikanta', 'das']
['traders', 'in', 'delhi', 'hc', 'for', 'clearing', 'blockade', 'by', 'farmers', 'at', 'delhi', 'haryana', 'border']
['south', 'koreas', 'crypto', 'regulations', 'are', 'tightening', 'around', 'investors', 'and', 'exchanges', 'alike']
['hc', 'questions', 'kerala', 'govt', 'rationale', 'behind', 'fixing', 'rates', 'for', 'treating', 'post', 'covid', 'complications']
['what', 'you', 'need', 'to', 'know', 'about', 'the', 'us', 'relaxing', 'covid', 'travel', 'restrictions']
['nearly', '28', 'urban', 'indians', 'plan', 'to', 'spend', 'on', 'gold', 'this', 'diwali', 'as', 'covid', 'effects', 'wane', 'survey']
['congress', 'stands', 'with', 'those', 'fighting', 'for', 'rights', 'self', 'respect', 'rahul', 'gandhi']
['fo', 'nifty50', 'turning', 'consolidative', 'options', 'suggest', 'wider', 'trading', 'range']
['inquiry', 'commission', 're', 'issues', 'warrant', 'against', 'param', 'bir', 'singh', 'for', 'failing', 'to', 'appear', 'before', 'it']
['nest', 'digital', 'announces', 'new', 'business', 'leaders', 'for', 'industrial', 'bfsi', 'sectors']
['jpmorgan', 'faces', 'oil', 'bribery', 'probe', 'in', 'brazil']
['paras', 'defence', 'ipo', 'sees', '21', 'times', 'subscription']
['jnu', 'to', 'open', 'for', 'third', 'year', 'phd', 'scholars', 'from', 'thursday', 'final', 'year', 'msc', 'mba', 'students', 'from', 'september', '27']
['more', 'confident', 'now', 'of', 'making', 'hydrogen', 'powered', 'zero', 'emission', 'planes', 'by', '2035', 'airbus', 'ceo']
['army', 'pays', 'tributes', 'to', 'two', 'pilots', 'killed', 'in', 'helicopter', 'crash', 'in', 'jks', 'udhampur']
['special', 'envoys', 'of', 'china', 'russia', 'and', 'pakistan', 'hold', 'talks', 'with', 'top', 'taliban', 'officials', 'karzai', 'in', 'kabul']
['infosys', 'to', 'develop', 'quantum', 'computing', 'capabilities', 'on', 'amazon', 'web', 'services']
['tech', 'view', 'nifty50', 'forms', 'small', 'bearish', 'candle', 'support', 'seen', 'in', '17500', '430', 'range']
['connaught', 'place', 'smog', 'tower', 'will', 'start', 'working', 'at', 'full', 'capacity', 'from', 'oct', '1', 'gopal', 'rai']
['srhs', 'india', 'player', 't', 'natarajan', 'tests', 'positive', 'match', 'against', 'dc', 'to', 'go', 'ahead', 'as', 'scheduled']
['former', 'indigo', 'boss', 'aditya', 'ghosh', 'turns', 'restaurateur', 'unveils', 'chourangi', 'in', 'london']
['bhabanipur', 'bypoll', 'bjp', 'stopped', 'from', 'campaigning', 'near', 'mamatas', 'house']
['supporting', 'taliban', 'means', 'supporting', 'anti', 'india', 'acts', 'up', 'cm', 'yogi', 'adityanath']
['who', 'reports', 'global', 'decline', 'in', 'new', 'covid', '19', 'cases']
['guardant', 'healths', 'comprehensive', 'liquid', 'biopsy', 'test', 'guardant360', 'provides', 'quick', 'and', 'reliable', 'treatment', 'decisions', 'for', 'patients', 'with', 'advanced', 'stage', 'cancer']
['sensex', 'ends', '78', 'pts', 'lower', 'in', 'volatile', 'trade', 'nifty50', 'settles', 'below', '17550']
['hc', 'grants', 'permission', 'to', 'supertech', 'md', 'to', 'challenge', 'arrest', 'warrant', 'by', 'ncdrc']
['mainul', 'haque', 'resigns', 'as', 'and', 'aicc', 'secretary', 'set', 'to', 'join', 'tmc']
['vani', 'kola', 'celebrates', 'hobbit', 'day', 'remembers', 'lessons', 'from', 'bilbo', 'frodo', 'in', 'jrr', 'tolkiens', 'fantasy', 'novel']
['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'zeel', 'soars', '32', 'realty', 'stocks', 'roar']
['vodafone', 'idea', 'will', 'survive', 'be', 'competitive', 'in', 'market', 'md', 'ravinder', 'takkar']
['uk', 'approves', 'covishield', 'vaccine', 'but', 'check', 'out', 'covid', '19', 'travel', 'rules', 'and', 'quarantine', 'procedure']
['only', '3', 'of', 'packaged', 'food', 'item', 'samples', 'contain', 'over', '2', 'trans', 'fat', 'fssai', 'survey']
['no', 'more', 'apologies', 'inside', 'facebooks', 'push', 'to', 'defend', 'its', 'image']
['punit', 'goenka', 'continuing', 'as', 'md', 'post', 'merger', 'with', 'sony', 'may', 'be', 'a', 'good', 'idea', 'abneesh', 'roy']
['18', 'depts', '9', 'states', 'onboard', 'single', 'window', 'portal', 'indias', 'ease', 'of', 'doing', 'biz', 'story', 'phenomenal', 'goyal']
['rupee', 'slumps', '26', 'paise', 'to', 'close', 'at', '73', '87', 'against', 'us', 'dollar']
['eyes', 'on', 'finolex', 'cables', 'agm', 'sony', 'deal', 'good', 'for', 'zee', 'shriram', 'subramanian']
['civic', 'polls', 'to', 'be', 'held', 'in', 'three', 'phases', 'in', 'puducherry', 'between', 'october', '21', 'and', '28']
['mindtree', 'announces', 'executive', 'appointments', 'in', 'europe', 'asia', 'pacific']
['ajay', 'devgn', 'vicky', 'kaushal', 'to', 'join', 'ace', 'adventurer', 'bear', 'grylls', 'on', 'into', 'the', 'wild']
['full', 'vaccination', 'mandatory', 'for', 'i', 'league', 'players', 'except', 'u', '18', 'and', 'those', 'recovered', 'form', 'covid', 'recently']
['down', 'over', 'rs', '18000', 'from', 'peak', 'price', 'should', 'you', 'buy', 'silver', 'now']
['devas', 'antrix', 'case', 'devas', 'investors', 'urge', 'us', 'court', 'to', 'deny', 'indias', 'bid', 'to', 'stall', 'arbitration', 'award']
['significant', 'difference', 'of', 'opinion', 'within', 'government', 'on', 'draft', 'e', 'commerce', 'rules', 'official']
['pull', 'up', 'your', 'socks', 'to', 'protect', 'lives', 'of', 'covid', 'warriors', 'from', 'attacks', 'kerala', 'hc', 'to', 'police']
['gold', 'jumps', 'by', 'rs', '196', 'silver', 'climbs', 'to', 'rs', '59608']
['hero', 'electric', 'to', 'ramp', 'up', 'production', 'capacity', 'at', 'ludhiana', 'plant', 'to', 'over', '5', 'lakh', 'units', 'by', 'march', '2022']
['facebook', 'oversight', 'board', 'seeks', 'clarity', 'on', 'review', 'system', 'for', 'high', 'profile', 'users']
['ratan', 'tata', 'backed', 'upstox', 'aims', 'to', 'double', 'user', 'base', 'with', 'platform', 'revamp']
['florintree', 'backed', 'data', 'patterns', 'files', 'for', 'ipo', 'with', 'sebi']
['view', 'heres', 'how', 'auto', 'pli', 'scheme', 'could', 'give', 'the', 'right', 'impetus', 'to', 'industry']
['telangana', 'demands', 'early', 'central', 'nod', 'for', 'livestock', 'fisheries', 'projects', 'worth', 'rs', '698', '27', 'cr']
['ed', 'conducts', 'raids', 'at', 'multiple', 'locations', 'across', 'india', 'in', 'karvy', 'stock', 'money', 'laundering', 'case']
['commodity', 'strategies', 'gold', 'silver', 'crude', 'base', 'metals']
['immigrating', 'to', 'uk', 'top', 'ways', 'you', 'can', 'make', 'the', 'move']
['yes', 'bank', 'scam', 'rana', 'kapoors', 'daughter', 'seeks', 'exemption', 'from', 'personal', 'appearance', 'before', 'the', 'trial', 'court']
['ovl', 'seeks', 'another', '2', 'yr', 'extension', 'for', 'exploring', 'vietnamese', 'oil', 'block', 'in', 'south', 'china', 'sea']
['air', 'india', 'chairman', 'rajiv', 'bansal', 'appointed', 'aviation', 'secretary', 'k', 'rajaraman', 'telecommunications', 'secretary']
['govt', 'extends', 'uday', 'kotaks', 'term', 'as', 'ilfs', 'chairman', 'by', '6', 'months']
['reliance', 'retails', 'two', 'pronged', 'strategy', 'to', 'enter', 'a', 'highly', 'competitive', 'e', 'commerce', 'biz']
['flipkart', 'launches', 'flipkart', 'xtra', 'aims', 'to', 'create', 'over', '4000', 'jobs', 'this', 'festive', 'season']
['haryana', 'govt', 'to', 'give', 'subsidy', 'on', 'purchase', 'of', 'e', 'vehicles', 'cm', 'khattar']
['india', 'likely', 'to', 'block', 'chinese', 'investment', 'in', 'insurance', 'giant', 'lics', 'ipo', 'sources']
['assam', 'consigns', 'rhino', 'horn', 'hoard', 'to', 'flames', 'to', 'highlight', 'they', 'have', 'no', 'medicinal', 'value']
['apartment', 'size', 'developers', 'record', 'key', 'factors', 'for', 'homebuyers', 'in', 'pandemic', 'survey']
['customers', 'can', 'get', 'up', 'to', 'rs', '46000', 'off', 'on', 'the', 'new', 'iphone', '13', 'by', 'opting', 'for', 'apples', 'trade', 'in', 'offer', 'heres', 'how', 'to', 'do', 'it']
['letter', 'war', 'bjp', 'says', 'maharashtra', 'cm', 'thackeray', 'should', 'respect', 'governors', 'post']
['axis', 'bank', 'commits', 'rs', '30000', 'cr', 'till', 'fy26', 'towards', 'sustainable', 'lending']
['uday', 'kotak', 'feels', 'evergrande', 'crisis', 'is', 'like', 'chinas', 'lehman', 'moment', 'edelweiss', 'mf', 'ceo', 'addresses', 'short', 'term', 'concerns', 'in', 'china']
['salesforce', 'starts', 'integrating', 'slack', 'across', 'products', 'for', 'digital', 'hq']
['union', 'minister', 'puri', 'sees', 'clear', 'support', 'for', 'tibrewal', 'in', 'fight', 'against', 'mamata']
['uae', 'eases', 'covid', '19', 'face', 'mask', 'rules', 'as', 'expo', 'nears']
['should', 'i', 'switch', 'to', 'other', 'mutual', 'funds', 'for', 'better', 'returns']
['t1', 'trade', 'settlement', 'may', 'prompt', 'outflow', 'of', 'some', 'foreign', 'funds', 'from', 'india']
['when', 'world', 'grappled', 'with', 'pandemic', 'ups', 'ncr', 'got', 'huge', 'investments', 'adityanath']
['will', 'ensure', 'justice', 'in', 'sacrilege', 'case', 'punjab', 'cm', 'charanjit', 'singh', 'channi']
['2021', 'on', 'course', 'to', 'be', 'second', 'best', 'year', 'in', 'a', 'decade', 'for', 'indian', 'pv', 'market', 'if', 'it', 'survives', 'chip', 'shortage']
['dont', 'be', 'greedy', 'dig', 'deep', 'and', 'bet', 'on', 'the', 'healing', 'economy', 'anand', 'shah']
['telangana', 'govt', 'signs', 'mou', 'with', 'wingsure', 'for', 'ai', 'driven', 'personalised', 'insurance', 'and', 'advisory', 'services', 'to', 'farmers']
['evergrandes', 'impact', 'on', 'bitcoin', 'highlights', 'how', 'cryptocurrencies', 'still', 'have', 'growing', 'pains']
['indias', 'oldest', 'mosque', 'basks', 'in', 'past', 'glory', 'after', 'renovation', 'set', 'for', 'reopening']
['lio', 'raises', 'rs', '37', 'cr', 'from', 'sequoia', 'capital', 'india', 'lightspeed', 'india']
['sc', 'dismisses', 'pleas', 'of', 'chhattisgarh', 'government', 'in', 'toolkit', 'case', 'against', 'ex', 'cm', 'raman', 'singh', 'sambit', 'patra']
['unicorns', 'unacademy', 'udaan', 'cred', 'top', '2021', 'linkedin', 'top', 'startups', 'india', 'list']
['chinas', 'evergrande', 'shares', 'soar', '20', 'in', 'frankfurt', 'as', 'unit', 'to', 'make', 'coupon', 'payment']
['why', 'the', 'time', 'for', 'india', 'to', 'set', 'ambitious', 'climate', 'action', 'targets', 'is', 'now']
['the', 'creation', 'of', 'a', 'bad', 'bank', 'helps', 'banks', 'but', 'not', 'necessarily', 'the', 'bankrupt']
['rakesh', 'jhunjunwala', 'backed', 'nazara', 'technologies', 'shares', 'up', 'on', 'another', 'acquisition', 'this', 'year']
['climate', 'change', 'focus', 'for', 'uk', 'pm', 'boris', 'johnson', 'at', 'un', 'general', 'assembly']
['buy', 'vst', 'tillers', 'tractors', 'target', 'price', 'rs', '3079', 'hdfc', 'securities']
['in', 'a', 'first', 'bengal', 'to', 'count', 'big', 'herbivores', 'during', 'tiger', 'census']
['pm', 'narendra', 'modi', 'french', 'prez', 'macron', 'reaffirm', 'indo', 'pacific', 'partnership']
['buy', 'infosys', 'target', 'price', 'rs', '1744', 'icici', 'securities']
['imd', 'issues', 'warning', 'for', 'bad', 'weather', 'in', 'delhi', 'for', 'today']
['zee', 'sony', 'merged', 'entity', 'to', 'be', 'number', 'one', 'player', 'in', 'entertainment', 'space', 'ashwin', 'patil']
['supreme', 'court', 'declines', 'shree', 'padmanabha', 'swamy', 'temple', 'trusts', 'plea', 'to', 'exempt', 'it', 'from', 'audit', 'of', '25', 'years']
['mp', 'after', 'remarks', 'on', 'bureaucrats', 'uma', 'bharti', 'says', 'she', 'will', 'improve', 'her', 'language']
['no', 'ppts', 'please', 'marico', 'boss', 'harsh', 'mariwala', 'has', 'his', 'reasons']
['asian', 'development', 'bank', 'cuts', 'indias', 'gdp', 'growth', 'forecast', 'to', '10', 'percent', 'for', 'fy21']
['rupee', 'slips', '11', 'paise', 'to', '73', '72', 'against', 'us', 'dollar', 'in', 'early', 'trade']
['everything', 'you', 'need', 'to', 'know', 'about', 'the', 'havana', 'syndrome']
['lenders', 'hire', 'specialist', 'agencies', 'to', 'analyse', 'default', 'probability', 'of', 'borrowers']
['mumbai', 'police', 'issue', 'look', 'out', 'notice', 'against', 'two', 'absconding', 'accused', 'in', 'pornography', 'case']
['best', 'large', 'cap', 'mutual', 'fund', 'managers', '2021']
['french', 'technology', 'firm', 'atos', 'will', 'recruit', 'about', '15000', 'people', 'in', 'india', 'over', 'the', 'next', '12', 'months']
['adb', 'scales', 'down', 'indias', 'economic', 'growth', 'forecast', 'for', 'this', 'fiscal', 'to', '10']
['buy', 'neogen', 'chemicals', 'target', 'price', 'rs', '1515', 'icici', 'direct']
['hold', 'reliance', 'industries', 'target', 'price', 'rs', '2480', 'icici', 'direct']
['itc', 'wakes', 'up', 'from', 'slumber', 'to', 'hit', 'a', '52', 'week', 'high', 'time', 'to', 'book', 'profit']
['buy', 'oil', 'india', 'target', 'price', 'rs', '232', 'icici', 'securities']
['zee', 'entertainment', 'surges', '15', 'after', 'merger', 'announcement', 'with', 'sony']
['air', 'canada', 'resumes', 'toronto', 'delhi', 'operations', 'after', 'four', 'month', 'pause']
['buy', 'greaves', 'cotton', 'target', 'price', 'rs', '155', '5', 'hdfc', 'securities']
['hold', 'indus', 'towers', 'target', 'price', 'rs', '266', 'icici', 'securities']
['in', 'meeting', 'with', 'modi', 'harris', 'to', 'reinforce', 'strategic', 'partnership', 'between', 'india', 'and', 'america']
['assam', 'cm', 'himanta', 'biswa', 'sarma', 'and', 'nagaland', 'cm', 'n', 'rio', 'hold', 'discussion', 'with', 'nscn', 'im', 'leadership']
['top', 'cryptocurrency', 'prices', 'today', 'solana', 'polkadot', 'ethereum', 'shed', 'up', 'to', '6']
['mnc', 'arms', 'await', 'supreme', 'court', 'verdict', 'on', 'tax', 'demand', 'for', 'ads', 'promotion']
['karan', 'johar', 'netflix', 'call', 'off', 'exclusive', 'deal', 'after', '2', 'years']
['godrej', 'properties', 'says', 'sold', 'apartments', 'worth', 'rs', '575', 'crore', 'in', 'noida', 'project', 'ii', 'phase', 'launch']
['fomc', 'meet', 'we', 'have', 'to', 'see', 'if', 'there', 'is', 'a', 'risk', 'of', 'a', 'hawkish', 'shift', 'in', 'dot', 'plots', 'says', 'mitul', 'kotecha']
['mutual', 'fund', 'investing', 'is', 'not', 'about', 'forecasting', 'returns']
['mountaineering', 'group', 'makes', 'history', 'becomes', 'indias', 'first', 'to', 'scale', 'the', 'difficult', 'route', 'of', 'mt', 'manda']
['wont', 'let', 'you', 'start', 'any', 'other', 'project', 'till', 'you', 'complete', 'mumbai', 'goa', 'highway', 'work', 'hc', 'tells', 'maharashtra', 'govt']
['bnpl', 'startup', 'zestmoney', 'raises', '50', 'million', 'from', 'australias', 'zip', 'co']
['buy', 'bpcl', 'target', 'price', 'rs', '544', 'icici', 'securities']
['worldwide', 'semiconductor', 'market', 'to', 'grow', 'by', '17', '3', 'in', '2021', 'idc']
['use', 'portfolio', 'insurance', 'if', 'you', 'want', 'to', 'remain', 'invested', 'in', 'stock', 'market', 'reduce', 'portfolio', 'risk']
['gold', 'rate', 'today', 'yellow', 'metal', 'flat', 'silver', 'moves', 'higher']
['reliance', 'adani', 'tata', 'and', 'jindal', 'among', '14', 'others', 'applied', 'to', 'rs', '4500', 'crore', 'pli', 'scheme']
['active', 'covid', '19', 'cases', 'in', 'country', 'lowest', 'in', '186', 'days']
['large', 'seizures', 'of', 'heroin', 'along', 'gujarat', 'coast', 'concerning', 'security', 'agencies']
['zestmoney', 'raises', '50', 'million', 'from', 'zip', 'co', 'to', 'enter', 'insurance', 'savings']
['isl', 'set', 'to', 'be', 'first', 'indian', 'sports', 'league', 'to', 'launch', 'unique', 'digital', 'collectibles']
['mumbai', 'court', 'restrains', 'unacademy', 'parent', 'from', 'using', 'prepladder', 'app']
['how', 'to', 'go', 'about', 'patent', 'filing', 'in', 'india', 'all', 'you', 'need', 'to', 'know']
['is', 'the', 'next', 'rally', 'going', 'to', 'come', 'from', 'risky', 'assets', 'mihir', 'vora', 'answers']
['buy', 'tech', 'mahindra', 'target', 'price', 'rs', '1575', 'edelweiss']
['new', 'rajasthan', 'law', 'triggers', 'political', 'storm', 'activists', 'blame', 'govt', 'for', 'bowing', 'to', 'caste', 'groups']
['start', 'looking', 'for', 'the', 'leaders', 'of', 'next', 'bull', 'market', 'atul', 'suri', 'explains', 'how']
['buy', 'indusind', 'bank', 'target', 'price', 'rs', '1220', 'edelweiss']
['buy', 'icici', 'lombard', 'general', 'insurance', 'company', 'target', 'price', 'rs', '1720', 'yes', 'securities']
['buy', 'ntpc', 'target', 'price', 'rs', '129', 'edelweiss']
['ipl', 'samson', 'fined', 'rs', '12', 'lakh', 'for', 'rrs', 'slow', 'over', 'rate', 'after', 'two', 'run', 'win', 'over', 'punjab', 'kings']
['maersk', 'is', 'now', 'heading', 'for', 'biggest', 'profit', 'in', 'danish', 'history']
['sensex', 'trades', 'flat', 'media', 'stocks', 'rally', 'key', 'factors']
['buy', 'mahindra', 'amp', 'mahindra', 'financial', 'services', 'target', 'price', 'rs', '190', 'edelweiss']
['nasdaq', 'opens', 'nearly', '2', 'lower', 'focus', 'turns', 'to', 'fed']
