['karnataka', 'notifies', 'law', 'banning', 'online', 'betting', 'games']
['meghalaya', 'government', 'planning', 'to', 'set', 'up', 'museum', 'on', 'climate', 'change', 'to', 'sensitize', 'people']
['100ms', 'raises', '4', '5', 'million', 'in', 'seed', 'funding', 'from', 'accel', 'others']
['airasia', 'claims', 'to', 'be', 'first', 'airbus', 'operator', 'to', 'start', 'taxibot', 'services', 'with', 'passengers', 'onboard']
['top', 'cryptocurrency', 'prices', 'today', 'dogecoin', 'bitcoin', 'binance', 'coin', 'gain', 'up', 'to', '12']
['priyanka', 'gandhi', 'vadra', '11', 'others', 'booked', 'by', 'up', 'police', 'for', 'disturbing', 'peace']
['marico', 'sees', 'revenue', 'growth', 'in', 'q2', 'in', 'low', 'twenties']
['axis', 'bank', 'economists', 'see', 'rbi', 'holding', 'rates', 'on', 'friday']
['facebook', 'says', 'no', 'malicious', 'activity', 'behind', 'service', 'outage']
['festive', 'season', 'should', 'add', 'cheer', 'to', 'bfsi', 'plays', 'can', 'be', 'an', 'opportunity', 'for', 'investors']
['canara', 'bank', 'cuts', 'mclr', 'by', 'up', 'to', '15', 'basis', 'points']
['pro', 'kabaddi', 'league', 'season', '8', 'to', 'commence', 'on', 'december', '22', 'in', 'bengaluru']
['coal', 'india', 'board', 'approves', 'pre', 'feasibility', 'report', 'for', 'greenfield', 'aluminium', 'project', 'in', 'odisha']
['us', 'based', 'arena', 'investors', 'evinced', 'interest', 'to', 'acquire', 'srei', 'before', 'rbi', 'took', 'control']
['russia', 'threatens', 'facebook', 'with', 'massive', 'fine']
['bmw', 'group', 'sales', 'cross', '1', 'lakh', 'units', 'since', 'entry', 'bmw', 'alone', 'sells', '93', 'more', 'cars', 'in', 'q3']
['dairy', 'com', 'acquires', 'dairy', 'tech', 'startup', 'mr', 'milkman']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'wednesday']
['assam', 'police', 'dig', 'rounak', 'ali', 'hazarika', 'arrested', 'in', 'disproportionate', 'assets', 'case']
['govt', 'amends', 'rules', 'to', 'allow', '50', 'sale', 'of', 'coal', 'from', 'captive', 'mines']
['govt', 'hikes', 'rates', 'of', 'procedures', 'under', 'ayushman', 'bharat', 'black', 'fungus', 'management', 'added', 'under', 'scheme']
['cars', 'older', 'than', '15', 'yrs', 'owners', 'to', 'shell', 'out', '8', 'times', 'more', 'for', 'renewal', 'of', 'registration', 'from', 'apr', '2022']
['tripura', 'bjp', 'mla', 'praises', 'mamata', 'banerjee', 'shaves', 'head', 'to', 'atone', 'for', 'being', 'associated', 'with', 'communal', 'party']
['idfc', 'first', 'bank', 'clocks', '10', 'per', 'cent', 'loan', 'growth', 'in', 'q2']
['exclusive', 'pharmeasys', 'new', 'backers', 'facebook', 'whistleblower', 'revealed']
['regulation', 'of', 'medical', 'education', 'has', 'become', 'business', 'tragedy', 'of', 'nation', 'supreme', 'court']
['paytm', 'courts', 'swiss', 'insurer', 'info', 'edge', 'cofounder', 'on', 'startup', 'ipos']
['chinese', 'investor', 'may', 'exit', 'delhivery', 'thrasio', 'eyes', 'india', 'foray']
['smallcap', 'hunters', 'this', 'low', 'cost', 'realty', 'player', 'of', 'mmr', 'looks', 'poised', 'for', 'takeoff']
['jspl', 'reports', 'a', '10', 'yoy', 'jump', 'in', 'sales', 'production', 'up', 'by', '5', 'in', 'q2', 'of', 'fy22']
['tamil', 'nadu', 'to', 'hold', '30000', 'camps', 'for', 'the', 'largest', 'vaccination', 'drive', 'on', 'october', '10']
['priyanka', 'gandhis', 'detention', 'totally', 'illegalchidambaram']
['mansukh', 'mandaviya', 'gets', 'phd', 'degree', 'from', 'maharaja', 'krishnakumarsinhji', 'bhavnagar', 'university']
['investcorp', 'eyes', 'capital', 'boost', 'for', 'licious', 'rival', 'freshtohome']
['moodys', 'improves', 'indias', 'outlook', 'to', 'stable']
['aisma', 'expresses', 'concerns', 'over', 'governments', 'decision', 'to', 'restrict', 'syringe', 'export']
['karnataka', 'cm', 'basavaraj', 'bommai', 'cities', 'steep', 'land', 'costs', 'congestion', 'to', 'woo', 'investors', 'away', 'from', 'bengaluru']
['govt', 'mulling', 'to', 'broaden', 'pli', 'scheme', 'to', 'attract', 'gaming', 'device', 'makers', 'meity', 'official']
['78', 'of', 'warehousing', 'occupiers', 'intend', 'to', 'expand', 'real', 'estate', 'footprint', 'in', 'the', 'next', 'three', 'years', 'survey']
['route', 'mobile', 'md', 'and', 'group', 'ceo', 'plans', 'to', 'buy', 'a', 'ferrari', 'soon', 'awaits', 'launch', 'of', 'tesla', 'cars', 'in', 'india']
['byjus', 'launches', 'innovation', 'hub', 'to', 'hire', 'ai', 'ml', 'specialists', 'in', 'the', 'us', 'uk', 'india']
['google', 'launches', 'gni', 'advertising', 'lab', 'to', 'support', 'small', 'medium', 'sized', 'news', 'publishers', 'in', 'india']
['did', 'not', 'receive', 'any', 'donation', 'in', 'excess', 'of', 'rs', '20000', 'in', '2020', '21', 'bsp', 'to', 'ec']
['indias', 'first', 'non', 'veg', 'unicorn', 'facebook', 'outage', 'explained']
['government', 'receives', 'over', 'rs', '2800', 'crore', 'dividend', 'from', 'cil', 'ongc', 'this', 'fiscal']
['congress', 'describes', 'lakhimpur', 'probe', 'as', 'paper', 'work', 'asks', 'why', 'mos', 'home', 'son', 'not', 'arrested', 'yet']
['future', 'retail', 'terminates', 'its', 'franchise', 'agreement', 'with', '7', 'eleven']
['hockey', 'india', 'withdraws', 'from', '2022', 'birmingham', 'cwg', 'cites', 'covid', 'concerns', 'discriminatory', 'quarantine', 'rules']
['paytm', 'rightfully', 'worth', 'less', 'than', '20', 'billion', 'says', 'nyu', 'valuation', 'professor']
['gujarat', 'results', 'show', 'deep', 'rooted', 'bond', 'between', 'people', 'and', 'bjp', 'pm', 'modi']
['up', 'rera', 'recovered', 'rs', '150', 'crore', 'from', 'developers', 'in', 'four', 'years']
['industrial', 'park', 'ratings', '41', 'parks', 'identified', 'as', 'leaders']
['south', 'korean', 'food', 'company', 'orion', 'enters', 'direct', 'to', 'consumer', 'space', 'in', 'india']
['market', 'movers', 'coal', 'india', 'surges', 'as', 'investors', 'pin', 'hope', 'on', 'an', 'ev', 'evolution']
['festive', 'fervour', 'credit', 'card', 'spends', 'zoom', '54', 'over', 'last', 'year']
['navjot', 'sidhu', 'warns', 'of', 'march', 'to', 'lakhimpur', 'kheri', 'if', 'priyanka', 'not', 'released']
['tekion', 'corp', 'raises', '250', 'million', 'valuation', 'trebles', 'in', 'just', 'one', 'year']
['facebook', 'whistleblower', 'to', 'say', 'former', 'employer', 'an', 'urgent', 'threat', 'to', 'us']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'wednesday']
['reliance', 'retails', 'new', 'strategy', 'test', 'online', 'first', 'open', 'outlet', 'if', 'any', 'brand', 'does', 'well']
['sugar', 'exports', 'may', 'fall', 'to', '5', '6', 'mn', 'tonnes', 'in', '2021', '22', 'from', 'record', '7', '1', 'mn', 'tonnes', 'in', 'previous', 'yr', 'industry']
['nclt', 'asks', 'zee', 'to', 'file', 'response', 'in', 'two', 'days', 'in', 'invesco', 'matter']
['festive', 'holiday', 'on', 'everyones', 'mind', 'indians', 'keen', 'on', 'tavelling', 'in', 'october', 'december']
['sila', 'ceo', 'doesnt', 'need', 'latest', 'gadgets', 'says', 'he', 'likes', 'devices', 'that', 'make', 'life', 'easier']
['netflix', 'joins', 'hands', 'with', 'howard', 'university', 'to', 'establish', '5', '4', 'mn', 'chadwick', 'a', 'boseman', 'scholarship']
['court', 'denies', 'bail', 'to', 'olympic', 'wrestler', 'sushil', 'kumar', 'in', 'murder', 'case']
['facebook', 'outage', 'shows', 'need', 'for', 'more', 'players', 'eus', 'vestager', 'says']
['startups', 'going', 'public', 'will', 'turn', 'profitable', 'in', 'three', 'years', 'says', 'sanjeev', 'bikhchandani']
['cruise', 'ship', 'drugs', 'case', 'court', 'remands', 'four', 'accused', 'to', 'ncb', 'custody', 'till', 'october', '11']
['sussanne', 'khan', 'stands', 'by', 'shah', 'rukh', 'gauri', 'khan', 'says', 'aryan', 'khan', 'was', 'at', 'wrong', 'place', 'at', 'wrong', 'time', 'in', 'ncb', 'drugs', 'case']
['hyperface', 'gets', 'funding', 'from', 'cred', 'founder', 'kunal', 'shah', 'others']
['jallianwala', 'bagh', 'like', 'situation', 'in', 'uttar', 'pradesh', 'sharad', 'pawar', 'on', 'lakhimpur', 'kheri', 'violence']
['rupee', 'slips', '13', 'paise', 'to', 'close', 'at', '74', '44', 'against', 'us', 'dollar']
['aswath', 'damodaran', 'says', 'paytm', 'not', 'a', 'buy', 'and', 'hold', 'investment', 'values', 'it', 'at', '20', 'bn']
['post', 'covid', 'mental', 'health', 'emerges', 'as', 'key', 'factor', 'in', 'workplace', 'inclusion', 'india', 'inc', 'may', 'hire', 'well', 'being', 'directors', 'soon']
['spiritz', 'selection', 'awards', '2021', 'jammu', 'based', 'beers', 'win', 'medals', 'for', 'the', '2nd', 'consecutive', 'year']
['nclt', 'gives', 'go', 'ahead', 'of', 'insolvency', 'case', 'against', 'bpsl', 'promoters']
['indias', 'mobile', 'gaming', 'industry', 'set', 'to', 'treble', 'in', 'value', 'by', '2025', 'report']
['facebook', 'instagram', 'whatsapp', 'outrage', 'cyber', 'experts', 'think', 'the', 'error', 'was', 'caused', 'by', 'bgp', 'what', 'it', 'means']
['get', 'ready', 'to', 'pay', 'eight', 'times', 'more', 'to', 'renew', 'registration', 'of', 'old', 'private', 'or', 'commercial', 'vehicles']
['eu', 'leaders', 'to', 'discuss', 'defence', 'us', 'and', 'china', 'relationships']
['onemoney', 'eureka', 'ai', 'to', 'provide', 'advanced', 'analytics', 'products', 'to', 'bfsi', 'industry']
['nothing', 'remains', 'in', 'plea', 'alleging', 'non', 'compliance', 'of', 'it', 'rules', 'by', 'twitter', 'after', 'centre', 'is', 'satisfiedhc']
['cabinet', 'may', 'approve', 'mega', 'textile', 'park', 'scheme', 'on', 'wednesday']
['gold', 'climbs', 'by', 'rs', '269', 'silver', 'jumps', 'to', 'rs', '59704']
['usibc', 'to', 'present', 'global', 'leadership', 'humanitarian', 'awards', 'to', 'ceos', 'of', 'microsoft', 'ibm', 'and', 'accenture']
['coal', 'shortage', 'beyond', 'normal', 'situation', 'may', 'not', 'ease', 'soon']
['czechs', 'ink', 'usd', '630', 'million', 'deal', 'to', 'get', 'israeli', 'air', 'defence']
['india', 'fueling', 'one', 'of', 'the', 'worlds', 'fastest', 'growing', 'crypto', 'regions']
['srks', 'son', 'aryan', 'khan', 'drugs', 'case', 'update', 'what', 'satish', 'maneshinde', 'ncb', 'said', 'in', 'court', 'custody', 'extended', 'till', 'oct', '7', 'all', 'you', 'need', 'to', 'know']
['tech', 'view', 'nifty50', 'forms', 'bullish', 'candle', 'eyes', 'record', 'high', 'levels']
['spicejet', 'chairman', 'ajay', 'singh', 'plans', 'fleet', 'expansion', 'as', 'carrier', 'nears', 'beak', 'even']
['prices', 'of', 'basmati', 'rice', 'edible', 'oils', 'and', 'pulses', 'ride', 'high', 'going', 'into', 'festive', 'season']
['dhananjaya', 'starrer', 'kannada', 'movie', 'rathnan', 'prapancha', 'to', 'release', 'on', 'october', '22']
['upgrad', 'crosses', 'usd', '210', 'mn', 'annual', 'revenue', 'run', 'rate', 'in', 'september', 'on', 'track', 'to', 'achieve', 'usd', '500', 'mn', 'arr', 'in', 'march22']
['kotak', 'mahindra', 'bank', 'gets', 'approval', 'from', 'the', 'government', 'to', 'collect', 'direct', 'indirect', 'taxes']
['meat', 'startup', 'licious', 'turns', 'unicorn', 'after', '52', 'million', 'funding']
['market', 'will', 'correct', 'and', 'mini', 'crashes', 'are', 'likely', 'retail', 'participation', 'has', 'ensured', 'there', 'is', 'no', 'blood', 'on', 'the', 'street', 'raamdeo', 'agrawal']
['hdfc', 'bank', 'posts', 'strong', 'loan', 'growth', 'in', 'september', 'quarter']
['rmz', 'corp', 'appoints', 'avnish', 'singh', 'as', 'managing', 'director', 'to', 'help', 'fuel', 'growth', 'plan']
['modi', 'attacks', 'previous', 'sp', 'govt', 'in', 'up', 'says', 'it', 'created', 'hindrances', 'in', 'implementation', 'of', 'housing', 'scheme']
['ril', 'it', 'stocks', 'lift', 'sensex', 'by', '446', 'pts', 'nifty', 'closes', 'above', '17800']
['bse', 'receives', 'in', 'principle', 'approval', 'from', 'rbi', 'for', 'treds', 'business']
['3one4', 'capital', 'appoints', 'siddarth', 'pai', 'as', 'its', 'esg', 'officer']
['zydus', 'cadila', 'gets', 'permission', 'to', 'conduct', 'phase', 'iii', 'trial', 'for', 'two', 'dose', 'covid', 'vaccine']
['fo', 'nifty', 'charts', 'show', 'buying', 'interest', 'is', 'likely', 'to', 'continue']
['first', '5g', 'network', 'to', 'be', 'launched', 'within', 'two', 'quarters', 'of', 'spectrum', 'auction', 'pan', 'india', 'coverage', 'in', '1', 'year', 'airtel']
['top', 'gainers', 'losers', 'of', 'the', 'day', 'chemical', 'stocks', 'shine', 'ongc', 'zooms', '11']
['vedanta', 'plans', 'to', 'buy', 'govt', 'stake', 'in', 'hindustan', 'copper', 'anil', 'agarwal']
['raymond', 'realty', 'forays', 'into', 'commercial', 'projects', 'plans', 'joint', 'development', 'to', 'expand', 'ops']
['sensex', 'nifty', 'trade', 'flat', 'following', 'global', 'trend', 'key', 'factors', 'at', 'play']
['top', 'cryptocurrency', 'prices', 'today', 'cardano', 'polkadot', 'binance', 'coin', 'shed', '4']
['varun', 'gandhi', 'fires', 'a', 'fresh', 'salvo', 'says', 'farmers', 'murdered', 'in', 'kheri', 'incident']
['coal', 'india', 'to', 'give', 'a', 'performance', 'linked', 'reward', 'of', '72500', 'to', 'all', 'its', 'non', 'executive', 'employees', 'for', 'fy20', '21']
['rils', 'entry', 'could', 'give', 'a', 'boost', 'to', 'green', 'hydrogen', 'industry', 'h2e', 'power', 'ceo', 'siddharth', 'r', 'mayur']
['mfi', 'body', 'sa', 'dhan', 'writes', 'to', 'fm', 'seeking', 'rs', '7500', 'crores', 'towards', 'credit', 'guarantee', 'scheme']
['vietnam', 'india', 'continue', 'to', 'lead', 'crypto', 'adoption', 'in', 'central', 'and', 'southeast', 'asian', 'markets']
['india', 'houses', 'half', 'of', 'all', 'people', 'vulnerable', 'to', 'life', 'threatening', 'heat']
['commodity', 'strategies', 'gold', 'silver', 'crude', 'base', 'metals']
['how', 'will', 'you', 'position', 'your', 'portfolio', 'in', 'fy22', 'fy25', 'harish', 'krishnan', 'has', 'the', 'answer']
['airtel', 'conducts', 'indias', 'first', 'rural', '5g', 'trial', 'along', 'with', 'ericsson']
['hul', 'reduced', 'time', 'from', 'product', 'ideation', 'to', 'shelf', 'by', 'half', 'post', 'covid']
['do', 'you', 'experience', 'urinary', 'bladder', 'problems', 'heres', 'how', 'you', 'can', 'diagnose', 'and', 'cure']
['no', 'covid', '19', 'shadow', 'on', 'rajya', 'sabha', '78', 'average', 'attendance', 'seen']
['80', 'percent', 'houses', 'given', 'under', 'prime', 'minister', 'awas', 'yojana', 'are', 'owned', 'by', 'women', 'says', 'pm', 'modi']
['banks', 'will', 'need', 'to', 'think', 'like', 'new', 'digital', 'startups', 'to', 'meet', 'fintech', 'challenge', 'kv', 'kamath']
['dyson', 'airwrap', 'review', 'a', 'complete', 'one', 'stop', 'solution', 'for', 'your', 'hair']
['gas', 'price', 'increase', 'positive', 'for', 'ongc', 'reliance', 'fitch', 'ratings']
['shiba', 'inu', 'coin', 'surges', '55', 'after', 'musks', 'tweet', 'volumes', 'zoom', '770']
['varun', 'gandhi', 'shares', 'video', 'of', 'suv', 'knocking', 'down', 'farmers', 'demands', 'arrest', 'of', 'culprits']
['look', 'out', 'for', '3', 'triggers', 'for', 'reliance', 'buy', 'it', 'stocks', 'on', 'dips', 'deven', 'choksey']
['ola', 'acquires', 'geospoc', 'to', 'build', 'next', 'gen', 'location', 'technology']
['chalo', 'raises', '40', 'million', 'in', 'series', 'c', 'led', 'by', 'lightrock', 'filter', 'capital']
['adani', 'enterprises', 'bpcl', '80', 'other', 'stocks', 'sending', 'out', 'buy', 'signals', 'on', 'macd', 'indicator']
['tipping', 'point', 'new', 'gst', 'rules', 'to', 'complicate', 'tax', 'on', 'tips', 'surge', 'fees', 'or', 'extra', 'delivery', 'charges', 'for', 'swiggy', 'and', 'zomato']
['meat', 'and', 'seafood', 'brand', 'licious', 'is', 'now', 'worth', 'over', 'a', 'billion', 'dollars']
['india', 'reports', 'lowest', 'rise', 'in', 'covid', '19', 'daily', 'cases', 'in', '209', 'days']
['srei', 'infrastructure', 'finance', 'shares', 'decline', '5', 'to', 'hit', 'lower', 'circuit', 'limit']
['hello', 'literally', 'everyone', 'twitter', 'flooded', 'with', 'memes', 'over', 'facebook', 'whatsapp', 'and', 'instagram', 'outrage']
['mm', 'adds', 'two', 'new', 'variants', 'to', 'premium', 'suv', 'xuv700']
['aryan', 'khan', 'drugs', 'case', 'shashi', 'tharoor', 'slams', 'people', 'for', 'witch', 'hunting', 'srk', 'over', 'aryan', 'khans', 'arrest', 'by', 'ncb', 'urges', 'people', 'to', 'show', 'empathy']
['ness', 'wadia', 'sees', 'new', 'ipl', 'teams', 'going', 'for', 'rs', '3000', '4000', 'crore']
['blood', 'thinners', 'significantly', 'reduce', 'covid', 'related', 'risks', 'hospitalisation', 'shows', 'study']
['byjus', 'is', 'hiring', 'specialists', 'in', 'uk', 'us', 'and', 'india', 'to', 'get', 'deeper', 'insights', 'into', 'childrens', 'learning', 'habits']
['hdfc', 'bank', 'launches', 'festive', 'offers', 'partners', 'with', 'over', '10000', 'merchants']
['adityanath', 'govt', 'reacts', 'to', 'protests', 'with', 'violence', 'oppression', 'priyanka', 'gandhi']
['dot', 'to', 'reconsider', 'continuing', 'its', 'appeal', 'in', 'one', 'time', 'spectrum', 'charge', 'case']
['govt', 'asks', 'cil', 'to', 'explore', 'prospects', 'in', 'electric', 'vehicles', 'charging', 'pods']
['gujarat', 'gas', 'pushes', 'retail', 'prices', 'of', 'cng', 'png', 'up']
['ed', 'files', 'charges', 'against', 'thapar', 'rana', 'kapoor', 'in', 'bank', 'loan', 'fraud']
['september', 'service', 'activity', 'slows', 'jobs', 'rise', 'after', '9', 'months']
['the', 'buzz', 'behind', 'pandora', 'papers', 'decoded', 'in', '5', 'points']
['facebook', 'instagram', 'whatsapp', 'back', 'online', 'after', 'hours', 'of', 'global', 'shut', 'down', 'what', 'caused', 'it']
['from', 'crop', 'advice', 'to', 'selling', 'cattle', 'krishify', 'is', 'building', 'a', 'click', 'to', 'use', 'network', 'for', 'farmers']
['buy', 'cyient', 'target', 'price', 'rs', '1250', 'hdfc', 'securities']
['jsw', 'energy', 'gains', '1', '5', 'as', 'co', 'inks', 'contract', 'with', 'senvion', 'india']
['buy', 'hdfc', 'bank', 'target', 'price', 'rs', '1800', 'icici', 'direct']
['self', 'regulation', 'in', 'social', 'media', 'not', 'working', 'white', 'house']
['buy', 'axis', 'bank', 'target', 'price', 'rs', '900', 'emkay', 'global']
['rupee', 'gilts', 'plunge', 'as', 'inflation', 'fears', 'intensify']
['buy', 'bank', 'of', 'baroda', 'target', 'price', 'rs', '100', 'icici', 'direct']
['gold', 'rate', 'today', 'yellow', 'metal', 'declines', 'silver', 'slips', 'below', 'rs', '61000']
['heres', 'how', 'you', 'may', 'lower', 'the', 'chance', 'of', 'deadly', 'brain', 'stroke']
['pandora', 'row', 'foreign', 'assets', 'part', 'of', 'legitimate', 'transactions', 'say', 'companies']
['invest', 'in', 'the', 'right', 'products', 'based', 'on', 'your', 'financial', 'goals']
['buy', 'tech', 'mahindra', 'target', 'price', 'rs', '1550', 'hdfc', 'securities']
['stock', 'watch', 'some', 'project', '59', 'downside', 'others', '29', 'upside', 'in', 'dmart', 'firm', 'beats', 'q2', 'estimates']
['voda', 'idea', 'climbs', '6', 'as', 'govt', 'urges', 'promoters', 'to', 'infuse', 'cash']
['mahindra', 'finance', 'reports', '100', 'collection', 'efficiency', 'in', 'september']
['100', 'cut', 'off', 'education', 'ministry', 'must', 'find', 'a', 'way', 'say', 'educationists']
['how', 'mfcentral', 'can', 'help', 'mutual', 'fund', 'investors', 'deal', 'with', 'amcs', 'in', 'simple', 'unified', 'way']
['who', 'may', 'take', 'a', 'call', 'on', 'covaxin', 'tomorrow']
['petrol', 'and', 'diesel', 'prices', 'rise', 'again', 'in', 'delhi', 'and', 'mumbai']
['with', 'you', 'srk', 'industry', 'supports', 'shah', 'rukh', 'khan', 'after', 'sons', 'arrest', 'in', 'drugs', 'case']
['gautam', 'adani', 'seals', 'the', 'largest', 'deal', 'in', 'indias', 'renewable', 'sector', 'with', 'sb', 'energy', 'buy', 'for', '3', '5', 'billion']
['welspun', 'one', 'logistics', 'parks', 'acquires', 'two', 'land', 'parcels', 'in', 'up', 'haryana']
['surnames', 'of', 'children', 'different', 'from', 'mine', 'in', 'documents', 'how', 'to', 'transfer', 'my', 'property', 'to', 'them']
['max', 'healthcare', 'gains', 'on', 'plan', 'for', 'rs', '1600', 'crore', 'capex']
['buy', 'dwarikesh', 'sugar', 'industries', 'target', 'price', 'rs', '81', 'icici', 'direct']
['how', 'to', 'invest', 'excess', 'savings', 'in', 'mutual', 'funds']
['pandora', 'papers', 'its', 'time', 'to', 'pursue', 'lawyers', 'and', 'accountants', 'who', 'enable', 'tax', 'evasion', 'says', 'offshore', 'tax', 'expert']
['can', 'ril', 'stock', 'get', 'a', 're', 'rating', 'to', 'continue', 'its', 'current', 'momentum']
['how', 'la', 'traffic', 'became', 'a', 'global', 'headache']
['upstream', 'oil', 'cos', 'to', 'see', '15', '30', 'upside', 'in', 'books', 'as', 'oil', 'prices', 'rise', 'deven', 'r', 'choksey']
['simplilearn', 'sees', '200', 'growth', 'in', 'demand', 'for', 'programming', 'courses', 'aims', 'to', 'train', 'and', 'place', '10', 'lakh', 'programmers', 'in', 'india', 'by', '2023']
['annaatthe', 'first', 'single', 'out', 'rajinikanth', 'pays', 'tribute', 'to', 'sp', 'balasubrahmanyam']
['mark', 'zuckerberg', 'loses', '6', 'billion', 'in', 'hours', 'as', 'facebook', 'shares', 'plunge']
['can', 'i', 'invest', 'in', 'parag', 'parikh', 'flexi', 'cap', 'fund']
['buy', 'tata', 'consultancy', 'services', 'target', 'price', 'rs', '4100', 'hdfc', 'securities']
['international', 'flights', 'from', 'indias', 'military', 'owned', 'airports', 'may', 'stop', 'after', 'december']
['coindcx', 'onboards', 'amitabh', 'bachchan', 'as', 'brand', 'ambassador', 'to', 'raise', 'crypto', 'awareness']
['adani', 'group', 'to', 'invest', 'up', 'to', '70b', 'across', 'clean', 'energy', 'value', 'chain', 'gautam', 'adani']
['india', 'slams', 'pakistan', 'for', 'raising', 'kashmir', 'issue', 'at', 'un', 'calls', 'it', 'worlds', 'biggest', 'destabilising', 'force']
['hfcl', 'hits', '5', 'upper', 'circuit', 'after', 'bagging', 'rs', '288', 'cr', 'order']
['icici', 'lombard', 'sheds', '1', 'as', 'axa', 'sa', 'plans', 'to', 'pare', 'stake']
['add', 'wipro', 'target', 'price', 'rs', '670', 'hdfc', 'securities']
['auto', 'sector', 'to', 'do', 'very', 'well', 'in', 'next', '24', '36', 'months', 'sachin', 'shah']
['icici', 'prudential', 'special', 'situations', 'fund', 'offers', '96', '56', 'returns', 'in', 'one', 'year', 'should', 'you', 'invest']
['expect', 'sharp', 'recovery', 'in', 'earnings', 'in', 'q2', 'pankaj', 'murarka']
['world', 'view', 'plans', 'balloon', 'trips', 'to', 'the', 'stratosphere', 'in', '2024']
['mark', 'zuckerberg', 'apologises', 'for', 'facebook', 'whatsapp', 'disruption']
['sebi', 'bans', 'pooling', 'of', 'money', 'mf', 'units', 'by', 'online', 'platforms']
['buy', 'brigade', 'enterprises', 'target', 'price', 'rs', '465', 'icici', 'direct']
['deeply', 'concerned', 'over', 'proliferation', 'of', 'weapons', 'of', 'mass', 'destruction', 'their', 'delivery', 'systems', 'india', 'at', 'un']
['the', 'search', 'for', 'a', 'perfect', 'pair', 'of', 'shoes', 'takes', 'a', 'man', 'around', 'the', 'world', 'neemans']
['oil', 'price', 'above', '75', 'a', 'barrel', 'is', 'unpalatable', 'for', 'ems', 'vandana', 'hari']
['buy', 'tata', 'steel', 'target', 'price', 'rs', '1415', 'icici', 'direct']
['britney', 'spears', 'thanks', 'fans', 'for', 'freebritney', 'movement', 'against', 'her', 'conservatorship', 'says', 'cried', 'last', 'night', 'for', 'two', 'hours']
['how', 'to', 'judge', 'new', 'age', 'tech', 'ipos', 'before', 'investing', 'shiv', 'puri', 'explains']
['buy', 'graphite', 'india', 'target', 'price', 'rs', '675', 'icici', 'direct']
