['seeing', 'a', 'city', 'from', 'the', 'sky']
['congress', 'waiting', 'for', 'permission', 'to', 'use', 'hapta', 'kangjeibung', 'ground', 'in', 'imphal', 'to', 'launch', 'nyay', 'yatra']
['pm', 'modi', 'uae', 'president', 'to', 'lead', 'roadshow', 'on', 'january', '9', 'ahead', 'of', 'vibrant', 'gujarat', 'summit']
['bajaj', 'auto', 'board', 'approves', 'rs', '4000', 'crore', 'share', 'buyback', 'at', 'rs', '10000', 'each']
['ulfa', 'i', 'claims', 'a', 'drone', 'attack', 'carried', 'out', 'at', 'myanmar', 'camp', 'which', 'injured', 'two', 'cadres']
['adani', 'enterprises', 'mial', 'exempted', 'from', 'monthly', 'annual', 'fee', 'to', 'aai', 'from', 'march', '13', '2020', 'to', 'feb', '28', '2022']
['dont', 'just', 'moon', 'over', 'your', 'past', 'bengal', 'eyes', 'forward']
['tech', 'view', 'nifty', 'forms', 'bearish', 'engulfing', 'candle', 'what', 'should', 'traders', 'do', 'on', 'tuesday']
['microsoft', 'to', 'include', 'copilot', 'button', 'to', 'keyboards', 'know', 'more', 'about', 'its', 'ai', 'companion']
['zee', 'sony', 'merger', 'likely', 'to', 'be', 'called', 'off', 'termination', 'notice', 'to', 'be', 'issued', 'by', 'jan', '20', 'report']
['delhi', 'hc', 'rejects', 'students', 'plea', 'for', 'correction', 'in', 'internal', 'assessment', 'marks', 'on', 'cbse', 'portal']
['delhi', 'court', 'reserves', 'order', 'on', 'bail', 'plea', 'of', 'lava', 'md', 'in', 'vivo', 'money', 'laundering', 'case']
['royal', 'enfield', 'to', 'invest', 'rs', '3000', 'cr', 'in', 'tamil', 'nadu', 'for', 'development', 'of', 'new', 'products']
['q3', 'results', 'season', 'begins', 'this', 'week', 'check', 'the', 'earnings', 'calendar']
['lakshadweep', 'being', 'discussed', 'across', 'the', 'world', 'after', 'pms', 'visit', 'says', 'its', 'administrator']
['pm', 'modi', 'speaks', 'with', 'bangladesh', 'premier', 'sheikh', 'hasina', 'congratulates', 'her', 'on', 'poll', 'victory']
['authentication', 'of', 'content', 'origination', 'of', 'source', 'will', 'be', 'key', 'with', 'gen', 'ai', 'tamil', 'nadu', 'it', 'minister']
['iphone', 'survives', '16000', 'foot', 'plunge', 'after', 'alaska', 'airlines', 'boeing', '737', 'max', '9', 'mishap', 'check', 'details']
['domestic', 'mutual', 'fund', 'aum', 'crosses', 'rs', '50l', 'crore', 'milestone', 'amid', 'sustained', 'inflows', 'buoyant', 'market']
['post', 'office', 'scandal', 'rishi', 'sunak', 'pledges', 'to', 'make', 'it', 'right']
['ireland', 'wing', 'mack', 'hansen', 'to', 'miss', 'six', 'nations', 'campaign']
['lakshadweep', 'sees', 'big', 'spike', 'in', 'google', 'search', 'interest', 'after', 'pm', 'modis', 'visit', 'and', 'maldives', 'controversy']
['congress', 'jansandesh', 'yatra', 'to', 'begin', 'jan', '17', 'cover', 'all', '10', 'ls', 'segments', 'in', 'haryana', 'kumari', 'selja']
['karnataka', 'bjp', 'targets', 'winning', 'all', 'lok', 'sabha', 'seats', 'in', 'state', 'likely', 'to', 'plan', 'campaign', 'slamming', 'congress', 'guarantees']
['taylor', 'swift', 'keeps', 'frosty', 'expression', 'at', 'host', 'jo', 'koy', 'after', 'low', 'blow', 'golden', 'globes', 'joke', 'know', 'what', 'he', 'said']
['investors', 'wealth', 'erodes', 'by', 'rs', '2', '91', 'lakh', 'cr', 'as', 'markets', 'tumble']
['us', 'weather', 'forecast', 'for', 'monday', 'tornadoes', 'predicted', 'this', 'evening', 'tonight']
['gmdc', 'gets', 'green', 'clearance', 'to', 'expand', 'capacity', 'of', 'surkha', 'lignite', 'mine', 'in', 'gujarat']
['karnataka', 'hc', 'bans', 'mining', 'activity', 'around', 'krs', 'dam', 'pending', 'study']
['jaguar', 'land', 'rover', 'q3', 'wholesales', 'up', '27', 'yoy', 'order', 'book', 'reflects', 'strong', 'demand']
['psus', 'in', 'coal', 'sector', 'brought', '18849', 'hectares', 'under', 'green', 'cover', 'in', 'last', '10', 'years', 'govt']
['vc', 'fund', 'stellaris', 'ventures', 'sells', 'part', 'stake', 'in', 'mamaearth', 'for', 'rs', '140', 'crore', 'via', 'bulk', 'deal']
['israel', 'embassy', 'probe', 'no', 'fingerprints', 'found', 'on', 'threat', 'letter', 'say', 'delhi', 'police', 'sources']
['ultimately', 'we', 'all', 'are', 'hindus', 'd', 'k', 'shivakumar', 'on', 'ram', 'mandir', 'celebrations', 'by', 'karnataka', 'govt']
['for', 'work', 'pleasure', 'this', 'popular', 'job', 'hunting', 'app', 'is', 'slowly', 'turning', 'into', 'haven', 'for', 'those', 'looking', 'for', 'a', 'date']
['kanye', 'west', 'gushes', 'over', 'most', 'beautiful', 'wife', 'bianca', 'censori', 'know', 'how', 'he', 'celebrated', 'her', 'birthday']
['first', 'list', 'of', 'delhi', 'nursery', 'admission', '2024', 'to', 'be', 'out', 'on', 'january', '12', 'check', 'details']
['fino', 'payments', 'bank', 'applies', 'for', 'small', 'finance', 'bank', 'license', 'from', 'rbi']
['spic', 'to', 'invest', 'rs', '1900', 'crore', 'over', 'two', 'years', 'in', 'tamil', 'nadu']
['road', 'ministry', 'notifies', 'emission', 'test', 'standards', 'for', 'vehicles']
['adelaide', 'international', '2024', 'jack', 'draper', 'wins', 'against', 'sebastian', 'baez', 'as', 'katie', 'boulter', 'loses']
['controversial', 'raja', 'singh', 'gets', 'hyderabad', 'as', 'telangana', 'bjp', 'picks', 'lok', 'sabha', 'poll', 'in', 'charges']
['pakistans', 'apex', 'court', 'rules', 'against', 'life', 'long', 'disqualification', 'of', 'lawmakers', 'from', 'holding', 'public', 'office']
['peregrine', 'mission', '1', 'lander', 'carries', 'dna', 'of', 'former', 'us', 'presidents', 'and', 'star', 'trek', 'icons', 'on', 'moon']
['sensex', 'nifty', 'tumble', 'nearly', '1', 'pc', 'on', 'global', 'weakness']
['indias', 'exports', 'may', 'take', 'a', '30', 'billion', 'hit', 'on', 'red', 'sea', 'threats']
['amit', 'shah', 'says', '241', 'pacs', 'operating', 'jan', 'aushadi', 'kendras', 'now', 'rural', 'poor', 'can', 'getaffordable', 'medicines']
['sajjan', 'jindal', 'moots', 'industrial', 'estates', 'near', 'airports', 'in', 'karnataka']
['tafe', 'ltd', 'to', 'invest', 'rs', '500', 'cr', 'inks', 'pact', 'with', 'tamil', 'nadu', 'govt']
['konstelec', 'engineers', 'plans', 'to', 'raise', 'rs', '25', 'crore', 'in', 'january', 'ipo']
['maldives', 'choosing', 'china', 'over', 'india', 'is', 'matter', 'of', 'concern', 'adhir', 'ranjan', 'chowdhury']
['indian', 'envoy', 'meets', 'bangladesh', 'pm', 'sheikh', 'hasina', 'conveys', 'greetings', 'on', 're', 'election']
['bilkis', 'bano', 'case', 'rahul', 'gandhi', 'says', 'sc', 'verdict', 'showed', 'country', 'who', 'gives', 'patronage', 'to', 'criminals']
['india', 'is', 'a', 'great', 'friend', 'of', 'bangladesh', 'says', 'pm', 'sheikh', 'hasina', 'after', 'her', 'election', 'victory']
['aaps', 'rajya', 'sabha', 'candidates', 'swati', 'maliwal', 'sanjay', 'singh', 'n', 'd', 'gupta', 'file', 'nominations']
['tamil', 'nadu', 'bags', 'investments', 'of', 'over', 'rs', '6', 'lakh', 'crore', 'at', 'gim', '2024', 'to', 'provide', '26', '90', 'lakh', 'jobs', 'cm']
['smallcap', 'stock', 'with', 'lakshadweep', 'connection', 'flies', '20', 'higher']
['shami', 'to', 'miss', '2', 'test', 'matches', 'against', 'england', 'sky', 'to', 'undergo', 'surgery', 'report']
['sheikh', 'hasina', 'iron', 'lady', 'for', 'supporters', 'autocratic', 'leader', 'for', 'critics']
['make', 'first', 'design', 'next', 'banmali', 'agrawala', 'new', 'chairman', 'of', 'tata', 'advanced', 'systems']
['significant', 'dip', 'in', 'rainfall', 'sunshine', 'hours', 'in', 'uttarakhands', 'terai', 'region', 'over', '40', 'years', 'research']
['angel', 'one', 'hires', 'ex', 'yes', 'bank', 'ciso', 'anuprita', 'daga']
['mayawati', 'requests', 'yogi', 'government', 'to', 'shift', 'bsp', 'office', 'to', 'safe', 'place']
['retik', 'finance', 'retik', 'runs', 'ahead', 'of', 'time', 'as', 'presale', 'stage', '4', 'fills', 'out', 'a', 'long', 'way', 'before', 'anyone', 'expected']
['centre', 'gujarat', 'govt', 'should', 'apologise', 'to', 'bilkis', 'bano', 'demands', 'owaisi']
['israel', 'pitches', 'for', 'promoting', 'tourism', 'in', 'lakshadweep']
['airlines', 'from', 'us', 'turkey', 'mexico', 'to', 'inspect', 'b737', 'max']
['voters', 'wont', 'fall', 'for', 'congress', 'promises', 'modi', 'guarantee', 'will', 'bag', 'all', '28', 'karnataka', 'ls', 'seats', 'bjp']
['it', 'could', 'be', 'time', 'to', 'ponder', 'a', 'one', 'foot', 'out', 'of', 'the', 'door', 'plan']
['india', 'maldives', 'row', 'make', 'my', 'trip', 'launches', 'beaches', 'of', 'india', 'campaign', 'as', 'search', 'for', 'lakshadweep', 'surges']
['bilkis', 'bano', 'case', 'highlights', 'of', 'sc', 'judgement', 'in', '2002', 'gujarat', 'riots', 'case']
['incred', 'finance', 'posts', 'net', 'profit', 'of', 'rs', '121', 'crore', 'in', 'fy23', 'revenues', 'jump', '67']
['tips', 'for', 'indian', 'origin', 'mbbs', 'final', 'year', 'students', 'to', 'prepare', 'for', 'residency', 'in', 'us', 'hospitals']
['2024', 'golden', 'globes', 'red', 'carpet', 'who', 'wore', 'what']
['project', 'managers', 'and', 'project', 'success', 'define', 'the', 'growth', 'story', 'of', 'india']
['boycottmaldives', 'trends', 'post', 'diplomatic', 'storm']
['centre', 'not', 'giving', 'due', 'recognition', 'to', 'gangasagar', 'mela', 'mamata', 'banerjee']
['firstcry', 'founder', 'supam', 'maheshwari', 'sells', 'stake', 'worth', 'rs', '302', 'crore', 'days', 'before', 'ipo', 'filing']
['rajasthan', 'congress', 'candidate', 'rupinder', 'singh', 'koonar', 'wins', 'karanpur', 'assembly', 'election']
['where', 'to', 'catch', 'trolls', 'band', 'together', 'online', 'streaming', 'platforms', 'and', 'release', 'updates']
['indias', 'post', 'pandemic', 'rise', 'not', 'uneven', 'but', 'shows', 'the', 'rise', 'of', 'the', 'middle', 'class', 'says', 'sbi', 'report']
['no', 'data', 'captured', 'on', 'alaska', 'airlines', '737', 'cockpit', 'voice', 'recorder', 'ntsb', 'chair']
['sensex', 'plunges', '671', 'points', '5', 'factors', 'that', 'triggered', 'bear', 'grip', 'on', 'dalal', 'street']
['iit', 'delhi', 'develops', 'solution', 'to', 'boost', 'gig', 'worker', 'incomes', 'cut', 'delivery', 'platform', 'costs']
['culture', 'calendar', 'modi', 'gallery', 'to', 'open', 'soon', 'india', 'biennale', 'exhibitions', 'till', 'march', '31']
['indians', 'in', 'uae', 'to', 'enjoy', 'lower', 'fares', 'and', 'faster', 'schengen', 'visa', 'processing', 'time']
['those', 'questioning', 'law', 'and', 'order', 'situation', 'trying', 'to', 'malign', 'west', 'bengal', 'mamata', 'banerjee']
['year', 'with', 'electric', 'trucks']
['nifty', 'bank', 'ends', '709', 'points', 'weaker', 'is', 'it', 'a', 'buy', 'opportunity']
['nc', 'president', 'farooq', 'abdullah', 'welcomes', 'sc', 'order', 'in', 'bilkis', 'bano', 'case']
['learn', 'with', 'etmarkets', 'spotting', 'trends', 'in', 'gold', 'to', 'latch', 'on', 'buying', 'opportunities']
['who', 'won', 'what', 'at', 'golden', 'globes', '2024', 'the', 'full', 'list']
['rohit', 'kohli', 'get', 'final', 'shot', 'at', 't20', 'glory', 'but', 'will', 'selectors', 'safe', 'approach', 'cost', 'india', 'another', 'wc']
['boeing', 'ceos', 'comeback', 'plan', 'for', '2024', 'takes', 'a', 'hit', 'five', 'days', 'in']
['indias', 'coal', 'import', 'rises', '11', '7', 'pc', 'to', '21', 'mt', 'in', 'nov']
['voters', 'wont', 'fall', 'for', 'congress', 'promises', 'modi', 'guarantee', 'will', 'bag', 'all', '28', 'karnataka', 'ls', 'seats', 'bjp']
['sony', 'is', 'planning', 'to', 'call', 'off', '10', 'billion', 'merger', 'with', 'indias', 'zee']
['envision', 'energy', 'to', 'supply', '100', 'turbines', 'for', '300', 'mw', 'wind', 'project', 'in', 'karnataka']
['debt', 'funds', 'register', 'sharp', 'outflow', 'in', 'december', '2023', 'while', 'equity', 'inflow', 'continues', 'to', 'rise']
['congress', 'awaiting', 'ground', 'permission', 'for', 'bharat', 'jodo', 'nyay', 'yatra']
['best', 'samsung', 'foldable', 'phones', 'in', 'india', '2023', 'style', 'meets', 'substance', 'like', 'never', 'before']
['microsoft', 'launches', 'initiative', 'to', 'train', '100000', 'indian', 'developers', 'on', 'ai']
['pms', 'awards', 'scheme', 'restructured', 'to', 'recognise', 'performance', 'through', 'targeted', 'beneficiaries']
['possible', 'increase', 'in', 'auto', 'loan', 'interest', 'rates', 'could', 'impact', 'pv', 'sales', 'maruti', 'suzukis', 'shashank', 'srivastava']
['taylor', 'swift', 'appears', 'to', 'leave', 'golden', 'globes', '2024', 'early', 'this', 'may', 'be', 'the', 'reason']
['6', 'latest', 'mobile', 'phones', 'with', '12gb', 'ram', 'in', 'india', 'in', '2023', 'starting', 'at', 'rs', '29999']
['pms', 'awards', 'scheme', 'restructured', 'to', 'recognise', 'performance', 'through', 'targeted', 'beneficiaries']
['vistara', 'plans', 'to', 'use', 'virtual', 'reality', 'augmented', 'reality', 'tech', 'for', 'training', 'purposes']
['non', 'banking', 'lender', '360', 'one', 'prime', 'to', 'raise', 'rs', '1000', 'cr', 'from', 'debt', 'sale']
['manufacturing', 'private', 'capex', 'and', 'exports', 'are', 'drivers', 'of', 'corporate', 'earnings', 'over', 'medium', 'term', 'saion', 'mukherjee', 'nomura']
['bajaj', 'markets', 'ties', 'up', 'with', 'this', 'bank', 'to', 'offer', 'fd', 'interest', 'rates', 'up', 'to', '8', '75']
['viksit', 'bharat', 'sankalp', 'yatra', 'proving', 'to', 'be', 'boon', 'for', 'health', 'of', 'poor', 'pm', 'modi']
['bengal', 'police', 'filed', 'sandeshkhali', 'attack', 'fir', 'under', 'bailable', 'sections', 'state', 'pds', 'scam', 'of', 'enormous', 'magnitude', 'ed']
['equity', 'debt', 'gold', 'or', 'real', 'estate', 'which', 'one', 'to', 'bet', 'for', 'in', '2024', 'keep', 'this', 'in', 'mind', 'while', 'tweaking', 'your', 'asset', 'mix']
['how', 'pure', 'play', 'equity', 'and', 'debt', 'mfs', 'reward', 'investors', 'more', 'than', 'hybrid', 'funds', 'shweta', 'rajani', 'explains']
['vistara', 'to', 'monitor', 'demand', 'for', 'flights', 'amid', 'india', 'maldives', 'row']
['medium', 'to', 'long', 'term', 'outlook', 'for', 'fmcg', 'companies', 'strong', 'margin', 'expansion', 'to', 'continue', 'kaustubh', 'pawaskar']
['ongc', 'starts', 'oil', 'production', 'from', 'delayed', '5', 'billion', 'deep', 'water', 'project']
['bits', 'pilani', 'signs', 'pact', 'with', 'gati', 'shakti', 'vishwavidyalaya']
['motilal', 'oswal', 'tweaks', 'model', 'portfolio', 'ahead', 'of', 'q3fy24', 'earnings', 'heres', 'what', 'changed']
['22200', '22500', 'next', 'upside', 'target', 'for', 'nifty', 'in', 'next', 'one', 'month', 'nagaraj', 'shetti']
['salman', 'khans', 'farmhouse', 'in', 'panvel', 'faces', 'security', 'scare', '2', 'arrested']
['demand', 'for', 'diesel', 'drops', 'petrol', 'remains', 'stable', 'oil', 'ministry']
['chennai', 'weather', 'update', 'rains', 'lash', 'city', 'more', 'showers', 'predicted', 'as', 'schools', 'closed', 'in', 'many', 'parts', 'of', 'tamil', 'nadu']
['vedanta', 'aluminium', 'joins', 'international', 'aluminium', 'institute', 'as', 'member']
['shift', 'is', 'consumer', 'behaviour', 'fuelling', 'transformation', 'of', 'food', 'services', 'in', 'india']
['acc', 'buys', 'remaining', '55', 'in', 'asian', 'concretes', 'at', 'rs', '775', 'cr', 'enterprise', 'value']
['india', 'maldives', 'diplomatic', 'row', 'akshay', 'kumar', 'amitabh', 'bachchan', 'kangana', 'ranaut', 'join', 'boycott', 'promote', 'indian', 'tourist', 'spots']
['bypass', 'route', 'ac', 'tunnel', 'part', 'of', 'puris', 'makeover', 'ahead', 'of', 'jagannath', 'temple', 'corridor', 'inauguration']
['mumbai', 'ahmedabad', 'bullet', 'train', 'project', 'gains', 'momentum', 'nhsrcl', 'achieves', 'full', 'land', 'acquisition']
['vistara', 'expects', 'all', 'legal', 'approvals', 'for', 'its', 'merger', 'with', 'ai', 'in', 'first', 'half', 'of', '2024']
['denmark', 'announces', 'alliance', 'on', 'green', 'fuels', 'in', 'india']
['ambani', 'says', 'reliance', 'brookfield', 'to', 'open', 'data', 'centre', 'next', 'week']
['strong', 'economy', 'has', 'nations', 'vying', 'to', 'lure', 'indian', 'tourists']
['sc', 'sends', 'bilkis', 'banos', 'convicts', 'to', 'jail', 'again', 'all', 'you', 'need', 'to', 'know', 'about', 'the', '2002', 'gujarat', 'riots', 'case']
['remarks', 'against', 'pm', 'modi', 'do', 'not', 'represent', 'views', 'of', 'maldives', 'male', 'tells', 'indian', 'envoy']
['mamaearth', 'shares', 'surge', '10', 'on', 'likely', 'block', 'deal', 'worth', 'rs', '142', 'crore']
['7', 'captivating', 'haldi', 'dress', 'for', 'bride', 'embracing', 'tradition', 'with', 'modern', 'flair', 'in', '2024']
['foxconn', 'arm', 'in', 'india', 'is', 'set', 'to', 'lose', 'its', 'country', 'head', 'foulger']
['10', 'best', 'recommended', 'books', 'for', 'cat', 'exams', 'preparation']
['puri', 'train', 'passengers', 'robbed', 'of', 'sleep', 'reason', 'thieves', 'snatch', 'berth', 'chains']
['ec', 'failed', 'to', 'provide', 'substantive', 'response', 'to', 'genuine', 'concerns', 'over', 'evms', 'jairam', 'ramesh']
['rising', 'cases', 'of', 'a', 'rare', 'disease', 'that', 'causes', 'paralysis', 'in', 'kids', 'alarm', 'doctors', 'in', 'kolkata']
['jyoti', 'cnc', 'automation', 'ipo', 'opens', 'on', 'january', '9', '10', 'things', 'to', 'know', 'before', 'subscribing']
['agriculture', 'exports', 'likely', 'to', 'double', 'to', '100', 'bn', 'by', '2030', 'commerce', 'secy']
