['view', 'understand', 'your', 'dogs', 'like', 'they', 'understand', 'you']
['sc', 'directs', 'nclat', 'chairperson', 'to', 'conduct', 'enquiry', 'over', 'tribunal', 'allegedly', 'not', 'following', 'top', 'court', 'direction']
['another', 'dimension', 'to', 'inflation', 'targeting']
['why', 'not', 'also', 'call', 'the', 'lbd', 'ethnic', 'wear']
['lollipop', 'chainsaw', 'repop', 'to', 'be', 'known', 'as', 'remaster', 'check', 'details']
['choosing', 'curtains']
['all', 'acts', 'of', 'terrorism', 'unjustifiable', 'says', 'parliament', '20', 'summit', 'joint', 'statement']
['call', 'of', 'duty', 'modern', 'warfare', '3', 'beta', 'check', 'out', 'dates', 'maps', 'platforms', 'and', 'more']
['china', 'targets', 'buddhists', 'in', 'inner', 'mongolia', 'now']
['sc', 'tells', 'aiims', 'to', 'check', 'authenticity', 'of', 'womans', 'papers', 'in', 'foetus', 'case']
['gearing', 'up', 'for', 'lok', 'sabha', 'polls', 'from', 'backroom', 'to', 'streets', 'abhishek', 'banerjees', 'image', 'makeover']
['around', '20', 'of', '70', 'chhattisgarh', 'congress', 'mlas', 'unlikely', 'to', 'be', 'renominated']
['gucci', 'heist', 'us', 'thieves', 'make', 'off', 'with', '50000', 'in', 'fashion', 'goods', 'in', 'under', '60', 'seconds']
['no', 'farmer', 'suicides', 'in', 'west', 'bengal', 'says', 'minister', 'for', 'agriculture', 'sobhondeb', 'chattopadhyay']
['sikhs', 'have', 'made', 'biggest', 'sacrifices', 'for', 'nation', 'amit', 'shah']
['india', 'uk', 'trade', 'pact', 'talks', 'at', 'advance', 'stage', 'ironing', 'out', 'differences', 'commerce', 'secretary']
['science', 'values', 'doubt', 'over', 'faith']
['tech', 'transfer', 'joint', 'exercises', 'will', 'take', 'defence', 'ties', 'to', 'new', 'levels']
['chandrayaan', '3', 'defined', 'after', 'chandrayaan', '2', 'failure', 'says', 'ex', 'isro', 'chief', 'sivan', 'cites', 'need', 'to', 'learn', 'from', 'failure']
['working', 'and', 'praying']
['india', 'selects', 'american', 'engine', 'for', 'light', 'tanks', 'after', 'german', 'deal', 'fails']
['time', 'for', 'peace', 'no', 'place', 'for', 'terrorism', 'of', 'any', 'form', 'pm', 'narendra', 'modi']
['view', 'all', 'eyes', 'on', 'gaza', 'and', 'tehran']
['brics', 'antitrust', 'regulators', 'focus', 'on', 'fostering', 'fair', 'trade', 'rules', 'and', 'consumer', 'welfare']
['meghalaya', 'aims', 'to', 'create', 'entrepreneurship', 'opportunities', 'for', '20000', 'individuals', 'in', 'the', 'span', 'of', 'three', 'years']
['export', 'duty', 'on', 'parboiled', 'rice', 'extended', 'upto', 'march', '31', '2024']
['gold', 'rate', 'today', 'gold', 'extends', 'gains', 'on', 'friday', 'what', 'should', 'traders', 'do']
['ai', 'working', 'groups', 'recommend', 'setting', 'up', '24500', 'gpus', 'of', 'compute', 'infrastructure']
['we', 'need', 'to', 'wait', 'watch', 'commerce', 'secy', 'on', 'impact', 'of', 'israel', 'hamas', 'conflict']
['notification', 'issued', 'for', 'first', 'phase', 'of', 'chhattisgarh', 'elections', 'no', 'nominations', 'filed', 'on', 'day', '1']
['coal', 'lignite', 'psus', 'to', 'develop', '19', 'new', 'eco', 'parks', 'rs', '128', 'crore', 'fund', 'for', 'green', 'cover', 'initiative']
['imports', 'from', 'russia', 'up', '67', 'per', 'cent', 'to', 'usd', '30', '42', 'billion', 'in', 'april', 'september']
['wild', 'cards', 'see', 'storyline', 'cast', 'release', 'details', 'of', 'upcoming', 'tv', 'series']
['over', '80', 'pc', 'pmay', 'g', 'beneficiaries', 'spent', 'more', 'than', 'allocated', 'amount', 'to', 'build', 'houses', 'reports']
['indian', 'patent', 'office', 'hiring', '900', 'professionals', 'dpiit', 'secretary']
['israel', 'hamas', 'war', 'u', 's', 'sends', 'a', '10', 'thunderbolt', 'ii', 'warthog', 'fighter', 'jets', 'to', 'the', 'middle', 'east', 'heres', 'a', 'look', 'at', 'the', 'beloved', 'tank', 'buster']
['indian', 'origin', 'founder', 'led', 'startup', 'loom', 'makes', 'significant', 'gain', 'on', 'atlassian', 'buy']
['in', 'strife', 'torn', 'manipur', 'there', 'are', 'outbreaks', 'of', 'dengue', 'with', '1338', 'dengue', 'cases']
['us', 'treasury', 'yields', 'slide', 'as', 'gaza', 'conflict', 'sparks', 'safe', 'haven', 'bid']
['risk', 'monitoring', 'helps', 'air', 'india', 'prevent', 'revenue', 'loss', 'of', 'over', 'rs', '3', 'cr']
['short', 'sellers', 'will', 'have', 'to', 'report', 'more', 'data', 'under', 'new', 'us', 'sec', 'rules']
['govt', 'aims', 'to', 'bring', '1500', '2000', 'products', 'under', 'mandatory', 'quality', 'certification', 'in', 'next', '2', '3', 'years', 'goyal']
['joe', 'jonas', 'requests', 'dismissal', 'of', 'miami', 'divorce', 'case', 'with', 'sophie', 'turner', 'whats', 'the', 'uk', 'divorce', 'petition', 'status']
['late', 'fee', 'surprise', 'book', 'returned', 'to', 'new', 'york', 'library', 'after', '90', 'years']
['dragon', 'ball', 'xenoverse', '2', 'on', 'xbox', 'one', 'playstation', '4', 'pc', 'check', 'key', 'updates']
['coca', 'cola', 'india', 'says', 'brand', 'spends', 'to', 'be', 'highest', 'ever', 'in', 'h2']
['noida', 'airport', 'runway', 'atc', 'to', 'be', 'ready', 'by', 'march', '2024']
['manipur', 'forest', 'department', 'to', 'do', 'a', 'head', 'count', 'of', 'amur', 'falcons']
['tata', 'motors', 'to', 'sell', '9', '9', 'stake', 'in', 'tata', 'technologies', 'ahead', 'of', 'global', 'engineering', 'firms', 'ipo']
['blinken', 'asks', 'israel', 'to', 'spare', 'gaza', 'civilians', 'during', 'arab', 'tour']
['israel', 'hamas', 'conflict', 'so', 'far', 'no', 'expectation', 'of', 'any', 'disruption', 'in', 'supply', 'lines', 'hardeep', 'singh', 'puri']
['why', 'did', 'fans', 'accuse', 'alison', 'hammond', 'of', 'stealing', 'madonnas', 'bracelet', 'on', 'this', 'morning']
['train', 'drivers', 'shouldnt', 'work', 'beyond', '12', 'hours', 'railway', 'board']
['wwe', 'friday', 'night', 'smackdown', 'live', 'streaming', 'john', 'cena', 'roman', 'reigns', 'triple', 'h', 'to', 'feature', 'tonight', 'check', 'matches', 'where', 'to', 'watch']
['rahul', 'gandhi', 'will', 'visit', 'poll', 'bound', 'mizoram', 'on', 'october', '16']
['tata', 'steel', 'long', 'products', 'q2', 'results', 'net', 'loss', 'narrows', 'to', 'rs', '460', 'crore']
['west', 'bengal', 'does', 'not', 'have', 'a', 'single', 'farmer', 'suicide', 'agriculture', 'minister', 'sobhondeb', 'chattopadhyay']
['california', 'restaurants', 'impose', 'vomit', 'fees', 'to', 'deter', 'intoxicated', 'customers']
['newcastles', 'sandro', 'tonali', 'nicolo', 'zaniolo', 'of', 'aston', 'villa', 'nicolo', 'fagioli', 'of', 'juventus', 'accused', 'of', 'illegal', 'betting', 'here', 'is', 'detail']
['deal', 'activities', 'decline', 'marginally', 'to', 'usd', '13', '37', 'billion', 'in', 'sept', 'quarter', 'report']
['pro', 'active', 'approach', 'by', 'aviation', 'ministry', 'dgca', 'aai', 'reduced', 'flight', 'disruptions', 'during', 'fog', 'period', 'scindia']
['all', '130', 'employees', 'in', 'israel', 'are', 'safe', 'hcltech', 'ceo', 'c', 'vijayakumar']
['carbon', 'emission', 'reducing', 'practices', 'under', 'green', 'credit', 'programme', 'will', 'earn', 'carbon', 'credits', 'too', 'government']
['navratri', '2021', 'messages', 'and', 'wishes', 'for', 'your', 'dear', 'ones']
['cbi', 'arrests', 'man', 'from', 'pune', 'in', 'connection', 'with', 'the', 'missing', 'two', 'students', 'in', 'manipur']
['rs', '51000', 'crore', 'eastern', 'dedicated', 'freight', 'corridor', 'edfc', 'completed']
['india', 'to', 'double', 'manpower', 'to', 'process', 'ip', 'applications', 'piyush', 'goyal']
['rbi', 'penalises', 'union', 'bank', 'rbl', 'bank', 'bajaj', 'finance', 'over', 'non', 'compliance']
['get', 'ready', 'for', 'october', '2023', 'with', 'ps', 'plus', 'extra', 'games', 'file', 'sizes', 'unmasked']
['import', 'management', 'system', 'to', 'monitor', 'laptops', 'computer', 'import', 'from', 'november', '1']
['tomorrow', 'x', 'together', 'extends', 'name', 'series', 'with', 'the', 'name', 'chapter', 'freefall', 'know', 'about', 'k', 'pop', 'band']
['esic', 'adds', '1', '94', 'million', 'formal', 'workers', 'in', 'august']
['us', 'stocks', 'open', 'higher', 'as', 'investors', 'cheer', 'big', 'bank', 'earnings']
['combatting', 'cheaters', 'modern', 'warfare', '3', 'unveils', 'ricochet', 'anti', 'cheat', 'update']
['ai', 'gig', 'economy', 'pose', 'challenges', 'for', 'competition', 'law', 'mca', 'secretary']
['india', 'brazil', 'target', 'over', '3', 'fold', 'rise', 'in', 'bilateral', 'trade', 'to', 'usd', '50', 'bn', 'by', '2030', 'commerce', 'secretary']
['karnataka', 'bans', 'sale', 'of', 'power', 'by', 'private', 'power', 'producers', 'to', 'others']
['zee', 'sony', 'merger', 'nclat', 'adjourns', 'hearing', 'over', 'idbi', 'axis', 'finance', 'plea', 'to', 'oct', '31']
['navratri', 'wishes', 'messages', 'and', 'quotes', 'for', 'whatsapp', 'and', 'facebook', 'status']
['how', 'to', 'do', 'navratri', 'puja', 'at', 'home']
['hamas', 'war', 'have', 'on', 'oil', 'heres', 'everything', 'explained']
['govt', 'looking', 'at', 'eligibility', 'criteria', 'other', 'aspects', 'for', 'direct', 'overseas', 'listing', 'of', 'cos', 'official']
['govt', 'to', 'table', 'cabinet', 'note', 'on', 'national', 'deep', 'tech', 'policy']
['ettech', 'deals', 'digest', 'another', 'drab', 'week', 'but', 'funding', 'density', 'improves', 'on', 'year']
['us', 'extends', 'work', 'permit', 'validity', 'to', 'five', 'years', 'for', 'green', 'card', 'hopefuls']
['ksi', 'vs', 'tommy', 'fury', 'the', 'extraordinary', 'boxing', 'spectacle']
['france', 'vs', 'netherlands', 'live', 'streaming', 'when', 'and', 'where', 'to', 'watch', 'euro', '2024', 'qualifiers', 'match']
['blood', 'sugar', 'control', 'immunity', 'boosting', 'what', 'makes', 'cashews', 'the', 'ultimate', 'healthy', 'snack']
['indias', 'foreign', 'exchange', 'reserves', 'fall', 'for', 'the', 'fifth', 'consecutive', 'week']
['after', 'aarya', '3', 'sushmita', 'sen', 'hopes', 'she', 'would', 'be', 'roped', 'in', 'for', 'a', 'mature', 'love', 'story', 'and', 'an', 'action', 'saga']
['hrithik', 'roshan', 'beats', 'the', 'heat', 'traffic', 'by', 'travelling', 'in', 'mumbai', 'metro', 'fans', 'gush', 'over', 'sweet', 'gesture']
['g20', 'parliamentary', 'speakers', 'pledge', 'to', 'combat', 'terror', 'violent', 'extremism']
['populist', 'expenditure', 'may', 'not', 'hit', 'govts', 'fiscal', 'deficit', 'targets', 'goldman', 'sach']
['solar', 'eclipse', '14', 'october', '2023', 'when', 'and', 'where', 'to', 'watch', 'this', 'surya', 'grahan']
['amazon', 'sale', '2023', 'best', 'deals', 'on', 'acs', 'refrigeratorswashing', 'machines', 'tvs', 'and', 'kitchen', 'appliances']
['ahead', 'of', 'ipo', 'tata', 'motors', 'to', 'sell', '9', '9', 'in', 'tata', 'technologies', 'for', 'rs', '1614', 'cr']
