['modi', 'sharif', 'structured', 'meet', 'unlikely']
['illegal', 'supply', 'of', 'explosives', 'to', 'myanmar', 'nia', 'conducts', 'searches', 'in', 'mizoram']
['airport', 'connectivity', 'haryana', 'proposes', 'cost', 'effective', 'pod', 'car', 'proposal']
['india', 'showed', 'great', 'global', 'leadership', 'in', 'response', 'to', 'covid', '19', 'pandemic', 'gates', 'foundation', 'ceo', 'mark', 'suzman']
['i', 'am', 'god', 'so', 'are', 'you']
['jaiprakash', 'power', 'ventures', 'highest', 'bidder', 'for', 'coal', 'mine', 'in', 'mp']
['commerce', 'ministry', 'could', 'allow', '100', 'pc', 'work', 'from', 'home', 'for', 'employees', 'of', 'sez', 'units']
['aap', 'is', 'bjps', 'b', 'team', 'trying', 'to', 'mislead', 'himachal', 'voters', 'congress']
['excess', 'output', 'hits', 'onion', 'garlic', 'farmers']
['let', 'young', 'people', 'represent', 'the', 'country', 'in', 'icc', 'sc', 'tells', 'bcci']
['over', '80', 'per', 'cent', 'beneficiaries', 'on', 'poshan', 'tracker', 'successfully', 'aadhaar', 'seeded', 'wcd', 'ministry']
['forex', 'reserves', 'comfortable', 'than', 'tantrum', 'period', 'despite', 'rapid', 'fall']
['finding', 'the', 'bottom', 'after', 'two', 'quarters', 'of', 'continuous', 'decline', 'steel', 'prices', 'go', 'up', 'for', 'first', 'time', 'this', 'week']
['hc', 'junks', 'pil', 'seeking', 'ban', 'on', 'promotion', 'of', 'online', 'gaming', 'apps', 'by', 'shah', 'rukh', 'dhoni', 'and', 'others']
['ciscos', 'webex', 'india', 'gets', 'licence', 'to', 'offer', 'telecom', 'connectivity']
['maharashtra', 'demands', 'mass', 'vaccination', 'of', 'cattle', 'to', 'control', 'lumpy', 'skin', 'disease']
['view', 'indias', 'labour', 'reforms', 'will', 'foster', 'gender', 'parity']
['honda', 'to', 'start', 'battery', 'sharing', 'service', 'for', 'e', 'rickshaws', 'in', 'india', 'this', 'year']
['sebi', 'mulls', 'farmework', 'for', 'market', 'making', 'to', 'deepen', 'bond', 'markets']
['right', 'to', 'contest', 'election', 'is', 'not', 'a', 'fundamental', 'right', 'supreme', 'court', 'holds']
['rivers', 'on', 'a', 'swell', 'in', 'karnataka', 'following', 'massive', 'downpour']
['more', 'than', '34000', 'students', 'register', 'on', 'portal', 'for', 'admission', 'to', 'dus', 'undergraduate', 'programmes']
['waning', 'immunity', 're', 'infections', '5', 'reasons', 'why', 'young', 'people', 'should', 'get', 'covid', 'booster', 'dose', 'asap']
['brightcom', 'calls', 'of', 'rs', '566', 'crore', 'deal', 'to', 'acquire', 'mediamint', 'to', 'go', 'for', 'strategic', 'alliance']
['chinas', 'third', 'ranked', 'leader', 'li', 'zhanshu', 'calls', 'on', 'pm', 'deuba', 'holds', 'talks', 'with', 'oli', 'prachanda']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'st', 'action', 'on', 'wednesday']
['peace', 'pact', 'likely', 'to', 'be', 'signed', 'with', 'five', 'adivasi', 'militant', 'outfits']
['no', 'hard', 'feelings', 'this', 'company', 'pays', 'employees', 'to', 'leave', 'says', 'want', 'to', 'help', 'those', 'stuck', 'at', 'the', 'wrong', 'place']
['kim', 'kardashians', 'ex', 'pete', 'davidson', 'subtly', 'criticizes', 'rapper', 'kanye', 'west']
['competition', 'commission', 'of', 'india', 'rejects', 'complaint', 'against', 'proposed', 'pvr', 'inox', 'deal']
['indias', 'growth', 'story', 'more', 'promising', 'than', 'other', 'ems', 'says', 'market', 'veteran', 'nilesh', 'shah']
['arjun', 'kapoor', 'drops', 'throwback', 'memories', 'with', 'malaika', 'arora', 'here', 'are', 'details']
['essential', 'medicines', 'list', 'govt', 'adds', '34', 'new', 'drugs', 'drops', '26']
['jdu', 'leaders', '15', 'members', 'of', 'dadra', 'and', 'nagar', 'haveli', 'district', 'panchayat', 'join', 'bjp']
['100x', 'vc', 'partners', 'with', 'pidilite', 'industries', 'for', 'venture', 'capital', 'arm']
['india', 'to', 'be', 'a', 'key', 'hub', 'to', 'accelerate', 'digital', 'iot', 'adoption', 'globally', 'siemens']
['country', 'music', 'band', 'alabamas', 'bassist', 'arrested', 'for', 'possessing', 'marijuana']
['singer', 'sam', 'fender', 'cancels', 'tour', 'because', 'of', 'his', 'mental', 'health']
['xis', '1st', 'foreign', 'visit', 'since', 'covid', 'outbreak', 'to', 'take', 'part', 'in', 'sco', 'summit', 'most', 'important', 'event', 'ahead', 'of', 'cpc', 'congress', 'china']
['north', 'bluru', 'emerges', 'as', 'next', 'growth', 'destination', 'with', 'establishments', 'setting', 'up', 'low', 'cost', 'operations', 'in', 'the', 'area']
['us', 'anchors', 'spiel', 'on', 'british', 'raj', 'leaves', 'shashi', 'tharoor', 'redfaced', 'with', 'anger']
['vc', 'investments', 'fall', '80', 'to', 'a', '19', 'month', 'low', 'in', 'august']
['private', 'equity', 'investments']
['dmk', 'leader', 'a', 'raja', 'stokes', 'controversy', 'over', 'shudra', 'remark']
['election', 'commission', 'declares', '253', 'registered', 'unrecognised', 'political', 'parties', 'as', 'inactive']
['ranveer', 'singh', 'gets', 'accidentally', 'slapped', 'by', 'bodyguard', 'at', 'siima', 'awards', 'this', 'is', 'what', 'happened', 'next']
['36', 'locations', 'being', 'raided', 'by', 'cbi', 'in', 'case', 'linked', 'to', 'j', 'k', 'si', 'recruitment', 'scam']
['emmys', '2022', 'quinta', 'brunson', 'says', 'she', 'might', 'punch', 'jimmy', 'kimmel']
['amazon', 'india', 'wholesale', 'unit', 'revenue', 'jumps', '26', 'losses', 'widen']
['brahmastra', 'sequel', 'coming', 'soon', 'all', 'you', 'need', 'to', 'know']
['jean', 'luc', 'godard', 'dies', 'at', '91', 'top', 'things', 'to', 'know', 'about', 'father', 'of', 'french', 'new', 'wave', 'cinema']
['eat', 'insects', 'to', 'save', 'the', 'planet', 'this', 'academic', 'feels', 'it', 'could', 'help', 'in', 'achieving', 'a', 'sustainable', 'food', 'system']
['states', 'borrowing', 'costs', 'see', 'fourth', 'consecutive', 'weekly', 'fall']
['fans', 'demand', 'selena', 'gomez', 'steve', 'martin', 'and', 'martin', 'short', 'to', 'host', 'oscars', 'after', 'trios', 'emmys', '2022', 'appearance']
['cinema', 'is', 'the', 'most', 'beautiful', 'fraud', '10', 'profound', 'sayings', 'of', 'jean', 'luc', 'godard']
['gold', 'falls', 'rs', '314', 'silver', 'jumps', 'rs', '760']
['moon', 'mission', 'chinese', 'scientists', 'claim', 'discovery', 'of', 'new', 'moon', 'mineral', 'all', 'you', 'need', 'to', 'know']
['republic', 'day', '2023', 'govt', 'proposes', 'india75', 'year', 'of', 'millets', 'nari', 'shakti', 'as', 'themes', 'for', 'tableaux']
['shahid', 'kapoor', 'posts', 'new', 'cute', 'video', 'with', 'his', 'partner', 'in', 'crime', 'mira', 'rajput']
['meity', 'meta', 'join', 'hands', 'to', 'support', 'xr', 'technology', 'based', 'startups', 'across', 'india']
['former', 'rbi', 'dy', 'gov', 'kanungo', 'kaushik', 'dutta', 'join', 'bharatpe', 'board']
['infosys', 'warns', 'against', 'moonlighting', 'amazon', 'wholesales', 'revenue', 'up', '26']
['richa', 'chadha', 'ali', 'fazal', 'will', 'wrap', 'work', 'soon', 'to', 'focus', 'on', 'wedding', 'preparations', 'in', 'delhi', 'mumbai']
['amitabh', 'bachchan', 'rashmika', 'mandanna', 'feature', 'in', 'jaikal', 'mahakals', 'goodbye', 'song', 'watch', 'video']
['jeff', 'bezos', 'blue', 'origin', 'sees', 'first', 'major', 'mishap', 'crewless', 'rocket', 'fails', 'minutes', 'after', 'lift', 'off']
['priyanka', 'chopra', 'gives', 'a', 'peek', 'into', 'her', 'walk', 'in', 'closet', 'in', 'los', 'angeles', 'home']
['armenia', 'azerbaijan', 'deadly', 'border', 'clash', 'kills', 'over', '49', 'details', 'here']
['blackpink', 'dominates', 'billboard', 'charts', 'whistle', 'crosses', '800', 'million', 'views']
['easy', 'to', 'use', 'more', 'effective', 'and', 'cheap', 'nasal', 'covid', 'vaccines', 'can', 'be', 'game', 'changer', 'scientists']
['sanjay', 'dutt', 'back', 'as', 'villain', 'in', 'lokesh', 'kanagarajs', 'next', 'film', 'with', 'thalapathy', 'vijay', 'here', 'are', 'details']
['bajaj', 'holdings', 'announces', '1100', 'percent', 'dividend', 'for', 'fy23']
['samsung', 'galaxy', 's23', 'ultra', 'to', 'be', 'launched', 'soon', 'here', 'are', 'details']
['ranveer', 'singh', 'has', 'always', 'been', 'a', 'style', 'icon', 'actors', 'childhood', 'photo', 'proves', 'it']
['nifty', 'bank', 'key', 'levels', 'to', 'watch', 'out', 'for', 'on', 'wednesday']
['urvashi', 'rautela', 'says', 'sorry', 'to', 'cricketer', 'risabh', 'pant', 'after', 'calling', 'him', 'chotu', 'bhaiyya']
['ukraine', 'braces', 'for', 'vladimir', 'putins', 'unpredictable', 'next', 'move', 'experts']
['aluminum', 'producers', 'seek', 'pmo', 'intervention', 'to', 'direct', 'coal', 'india', 'for', 'prioritising', 'fuel', 'supply']
['brahmastra', 'overtakes', 'baahubali', '2', 'as', 'highest', 'opener', 'in', 'us', 'earns', '2nd', 'spot', 'with', '4', 'mn', 'collection']
['gyanvapi', 'mosque', 'committee', 'consults', 'senior', 'lawyers', 'to', 'challenge', 'lower', 'courts', 'order', 'in', 'hc']
['key', 'suggestions', 'by', 'eepc', 'india', 'at', 'board', 'of', 'trade', 'meeting']
['targeting', 'to', 'developing', '300', 'gati', 'shakti', 'terminals', 'in', 'next', 'five', 'years', 'ashwini', 'vaishnaw']
['major', 'brands', 'like', 'prada', 'cut', 'ties', 'with', 'chinese', 'actor', 'li', 'yifeng', 'after', 'his', 'arrest']
['tech', 'view', 'nifty50', 'takes', 'out', '18k', 'but', 'strength', 'missing']
['time', 'for', 'multilateral', 'institutions', 'to', 'be', 'relevant', 'in', 'post', 'pandemic', 'world', 'nirmala', 'sitharaman']
['chakri', 'lokapriyas', '6', 'top', 'bets', 'in', 'specialty', 'chemicals', 'and', 'cement', 'space']
['india', 'japan', 'conduct', 'sixth', 'edition', 'of', 'maritime', 'exercise', 'jimex']
['bjp', 'activists', 'clash', 'with', 'cops', 'during', 'protest', 'march', 'in', 'bengal', 'several', 'injured']
['realme', 'narzo', '50i', 'prime', 'to', 'get', 'launched', 'at', 'starting', 'price', 'of', 'rs', '7999', 'see', 'where', 'when', 'to', 'buy']
['automatic', 'number', 'plate', 'recognition', 'system', 'could', 'replace', 'toll', 'plazas', 'in', 'future']
['bengaluru', 'surgeon', 'dr', 'sandeep', 'nayak', 'among', 'top', '3', 'winners', 'in', 'international', 'robotic', 'surgery']
['indias', 'august', 'sunflower', 'oil', 'imports', 'up', '89', '6', 'per', 'cent', 'russia', 'argentina', 'major', 'suppliers']
['michael', 'keaton', 'claims', 'first', 'ever', 'emmy', 'for', 'dopesick', 'called', 'out', 'his', 'doubters']
['elon', 'musk', 'posts', 'motivational', 'tweet', 'featuring', 'the', 'rock', 'check', 'here']
['indias', 'ghost', 'malls', 'have', 'caused', 'a', 'loss', 'of', '524', 'million', 'knight', 'frank']
['extreme', 'heat', 'in', 'california', 'knocked', 'out', 'twitters', 'data', 'center', 'says', 'report']
['after', 'baahubali', 'rrr', 'ss', 'rajamoulis', 'next', 'magnum', 'opus', 'with', 'mahesh', 'babu', 'here', 'are', 'details']
['blisters', 'will', 'not', 'stop', 'us', 'we', 'will', 'unite', 'india', 'rahul', 'gandhi', 'says']
['bombay', 'hc', 'dismisses', 'plea', 'filed', 'by', 'jiah', 'khans', 'mother', 'seeking', 're', 'investigation', 'of', 'the', '9', 'yr', 'old', 'case']
['repercussions', 'would', 'have', 'been', 'less', 'grave', 'if', 'govt', 'acted', 'on', 'time', 'during', 'second', 'wave', 'of', 'covid', 'par', 'panel']
['bengaluru', 'flooding', 'karnataka', 'minister', 'warns', 'of', 'noida', 'towers', 'like', 'demolition', 'drive']
['kansas', 'city', 'chiefs', 'former', 'assistant', 'coach', 'britt', 'reid', 'pleads', 'guilty', 'to', 'dwi', 'crash', 'that', 'injured', 'minor', 'read', 'details', 'here']
['ahead', 'of', 'pm', 'narendra', 'modis', 'visit', 'bjp', 'chief', 'jp', 'nadda', 'to', 'tour', 'himachal', 'pradesh']
['punjab', 'aap', 'alleges', 'bjp', 'offered', 'rs', '20', '25', 'cr', 'to', 'its', 'mlas', 'to', 'topple', 'government']
['emmy', 'awards', '2022', 'american', 'actor', 'zendaya', 'sets', 'record', 'watch', 'video']
['actor', 'turned', 'politician', 'krishnam', 'raju', 'passes', 'away', 'at', '83', 'heres', 'how', 'chiranjeevi', 'paid', 'tribute', 'to', 'rebel', 'star']
['arvind', 'kejriwal', 'promises', 'corruption', 'free', 'govt', 'in', 'gujarat', 'if', 'aap', 'comes', 'to', 'power']
['top', 'healthcare', 'companies', 'in', 'india', '2022']
['if', 'fm', 'doesnt', 'see', 'red', 'now', 'she', 'does', 'not', 'represent', 'average', 'family', 'says', 'chidambaram', 'on', 'retail', 'inflation']
['dont', 'ignore', 'persistent', 'back', 'pain', 'or', 'stomach', 'cramps', 'it', 'may', 'be', 'ovarian', 'cancer']
['largecap', 'scrips', 'with', 'high', 'upside', 'potential', 'stock', 'reports', 'plus']
['hotel', 'in', 'gurugram', 'evacuated', 'after', 'bomb', 'threat', 'search', 'underway']
['hcl', 'lays', 'off', '350', 'employees', 'working', 'on', 'microsoft', 'project', 'report']
['jackie', 'stewart', 'expresses', 'grief', 'over', 'demise', 'of', 'queen']
['what', 'will', 'be', 'the', 'safer', 'bet', 'as', 'market', 'rally', 'gathers', 'momentum', 'mahantesh', 'sabarad', 'answers']
['motorola', 'launches', 'edge', '30', 'ultra', 'with', '200', 'mp', 'camera', 'at', 'rs', '60k', 'edge', '30', 'fusion', 'at', 'rs', '43k', 'check', 'out', 'details']
['meta', 'quest', 'pro', 'leaked', 'video', 'reveals', 'headset', 'controller', 'design', 'of', 'metas', 'upcoming', 'virtual', 'reality', 'headset']
['eki', 'lists', 'indias', 'plastic', 'project', 'under', 'global', 'accreditation']
['blackpinks', 'pink', 'venom', 'song', 'from', 'upcoming', 'album', 'born', 'pink', 'still', 'going', 'strong', 'on', 'billboard', 'global', '200', 'chart']
['international', 'chocolate', 'day', '2022', 'here', 'are', 'chocolaty', 'greetings', 'wishes', 'to', 'celebrate', 'this', 'day']
['if', 'there', 'was', 'sdg', 'on', 'covid', '19', 'management', 'india', 'would', 'have', 'shown', 'tremendous', 'success']
['want', 'to', 'buy', 'iphone', '13', 'under', 'rs', '55k', 'flipkarts', 'big', 'billion', 'days', 'sale', '2022', 'may', 'see', 'massive', 'price', 'drop', 'on', 'apple', 'devices']
['swiggy', 'launches', 'skills', 'academy', 'to', 'educate', 'delivery', 'workers', 'and', 'their', 'children']
['xi', 'jinpings', 'visit', 'to', 'kazakhstan', 'under', 'lenses']
['automobile', 'dealers', 'seek', 'protection', 'from', 'loss', 'due', 'to', 'sudden', 'exits', 'of', 'foreign', 'automakers']
['is', 'a', 'new', 'market', 'high', 'likely', 'before', 'diwali', 'heres', 'what', 's', 'krishnakumar', 'has', 'to', 'say']
['caught', 'on', 'camera', 'two', 'students', 'narrowly', 'escape', 'pack', 'of', 'stray', 'dogs', 'in', 'keralas', 'kannur']
['navaratri', '2022', 'know', 'about', 'the', 'nine', 'forms', 'of', 'goddess', 'durga', 'auspicious', 'festival', 'dates']
['sensex', 'jumps', 'over', '450', 'points', 'as', 'bulls', 'continue', 'run', 'for', '4th', 'straight', 'day', 'nifty', 'settles', 'above', '18k', 'after', '5', 'months']
['alstom', 'looks', 'to', 'ramp', 'up', 'india', 'presence', 'focuses', 'on', 'digital', 'talent']
['indias', 'gaganyaan', 'mission', 'likely', 'to', 'be', 'launched', 'in', '2024', 'first', 'test', 'flight', 'this', 'year', 'union', 'minister', 'jitendra', 'singh']
['krbl', 'shares', 'jump', '15', 'record', 'biggest', 'single', 'day', 'gain', 'in', 'over', '4', 'months']
['no', 'shortage', 'of', 'fertilisers', 'in', 'the', 'country', 'says', 'mansukh', 'mandaviya']
['peak', '18k', 'take', 'some', 'contra', 'bets', 'instead', 'of', 'buying', 'with', 'nifty', 'deven', 'choksey']
['amul', 'honours', 'healthcare', 'workers', 'for', 'achieving', '200', 'crore', 'plus', 'covid', '19', 'vaccinations', 'see', 'here']
['sebi', 'wont', 'interfere', 'with', 'ipo', 'pricing', 'process', 'says', 'sebi', 'chief', 'madhabi', 'puri', 'buch', 'but', 'favours', 'better', 'disclosures']
['congress', 'takes', 'a', 'dig', 'at', 'aap', 'over', 'ads', 'calls', 'it', 'arvind', 'advertisement', 'party']
['in', 'india', 'the', 'domestic', 'demand', 'is', 'strong', 'we', 'expect', 'a', 'good', 'second', 'half', 'tv', 'narendran', 'tata', 'steel']
['tiago', 'ev', 'could', 'be', 'tata', 'motors', 'cheapest', 'electric', 'vehicle', 'launch', 'date', 'features', 'and', 'expected', 'price']
['checkout', 'new', 'and', 'upcoming', 'electric', 'bikes', 'in', 'india']
['irs', 'to', 'refund', 'penalties', 'for', '1', '6', 'mn', 'taxpayers', 'who', 'missed', 'deadlines', 'amid', 'covid', '19', 'pandemic', 'check', 'last', 'date', 'to', 'get', 'benefits']
['higher', 'food', 'inflation', 'due', 'to', 'misplaced', 'concerns', 'of', 'future', 'shortages', 'chief', 'economic', 'advisor']
['sebi', 'has', 'no', 'business', 'to', 'suggest', 'ipo', 'pricing', 'of', 'new', 'age', 'tech', 'firms', 'madhabi', 'puri', 'buch']
['gyanvapi', 'case', 'judge', 'an', 'avid', 'learner']
['good', 'news', 'for', 'nris', 'india', 'now', 'accepts', 'cross', 'border', 'payments']
['change', 'in', 'nps', 'pension', 'rules', 'proposed', 'by', 'pfrda', 'how', 'subscribers', 'could', 'gain']
['shane', 'warnes', 'birth', 'anniversary', 'heres', 'a', 'look', 'at', 'some', 'of', 'lesser', 'known', 'facts', 'about', 'the', 'cricketing', 'legend']
['ayurveda', 'yoga', 'effective', 'in', 'treatment', 'of', 'high', 'risk', 'cases', 'of', 'covid', '19', 'iit', 'delhi', 'study']
['mht', 'cet', '2022', 'results', 'on', 'september', '15', 'all', 'you', 'need', 'to', 'know']
['exide', 'industries', 'has', 'strong', 'growth', 'prospects', 'why', 'it', 'is', 'this', 'weeks', 'stock', 'pick']
['how', 'sbi', 'card', 'users', 'can', 'increase', 'their', 'credit', 'card', 'limit']
['gujarat', 'government', 'and', 'vedanta', 'group', 'sign', 'mou', 'to', 'set', 'up', 'semiconductor', 'unit']
['apple', 'triggers', 'esim', 'wave', 'heres', 'all', 'you', 'need', 'to', 'know']
['india', 'post', 'payments', 'bank', 'partners', 'with', 'koo', 'to', 'promote', 'financial', 'literacy', 'in', 'tier', '2', 'tier', '3', 'cities', 'and', 'remote', 'cities']
['spurt', 'in', 'social', 'gatherings', 'post', 'covid', 'is', 'boosting', 'alcohol', 'sales', 'in', 'india']
['how', 'to', 'calculate', 'emi', 'from', 'new', 'home', 'loan', 'interest', 'rates']
['watch', 'little', 'boys', 'earnest', 'apology', 'melts', 'teachers', 'heart']
['karnataka', 'introduces', 'male', 'third', 'gender', 'quota', 'in', 'police', 'constable', 'recruitment']
['lenders', 'of', 'future', 'enterprises', 'appoint', 'a', 'forensic', 'auditor']
['can', 'you', 'convert', 'your', 'savings', 'account', 'to', 'an', 'nre', 'account']
['need', 'to', 'discourage', 'people', 'from', 'buying', 'more', 'cars', 'nitin', 'gadkari']
['rbi', 'holds', 'repo', 'rate', '4', 'ways', 'fd', 'investors', 'can', 'still', 'get', 'higher', 'return', 'on', 'their', 'deposits']
['serentica', 'launches', 'renewable', 'energy', 'platform']
['cic', 'issues', 'show', 'cause', 'notice', 'to', 'cdsco', 'for', 'denial', 'of', 'info', 'on', 'whos', 'suspension', 'on', 'covaxin', 'procurement']
['starbucks', 'to', 'allow', 'members', 'in', 'us', 'to', 'collect', 'buy', 'polygon', 'based', 'nfts', 'read', 'details']
['these', 'nifty50', 'stocks', 'jumped', 'up', 'to', '50', 'as', 'index', 'reclaimed', 'mt', '18k']
['buy', 'chemcon', 'speciality', 'chemicals', 'target', 'price', 'rs', '503', 'hdfc', 'securities']
['fifa', '23', 'player', 'ratings', 'released', 'christiano', 'ronaldo', 'messi', 'slip', 'karim', 'benzema', 'rises', 'know', 'top', '23', 'here']
['procurement', 'management', 'platform', 'procol', 'raises', 'rs', '51', 'crore', 'in', 'funding']
['heavy', 'rains', 'lash', 'mumbai', 'imd', 'issues', 'orange', 'alert', 'for', 'raigad', 'ratnagiri', 'and', 'satara']
['dbs', 'bank', 'sets', 'decarbonisation', 'targets', 'for', 'seven', 'key', 'sectors']
['citi', 'stays', 'upbeat', 'on', 'paytm', 'sees', '35', 'upside', 'potential']
['viral', 'pappadam', 'fight', 'tickles', 'anand', 'mahindras', 'funny', 'bone', 'asks', 'netizens', 'to', 'name', 'the', 'event']
['rising', 'occupancy', 'better', 'room', 'rates', 'augur', 'well', 'for', 'hotel', 'stocks']
['sebi', 'has', 'no', 'business', 'to', 'suggest', 'ipo', 'pricing', 'of', 'new', 'age', 'tech', 'firms', 'madhabi', 'puri', 'buch']
['apple', 'makes', 'iphone', '14', 'series', 'more', 'climate', 'friendly', 'with', 'recycled', 'elements']
['indian', 'and', 'chinese', 'troops', 'disengage', 'from', 'patrolling', 'point', '15', 'in', 'eastern', 'ladakh']
['retailers', 'report', '15', 'growth', 'in', 'sales', 'in', 'august']
['buy', 'mahindra', 'amp', 'mahindra', 'target', 'price', 'rs', '1400', 'prabhudas', 'lilladher']
['top', 'ranked', 'us', 'colleges', 'all', 'cost', 'more', 'than', '55000', 'a', 'year']
['idfc', 'mutual', 'fund', 'launches', 'nifty100', 'low', 'volatility', '30', 'index', 'fund']
['rapper', 'chris', 'kaba', 'what', 'happened', 'to', 'him', 'why', 'is', 'the', 'matter', 'important']
['journalist', 'siddique', 'kappan', 'to', 'remain', 'in', 'jail']
['it', 'looks', 'like', 'indias', 'moment', 'now', 'corporate', 'capex', 'growth', 'to', 'support', 'overall', 'growth', 'of', 'economy', 'dinesh', 'kumar', 'khara', 'sbi']
['add', 'mahanagar', 'gas', 'target', 'price', 'rs', '950', 'hdfc', 'securities']
['did', 'overcharging', 'of', 'e', 'scooters', 'cause', 'secunderabad', 'killer', 'fire', 'probe', 'on']
['heardle', 'music', 'on', 'world', 'off', 'here', 'are', 'clues', 'answer', 'for', 'todays', 'music', 'puzzle']
['best', 'camera', 'for', 'vlogging']
['historic', '1', '8', 'million', 'years', 'old', 'human', 'tooth', 'discovered', 'in', 'georgia', 'watch', 'here']
['90', 'rally', 'over', 'ipo', 'price', 'can', 'this', 'newly', 'listed', 'stock', 'offer', 'further', 'gains']
['law', 'order', 'producers', 'tease', 'essential', 'information', 'about', 'upcoming', 'crossover', 'events', 'check', 'the', 'details']
['wordle', '451', 'check', 'out', 'hints', 'answer', 'for', 'september', '13s', 'puzzle']
['heres', 'an', 'insight', 'into', 'king', 'charles', 'iiis', 'relentless', 'daily', 'life', 'all', 'about', 'how', 'the', 'royal', 'spends', 'his', 'day']
['gujarat', 'apollo', 'hits', 'upper', 'circuit', 'after', 'jv', 'announcement']
['no', 'regrets', 'amala', 'paul', 'reveals', 'why', 'she', 'turned', 'down', 'mani', 'ratnams', 'ponniyin', 'selvan', '1']
['new', 'term', 'life', 'insurance', 'policy', 'launched', 'pay', 'only', 'for', 'benefits', 'you', 'choose', 'check', 'details']
['shreyas', 'chandra', 'to', 'head', 'marketing', 'for', 'merisis', 'opportunities', 'fund']
['buy', 'rico', 'auto', 'industries', 'target', 'price', 'rs', '68', '5', 'hdfc', 'securities']
['vishak', 'nair', 'to', 'play', 'role', 'of', 'sanjay', 'gandhi', 'in', 'kangana', 'ranaut', 'directorial', 'emergency']
['former', 'ufc', 'fighter', 'elias', 'theodorou', 'passes', 'away', 'at', '34']
['lop', 'other', 'bjp', 'leaders', 'detained', 'during', 'protest', 'march', 'to', 'bengal', 'secretariat']
['buy', 'ramkrishna', 'forgings', 'target', 'price', 'rs', '230', 'hdfc', 'securities']
['amazon', 'great', 'indian', 'festival', 'sale', 'massive', 'deals', 'on', 'oppo', 'realme', 'redmi', 'smartphones']
['best', 'coffee', 'maker', 'machines', 'under', '20000']
['koo', 'partners', 'with', 'india', 'post', 'payments', 'bank', 'to', 'drive', 'financial', 'inclusion', 'in', 'remote', 'cities']
['indias', 'oct', 'dec', 'job', 'market', 'outlook', '2nd', 'best', 'globally', 'with', '54', 'companies', 'looking', 'to', 'hire', 'talents', 'survey', 'says']
['delhi', 'development', 'authority', 'puts', 'up', '8500', 'flats', 'for', 'sale', 'in', 'narela', 'under', 'housing', 'scheme']
