['hugs', 'minus', 'kisses', 'an', 'indian', 'press', 'note']
['nse', 'bse', 'advise', 'investors', 'against', 'dealing', 'with', 'entities', 'assuring', 'unreal', 'returns']
['cryptocurrency', 'prices', 'on', 'august', '26', 'bitcoin', 'holds', 'near', '64000', 'altcoins', 'show', 'mixed', 'trends', 'amid', 'rate', 'cut', 'speculation']
['where', 'should', 'you', 'put', 'your', 'money', 'for', 'long', 'term', 'growth', 'madanagopal', 'ramu', 'answers']
['indigo', 'offers', 'flyer', 'rs', '2450', 'for', 'missing', 'bag', 'worth', 'rs', '45000', 'passenger', 'wonders', 'if', 'the', 'plane', 'was', 'leaking', 'bags']
['avoid', 'these', 'roads', 'in', 'delhi', 'due', 'to', 'chehlum', 'and', 'janmashtami', 'processions', 'today', 'check', 'full', 'list', 'here']
['thalavan', 'ott', 'release', 'date', 'update', 'hit', 'malayalam', 'cop', 'drama', 'to', 'stream', 'earlier', 'than', 'announced', 'check', 'plot', 'cast']
['sea', 'urges', 'govt', 'to', 'reconsider', 'decision', 'to', 'extend', 'de', 'oiled', 'rice', 'bran', 'exports', 'ban']
['are', '9', 'to', '5', 'jobs', 'dead']
['demonte', 'colony', '2', 'ott', 'release', 'date', 'out', 'where', 'and', 'when', 'to', 'watch', 'arulnithis', 'horror', 'thriller', 'check', 'plot', 'cast']
['56', 'elss', 'mutual', 'funds', 'fail', 'to', 'beat', 'their', 'benchmarks', 'in', 'three', 'years']
['former', 'actress', 'minu', 'muneer', 'accuses', '4', 'malayalam', 'heavyweights', 'of', 'sexual', 'abuse']
['india', 'adds', 'record', '15', 'gw', 'solar', 'capacity', 'between', 'january', 'and', 'june', 'says', 'report']
['the', 'true', 'cost', 'of', 'education', 'why', 'you', 'cant', 'afford', 'not', 'investing', 'for', 'your', 'kids']
['100', 'm', 'long', 'make', 'in', 'india', 'steel', 'bridge', 'launched', 'in', 'silvassa', 'dadra', 'nagar', 'haveli', 'for', 'bullet', 'train', 'project']
['aap', 'to', 'launch', 'aap', 'ka', 'vidhayak', 'aap', 'ke', 'dwaar', 'campaign', 'from', 'sep', '1', 'in', 'lead', 'up', 'to', 'delhi', 'polls']
['beyond', 'kirana', 'e', 'commerce', 'is', 'winning', 'another', 'front', 'heres', 'what', 'can', 'happen']
['aarti', 'drugs', 'shares', 'zoom', '13', 'as', 'company', 'mulls', 'share', 'buyback']
['jio', 'spent', 'least', 'on', 'dealer', 'commissions', 'branding', 'in', 'fy24']
['your', 'nose', 'may', 'be', 'warning', 'you', 'about', 'serious', 'health', 'issues', 'vital', 'nasal', 'signals', 'you', 'shouldnt', 'miss']
['did', 'bts', 'suga', 'drive', 'to', 'india', 'rappers', 'sincere', 'apology', 'note', 'goes', 'viral', 'due', 'to', 'translation', 'error']
['visa', 'applications', 'in', 'india', 'surpass', 'pre', 'pandemic', 'volumes', 'in', 'first', 'half', 'of', '2024']
['some', 'midcap', 'have', 'higher', 'growth', 'potential', 'due', 'to', 'sectoral', 'tailwinds', '4', 'midcap', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '31']
['bangabandhu', 'to', 'toppled', 'statue', 'mujibur', 'rahmans', 'contested', 'legacy', 'post', 'bangladesh', 'upheaval']
['sri', 'lanka', 'announces', 'visa', 'free', 'access', 'to', 'indians', 'nationals', 'from', '34', 'other', 'countries', 'from', 'october', '31']
['why', 'telegram', 'ceo', 'pavel', 'durov', 'was', 'arrested', 'net', 'worth', 'education', 'controversies', 'and', 'family', 'details']
['karnataka', 'sslc', 'exam', '3', 'result', '2024', 'declared', 'at', 'karresults', 'nic', 'in', 'here', 'is', 'how', 'to', 'check', 'your', 'scores']
['premier', 'energies', 'ipo', 'gmp', 'indicates', 'robust', 'demand', 'ahead', 'of', 'issue', 'opening']
['scheduled', 'food', 'orders', 'to', 'using', 'drones', 'zomato', 'experiments', 'that', 'made', 'headlines']
['reliance', 'power', 'shares', 'tumble', '8', 'in', '2', 'days', 'after', 'sebi', 'restriction']
['akum', 'drugs', 'shares', 'tumble', '5', 'despite', 'posting', 'rs', '60', 'crore', 'q1', 'profit']
['asset', 'light', 'with', 'possible', 'annuity', 'income', 'stream', '5', 'non', 'it', 'services', 'sector', 'stocks', 'with', 'upside', 'potential', 'of', 'up', 'to', '31']
['more', 'anti', 'dumping', 'duties', 'to', 'support', 'local', 'indian', 'chemical', 'companies', 'ajay', 'joshi']
['top', '8', 'indian', 'cities', 'witness', '3', 'sequential', 'rise', 'in', 'housing', 'prices', 'in', 'june', 'quarter']
['mnc', 'employee', 'fired', 'for', 'peeing', 'in', 'hotel', 'lobby', 'seeks', 'rs', '12', 'crore', 'from', 'company']
['buy', 'zomato', 'sell', 'jubilant', 'foodworks', 'dont', 'buy', 'other', 'qsr', 'stocks', 'will', 'this', 'theme', 'continue', 'even', 'longer', 'after', 'swiggy', 'gets', 'listed']
['jammu', 'and', 'kashmir', 'polls', 'bjp', 'candidate', 'list', 'causes', 'confusion', 'backlash']
['unbossing', 'a', 'new', 'workplace', 'trend', 'redefining', 'authority', 'and', 'hierarchies']
['should', 'investors', 'book', 'some', 'profits', 'or', 'just', 'stay', 'invested', 'vinay', 'paharia', 'explains']
['vasant', 'chavan', 'death', 'news', 'nanded', 'mp', 'passes', 'away', 'at', '64']
['daily', 'trading', 'desk', 'short', 'term', 'trading', 'gains', 'a', 'power', 'stock', 'and', 'a', 'pipe', 'maker', 'for', 'a', '6', 'upmove', 'each']
['fm', 'nirmala', 'sitharaman', 'leads', 'high', 'level', 'delegation', 'in', 'talks', 'with', 'singapore', 'president', 'and', 'prime', 'minister']
['anil', 'ambani', 'reviewing', 'sebi', 'order', 'to', 'take', 'appropriate', 'steps', 'statement']
['qantas', 'flight', 'lands', 'with', 'damaged', 'tyre', 'wing', 'accidentally', 'sells', 'business', 'class', 'tickets', 'at', '85', 'discount']
['as', 'bulls', 'push', 'markets', 'higher', 'nifty50', 'stocks', 'analysts', 'suggest', 'buying', 'this', 'week']
['will', 'concessions', 'smooth', 'the', 'path', 'for', 'reliance', 'disneys', '8', '5', 'billion', 'mega', 'merger']
['patel', 'retail', 'garuda', 'construction', 'get', 'sebis', 'nod', 'to', 'float', 'ipos']
['india', 'adds', 'record', '15', 'gw', 'solar', 'capacity', 'in', 'jan', 'jun', 'report']
