['hugs', 'minus', 'kisses', 'an', 'indian', 'press', 'note']
['blackstone', 'gic', 'among', '10', 'bidders', 'in', 'fray', 'for', 'logos', 'indias', 'three', 'assets']
['make', 'those', 'li', 'ion', 'batteries', 'roar']
['all', 'eyes', 'on', 'jammu', 'kashmir', 'as', 'the', 'valley', 'gears', 'up', 'for', 'some', 'election', 'firsts']
['the', 'man', 'in', 'the', 'high', 'castle', 'by', 'philip', 'k', 'dick']
['let', 'wfi', 'work', 'without', 'interference', 'women', 'wrestlers', 'can', 'get', '4', '5', 'medals', 'in', '2028', 'sanjay', 'singh']
['more', 'fixed', 'dose', 'combo', 'drugs', 'may', 'enter', 'ban', 'list']
['homes', 'in', 'top', 'cities', 'getting', 'pricier', 'despite', 'rising', 'supply']
['who', 'is', 'the', 'girlfriend', 'of', 'carlos', 'alcaraz', 'u', 's', 'open', 'favorite', 'linked', 'to', 'these', 'tennis', 'stars']
['star', 'wars', 'outlaws', 'check', 'out', 'release', 'date', 'platforms', 'storyline', 'and', 'gameplay']
['bjp', 'makes', 'rare', 'u', 'turn', 'on', 'jk', 'candidate', 'list', 'due', 'to', 'protests']
['invidi', 'partners', 'hathway', 'den', 'to', 'introduce', 'targeted', 'advertising', 'on', 'digital', 'cable']
['unified', 'pension', 'scheme', 'employees', 'body', 'wants', 'minimum', 'service', 'period', 'cut', 'to', '20', 'years']
['russia', 'fires', 'huge', 'missile', 'drone', 'salvo', 'at', 'ukraines', 'power', 'grid']
['kangana', 'ranaut', 'seeks', 'police', 'help', 'after', 'receiving', 'death', 'threats', 'ahead', 'of', 'emergency', 'release']
['orphan', 'black', 'echoes', 'when', 'will', 'season', '2', 'air', 'release', 'date', 'details']
['israel', 'evacuation', 'orders', 'halt', 'un', 'aid', 'operations', 'in', 'gaza']
['ku', 'klux', 'klan', 'plot', 'to', 'kill', 'barack', 'obama', 'in', '2008', 'heres', 'how', 'fbi', 'stopped', 'it']
['hybrid', 'may', 'lose', 'pull', 'as', 'clean', 'power', 'builds', 'storage', 'says', 'seci', 'chief']
['kolkata', 'doctor', 'rape', 'murder', 'case', 'bjp', 'accuses', 'mamata', 'govt', 'of', 'crime', 'scene', 'mismanagement', 'police', 'deny', 'allegations']
['u', 's', 'polls', 'heres', 'what', 'could', 'sink', 'kamala', 'harris', 'presidential', 'bid']
['lady', 'in', 'the', 'lake', 'season', '2', 'will', 'the', 'apple', 'tv', 'ever', 'get', 'a', 'sequel']
['india', 'is', 'making', 'efforts', 'to', 'explore', 'a', 'third', 'way', 'to', 'address', 'the', 'bipolar', 'war']
['let', 'a', 'thousand', 'beauty', 'pageants', 'bloom']
['curfew', 'clamped', 'after', 'tension', 'grips', 'tripura', 'village']
['xbox', 'series', 'x', 'refresh', 'heres', 'release', 'date', 'price', 'global', 'availability', 'and', 'pre', 'order', 'details', 'of', 'digital', 'only', 'new', 'console']
['bcci', 'introduces', 'prize', 'money', 'for', 'players', 'in', 'all', 'junior', 'and', 'women', 'events']
['centre', 'cuts', 'public', 'grievances', 'redressal', 'time', 'to', '21', 'days']
['when', 'life', 'is', 'enlightening']
['us', 'elections', 'donald', 'trump', 'to', 'skip', 'the', 'presidential', 'debate', 'against', 'kamala', 'harris', 'on', 'september', '10']
['kamala', 'harris', 'takes', '4', 'point', 'overall', 'lead', 'against', 'donald', 'trump', 'in', 'new', 'polling', 'average']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'tuesday']
['are', 'americans', 'smoking', 'less', 'heres', 'what', 'a', 'survey', 'says', 'on', 'when', 'u', 's', 'adults', 'lit', 'up', 'recently']
['special', 'medical', 'stores', 'to', 'be', 'opened', 'in', 'every', 'tehsil', 'for', 'ayush', 'medicines', 'union', 'minister']
['gen', 'fmcgs', 'new', 'khana', 'for', 'older', 'lot']
['jammu', 'and', 'kashmir', 'assembly', 'elections', 'national', 'conference', 'announces', 'first', 'list', 'of', '18', 'candidates']
['canada', 'to', 'cut', 'down', 'on', 'low', 'wage', 'foreign', 'workforce', 'prime', 'minister', 'justin', 'trudeau']
['cci', 'proposes', 'amendments', 'to', 'recruitment', 'rules', 'to', 'enhance', 'efficiency']
['internet', 'is', 'baffled', 'how', 'can', 'an', 'sme', 'with', 'just', '2', 'yamaha', 'showrooms', 'get', '400x', 'ipo', 'subscription']
['india', 'knocked', 'out', 'of', 'saaf', 'u20', 'championship', 'after', 'loss', 'to', 'bangladesh']
['us', 'presidential', 'elections', '2024', 'harris', 'is', 'ahead', 'of', 'trump', 'by', 'a', 'massive', '7', 'points', 'says', 'poll']
['spaceballs', '2', 'josh', 'gad', 'set', 'to', 'play', 'a', 'special', 'role', 'in', 'the', 'upcoming', 'sequel']
['vedanta', 'readies', 'rs', '30000', 'cr', 'war', 'chest', 'to', 'pursue', 'further', 'deleveraging', 'growth']
['who', 'says', 'mpox', 'outbreaks', 'in', 'central', 'africa', 'can', 'be', 'stopped']
['emily', 'in', 'paris', 'season', '4', 'part', '2', 'heres', 'latest', 'trailer', 'what', 'to', 'expect', 'from', 'new', 'season', 'and', 'cast', 'updates']
['avatar', '3', 'when', 'will', 'it', 'release', 'and', 'who', 'will', 'be', 'narrator', 'see', 'release', 'date', 'cast', 'and', 'plot', 'of', 'fire', 'and', 'ash']
['call', 'messaging', 'apps', 'must', 'comply', 'with', 'rules', 'for', 'nations', 'security', 'like', 'telcos', 'coai', 'says']
['heres', 'what', 'ben', 'affleck', 'is', 'missing', 'jennifer', 'lopez', 'shares', 'revenge', 'photo', 'after', 'divorce']
['telangana', 'govt', 'has', 'filled', 'up', '30000', 'vacancies', 'in', '90', 'days', 'to', 'recruit', 'another', '35000', 'cm']
['more', 'than', '1', '36', 'lakh', 'wr', 'and', 'cr', 'employees', 'to', 'benefit', 'from', 'ups', 'officials']
['rescued', 'cat', 'now', 'becomes', 'internet', 'sensation', 'as', 'a', 'barista']
['sobha', 'realty', 'elevates', 'ravi', 'menon', 'as', 'the', 'chairman', 'of', 'sobha', 'group', 'pnc', 'menon', 'to', 'continue', 'as', 'founder']
['jungle', 'cat', 'undergoes', 'timely', 'surgery', 'for', 'jaw', 'fracture', 'multiple', 'lacerations']
['bangladeshi', 'nit', 'student', 'leaves', 'india', 'after', 'controversial', 'social', 'media', 'post']
['plan', 'to', 'build', 'kedarnath', 'temple', 'replica', 'in', 'delhi', 'dropped', 'all', 'you', 'need', 'to', 'know']
['bjp', 'secure', 'two', 'rs', 'seats', 'in', 'assam', 'uncontested']
['rahul', 'gandhi', 'asked', 'about', 'marriage', 'yet', 'again', 'see', 'how', 'he', 'reacted', 'to', 'kashmiri', 'women', 'students', 'question']
['secret', 'level', 'season', '1', 'all', 'you', 'may', 'want', 'to', 'know', 'about', 'anthology', 'shows', 'trailer', 'release', 'date', 'where', 'to', 'watch', 'and', 'featured', 'games']
['ipl', 'kl', 'rahul', 'to', 'stay', 'with', 'lsg', 'here', 'is', 'latest', 'update', 'from', 'skipper', 'and', 'owner', 'sanjiv', 'goenkas', 'meet']
['what', 'went', 'wrong', 'with', 'the', 'bayesian', 'superyacht', 'that', 'sunk', 'off', 'the', 'coast', 'of', 'italy', 'heres', 'a', 'blow', 'by', 'blow', 'account']
['medi', 'assist', 'acquires', 'fairfax', 'backed', 'paramount', 'tpa', 'for', 'rs', '312', 'crore']
['telegram', 'issue', 'it', 'ministry', 'asks', 'mha', 'to', 'check', 'on', 'status', 'violations', 'in', 'indian', 'context']
['fincare', 'business', 'sells', '1', '7', 'pc', 'stake', 'in', 'au', 'sfb', 'for', 'rs', '803', 'cr', 'morgan', 'stanley', 'socgen', 'pick', 'stake']
['moonshot', 'boom', 'behind', 'spurred', 'investment', 'in', 'indias', 'thriving', 'space', 'sector']
['how', 'bearish', 'market', 'predictor', 'marc', 'faber', 'got', 'his', 'name', 'dr', 'doom']
['fssai', 'withdraws', 'advisory', 'on', 'removal', 'of', 'claims', 'of', 'a1', 'a2', 'types', 'of', 'milk', 'milk', 'products']
['humiliation', 'for', 'boeing', 'nasa', 'astronauts', 'rescue', 'by', 'rival', 'startup', 'spacex', 'embarrassing', 'and', 'ill', 'timed']
['hcltech', 'extended', 'its', 'xerox', 'partnership']
['pm', 'modi', 'hm', 'shah', 'assure', 'tripura', 'cm', 'of', 'support', 'in', 'dealing', 'with', 'flooding', 'landslides']
['batenge', 'toh', 'katenge', 'says', 'up', 'cm', 'yogi', 'adityanath', 'at', 'agra', 'event']
['godrej', 'interio', 'to', 'open', '104', 'new', 'stores', 'add', 'over', '2', 'lakh', 'sq', 'ft', 'of', 'retail', 'space', 'in', 'fy25']
['king', 'charles', 'ready', 'to', 'call', 'truce', 'with', 'prince', 'harry', 'heres', 'what', 'reports', 'are', 'saying']
['sme', 'sameera', 'agro', 'and', 'infras', 'board', 'approves', '41', 'bonus', 'share']
['the', 'bachelorette', 'season', '21', 'final', 'contestants', 'revealed', 'when', 'and', 'how', 'to', 'watch', 'episode', '8', 'ahead', 'of', 'the', 'finale']
['aurobindo', 'glenmark', 'fdc', 'recall', 'products', 'in', 'us', 'market', 'over', 'manufacturing', 'issues', 'usfda']
['vedanta', 'readies', 'rs', '30000', 'cr', 'war', 'chest', 'to', 'pursue', 'further', 'deleveraging', 'growth']
['bjps', 'rameswar', 'teli', 'mission', 'ranjan', 'das', 'elected', 'unopposed', 'to', 'rs', 'from', 'assam']
['australia', 'provides', 'legal', 'right', 'to', 'ignore', 'out', 'of', 'hours', 'calls', 'emails', 'from', 'bosses', 'here', 'is', 'all', 'you', 'need', 'to', 'know']
['tata', 'group', 'to', 'hire', '4000', 'women', 'technicians', 'from', 'uttarakhand', 'for', 'tamil', 'nadu', 'and', 'karnataka', 'facilities']
['fraud', 'alert', 'nse', 'cautions', 'investors', 'against', 'entities', 'impersonating', 'reputed', 'financial', 'institutions']
['women', 'escapes', 'unhurt', 'after', 'train', 'passes', 'over', 'her', 'body', 'video', 'goes', 'viral']
['ai', 'now', 'helping', 'in', 'reducing', 'car', 'accidents', 'here', 'is', 'how', 'it', 'works']
['rhea', 'chakraborty', 'seeks', 'marriage', 'tips', 'from', 'aamir', 'khan', 'dangal', 'stars', 'reply', 'is', 'unexpected']
['iconic', 'warner', 'bros', 'is', 'broke', 'heres', 'what', 'nba', 'has', 'claimed']
['bofa', 'aditya', 'birla', 'mf', 'buy', 'shares', 'worth', 'rs', '42', 'crore', 'in', 'debutant', 'interarch', 'building', 'products', 'via', 'block', 'deals']
['bombay', 'hc', 'grants', 'temporary', 'relief', 'to', 'burger', 'king', 'in', 'trademark', 'dispute', 'against', 'pune', 'namesake']
['phonepe', 'revenue', 'bump', 'npci', 'plans', 'bhim', 'makeover']
['443', 'km', 'india', 'bangladesh', 'border', 'in', 'meghalaya', 'is', 'fully', 'secure', 'bsf']
['ex', 'union', 'minister', 'yashwant', 'sinha', 'likely', 'to', 'float', 'political', 'party']
['telegram', 'ceo', 'pavel', 'durov', 'has', 'fathered', '100', 'kids', 'whats', 'the', 'truth']
['indian', 'navys', 'frontline', 'warship', 'mumbai', 'makes', 'first', 'visit', 'to', 'sri', 'lanka']
['mht', 'cet', '2024', 'seat', 'allotment', 'for', 'cap', 'round', '2', 'out', 'at', 'fe2024', 'mahacet', 'org', 'direct', 'link', 'and', 'steps', 'to', 'check']
['dying', 'light', 'the', 'beast', 'heres', 'release', 'date', 'plot', 'gameplay', 'trailer', 'cast', 'and', 'characters']
['wednesday', 'actor', 'jenna', 'ortega', 'reveals', 'why', 'she', 'deleted', 'her', 'account', 'from', 'x']
['one', 'time', 'ups', 'allocation', 'wont', 'have', 'big', 'impact', 'on', 'fiscal', 'math']
['zerodhas', 'nithin', 'kamath', 'flags', 'concerns', 'over', 'fake', 'trading', 'app', 'scams']
['hunter', 'x', 'hunter', 'chapter', '401', 'heres', 'release', 'date', 'where', 'to', 'read', 'and', 'what', 'to', 'expect']
['sven', 'goran', 'eriksson', 'the', 'swede', 'who', 'coached', 'englands', 'national', 'team', 'dies', 'aged', '76']
['cii', 'to', 'hold', 'three', 'day', 'innovation', 'summit', 'in', 'bengaluru', 'from', 'sep', '4']
['yes', 'bank', 'appoints', 'sumit', 'bali', 'country', 'head', 'retail', 'assets', 'and', 'debt', 'management']
['ultratech', 'cement', 'raises', '500', 'million', 'through', 'sustainability', 'linked', 'financing']
['alembic', 'pharma', 'gets', 'usfda', 'nod', 'for', 'generic', 'drug']
['from', 'rockets', 'to', 'airstrikes', 'how', 'the', 'israel', 'hezbollah', 'conflict', 'unfolded', 'in', 'the', 'skies']
['ups', 'the', 'perfect', 'fusion', 'of', 'nps', 'and', 'ops', 'heres', 'what', 'government', 'says']
['spiritual', 'tech', 'startup', 'my', 'tirth', 'india', 'shuts', 'shop', 'due', 'to', 'funds', 'crunch']
['cbi', 'raids', 'rg', 'kar', 'medical', 'college', 'in', 'financial', 'irregularities', 'case']
['student', 'deaths', 'in', 'bangladesh', 'from', 'weapons', 'allegedly', 'used', 'by', 'jamaat', 'e', 'islami']
['skye', 'air', 'mobility', 'partners', 'with', 'caritas', 'hospital', 'to', 'deliver', 'medical', 'supply', 'and', 'diagnostic', 'samples']
['national', 'quantum', 'mission', 'to', 'extend', 'grants', 'to', '15', 'startups', 'chairman', 'ajai', 'chowdhury']
['local', 'emissions', 'in', 'most', 'ncap', 'cities', 'to', 'rise', 'by', 'at', 'least', '11', 'by', '2030', 'shows', 'study']
['rupee', 'ends', 'flat', 'at', '83', '90', 'per', 'us', 'dollar', 'amid', 'steady', 'month', 'end', 'demand']
['what', 'are', 'the', 'cases', 'against', 'telegram', 'ceo', 'pavel', 'durov', 'arrested', 'in', 'france', 'will', 'he', 'be', 'released', 'soon']
['lower', 'qualifying', 'years', 'of', 'service', 'to', '20', 'for', 'assured', 'pension', 'under', 'ups', 'employee', 'representatives']
['escalating', 'conflict', 'hezbollah', 'rockets', 'and', 'israeli', 'strikes', 'intensify', 'regional', 'tensions', 'heres', 'all', 'you', 'need', 'to', 'know']
['kolkata', 'murder', 'rape', 'case', 'main', 'accused', 'gave', 'false', 'and', 'unconvincing', 'answers', 'to', 'cbis', 'polygraph', 'test']
['unified', 'pension', 'scheme', 'to', 'put', 'a', 'rs', '6250', 'cr', 'pressure', 'on', 'govt']
['kingdom', 'come', 'deliverance', '2', 'see', 'release', 'date', 'platforms', 'gameplay', 'storyline', 'and', 'pre', 'order', 'options', 'and', 'editions']
['tech', 'view', 'nifty', 'is', '68', 'points', 'away', 'from', 'a', 'record', 'high', 'heres', 'how', 'to', 'trade', 'on', 'tuesday']
['do', 'not', 'demean', 'the', 'debate', 'on', 'serious', 'issue', 'bjp', 'on', 'rahuls', 'no', 'obc', 'in', 'miss', 'india', 'list', 'remarks']
['youngsters', 'without', 'political', 'background', 'entering', 'politics', 'will', 'strengthen', 'democracy', 'pm', 'modi']
['sunita', 'williams', 'stuck', 'in', 'space', 'till', '2025', 'what', 'will', 'she', 'and', 'butch', 'wilmore', 'do', 'on', 'their', 'extended', 'stay', 'on', 'iss']
['plot', 'to', 'kharge', 'family', 'in', 'aerospace', 'park', 'mb', 'patil', 'defends', 'govt', 'action', 'as', 'bjp', 'mp', 'raises', 'eyebrows']
['hamas', 'leader', 'yahya', 'sinwar', 'afraid', 'and', 'is', 'hiding', 'among', 'palestinians', 'dressed', 'as', 'a', 'woman']
['sexual', 'abuse', 'case', 'at', 'badlapur', 'school', 'thane', 'court', 'remands', 'accused', 'to', '14', 'day', 'judicial', 'custody']
['unified', 'pension', 'scheme', 'who', 'qualifies', 'and', 'whats', 'next', 'for', 'nps', 'subscribers']
['small', 'finance', 'banks', 'credit', 'growth', 'expected', 'to', 'slow', 'down', 'to', '26', 'this', 'fiscal']
['ultratech', 'raises', '500', 'million', 'through', 'sustainability', 'linked', 'financing']
['aarti', 'drugs', 'announces', 'record', 'date', 'for', 'rs', '60', 'crore', 'share', 'buyback']
['interarch', 'building', 'products', 'shares', 'drop', '7', 'post', 'listing']
['balochistan', 'liberation', 'army', 'claims', 'responsibility', 'for', 'killing', '102', 'pakistani', 'soldiers', 'in', 'op', 'herof', 'capturing', 'highways', 'and', 'army', 'camp']
['deepak', 'shenoys', 'capitalmind', 'receives', 'in', 'principle', 'approval', 'from', 'sebi', 'to', 'launch', 'mutual', 'fund']
['tris', 'exhibition', 'highlights', 'indias', 'rich', 'cinematic', 'heritage', 'at', 'delhis', 'habitat', 'centre']
['kisan', 'express', 'splits', 'into', 'two', 'halfway', 'through', 'its', 'journey', 'en', 'route', 'dhanbad', 'passengers', 'recall', 'the', 'chaos']
['fintech', 'firm', 'pop', 'hits', 'monthly', 'run', 'rate', 'of', '1', 'million', 'upi', 'transactions', 'in', 'two', 'months']
['sbi', 'research', 'anticipates', 'q1', 'gdp', 'growth', 'at', '7', '1', 'in', 'line', 'with', 'rbi', 'forecast']
['kpi', 'green', 'energy', 'gets', 'lois', 'for', '13', '30', 'mw', 'green', 'energy', 'projects']
['congress', 'dna', 'is', 'anti', 'public', 'says', 'scindia', 'slams', 'party', 'for', 'opposing', 'mp', 'govts', 'bulldozer', 'action']
['india', 'offers', 'huge', 'opportunity', 'economic', 'trajectory', 'fantastic', 'infosys', 'ceo']
['socioeconomic', 'statusand', 'not', 'urban', 'or', 'rural', 'livinglikely', 'to', 'shape', 'your', 'childs', 'connection', 'to', 'nature', 'study']
['average', 'housing', 'price', 'up', '12', 'annually', 'in', 'apr', 'jun', 'ncr', 'sees', 'maximum', '30', 'appreciation', 'report']
['tcs', 'sees', 'significant', 'senior', 'level', 'exit', 'as', 'north', 'america', 'chairman', 'quits']
['hamko', 'arrest', 'kar', 'ke', 'dikhaao', 'cybercriminals', 'threaten', 'ahmedabad', 'resident', 'scam', 'her', 'of', 'rs', '14000']
['jk', 'assembly', 'polls', 'pm', 'modi', 'led', 'campaign', 'to', 'feature', 'amit', 'shah', 'rajnath', 'singh', 'yogi', 'adityanath', 'and', 'more']
['rohan', 'jaitley', 'late', 'arun', 'jaitleys', 'son', 'may', 'become', 'bcci', 'secretary', 'after', 'jay', 'shah']
['32', 'yr', 'old', 'cancer', 'patient', 'becomes', 'internet', 'icon', 'as', 'she', 'auctions', 'off', 'her', 'last', 'days']
['jailed', 'pearls', 'group', 'cmd', 'nirmal', 'singh', 'bhangoo', 'dies', 'at', 'delhi', 'hospital']
['sensex', 'nifty', 'surge', 'on', 'rally', 'in', 'us', 'markets', 'foreign', 'fund', 'inflows']
['paytm', 'issues', 'clarification', 'on', 'sebi', 'show', 'cause', 'notice', 'says', 'not', 'a', 'new', 'development']
['crpf', 'trooper', 'kills', 'self', 'with', 'ak', '47', 'rifle', 'in', 'chhattisgarhs', 'dantewada']
['niit', 'shares', 'hit', '20', 'upper', 'circuit', 'after', 'ramesh', 'damani', 'acquires', 'stake']
['sbi', 'research', 'anticipates', 'q1', 'gdp', 'growth', 'at', '7', '1', 'in', 'line', 'with', 'rbi', 'forecast']
['interglobe', 'forays', 'into', 'europe', 'opens', 'boutique', 'lifestyle', 'miiro', 'hotels', 'in', 'paris', 'barcelona']
['who', 'is', 'tamil', 'actress', 'megha', 'akashs', 'fiance', 'sai', 'vishnu', 'rajinikanth', 'to', 'attend', 'their', 'wedding']
['jammu', 'and', 'kashmir', 'elections', 'bjp', 're', 'releases', 'list', 'for', 'first', 'phase', 'with', 'only', '15', 'names']
['how', 'will', 'sunita', 'williams', 'body', 'have', 'changed', 'when', 'she', 'returns', 'from', 'space', 'in', 'february', '2025']
['powells', 'rate', 'cut', 'hint', 'fuels', '612', 'point', 'sensex', 'rally', 'market', 'cap', 'swells', 'by', 'rs', '2', '3', 'lakh', 'crore']
['sit', 'on', 'black', 'money', 'to', 'submit', 'interim', 'report', 'to', 'supreme', 'court', 'within', '15', 'days']
['mamaearth', 'shares', 'jump', '14', 'hit', 'all', 'time', 'high', 'heres', 'why']
['phonepe', 'group', 'posts', 'rs', '197', 'crore', 'profit', 'for', 'fy24']
['ask', 'property', 'fund', 'divests', 'its', 'investment', 'in', 'a', '49', 'acre', 'shriram', 'properties', 'projects']
['paytm', 'shares', 'drop', 'over', '9', 'following', 'report', 'of', 'sebis', 'show', 'cause', 'notice', 'to', 'vijay', 'shekhar', 'sharma']
['flying', 'first', 'class', 'a', 'guide', 'to', 'the', 'best', 'private', 'jets', 'for', 'every', 'journey']
['over', '23', 'lakh', 'govt', 'employees', 'under', 'nps', 'get', 'option', 'to', 'choose', 'unified', 'pension', 'scheme']
['cbi', 'conducts', 'second', 'round', 'of', 'polygraph', 'tests', 'on', 'rg', 'kar', 'hospital', 'ex', 'principal', 'others']
['telangana', 'cid', 'files', 'cases', 'against', '17', 'hospitals', 'for', 'chief', 'minister', 'relief', 'fund', 'fraud']
['us', 'elections', 'kamala', 'harris', 'barack', 'obama', 'and', 'the', 'cost', 'of', 'running', 'for', 'president', 'while', 'black']
['what', 'to', 'do', 'with', 'sbi', 'ril', 'nykaa', 'and', '4', 'other', 'stocks', 'aamar', 'deo', 'of', 'angel', 'one', 'decodes']
['ola', 'electric', 'shares', 'under', 'pressure', 'nosedive', '22', 'in', '5', 'days']
['suits', 'sayings', 'intellectual', 'pursuits']
['chhattisgarh', 'govt', 'recommends', 'cbi', 'probe', 'into', 'mahadev', 'betting', 'app', 'scam']
['dates', 'changed', 'but', 'everyone', 'with', 'offer', 'will', 'join', 'infosys', 'ceo', 'on', '2022', 'batch', 'oboarding', 'delays']
