['godfrey', 'phillips', 'indias', 'net', 'profit', 'sees', 'two', 'fold', 'jump', 'to', 'rs', '112', 'cr', 'in', 'jun', 'quarter']
['pnb', 'scam', 'cbi', 'grants', 'interim', 'bail', 'to', 'vipul', 'chitalia']
['over', '50', 'lakh', 'indians', 'travelled', 'by', 'air', 'in', 'july', '61', 'higher', 'than', 'june']
['gold', 'jumps', 'by', 'rs', '222', 'silver', 'rises', 'to', 'rs', '61045']
['kandahars', 'fall', 'signals', 'americas', 'stark', 'failure', 'in', 'afghanistan']
['cci', 'approves', 'zomatos', '100', 'million', 'investment', 'in', 'grofers']
['bill', 'gates', 'offers', '1', '5', 'bn', 'in', 'climate', 'help', 'but', 'has', 'one', 'request']
['swiggy', 'reports', 'nearly', 'three', 'fold', 'increase', 'in', 'annual', 'revenue', 'in', 'neck', 'and', 'neck', 'race', 'with', 'zomato']
['private', 'market', 'intelligence', 'firm', 'tracxn', 'files', 'for', 'an', 'ipo']
['facebook', 'delays', 'workers', 'return', 'to', 'office', 'as', 'covid', 'cases', 'surge']
['chair', 'not', 'as', 'neutral', 'as', 'it', 'should', 'be', 'chidambaram']
['forex', 'reserves', 'rise', 'by', '889', 'mn', 'to', 'lifetime', 'high', 'of', '621', '464', 'bn']
['apparel', 'exporters', 'body', 'hails', 'extension', 'of', 'tax', 'rebate', 'scheme', 'says', 'move', 'to', 'push', 'textile', 'exports']
['auto', 'scrappage', 'policy', 'will', 'boost', 'vehicle', 'sales', 'create', 'jobs', 'nitin', 'gadkari']
['vehicle', 'scrappage', 'policy', 'will', 'promote', 'circular', 'economy', 'pm', 'modi']
['whats', 'next', 'for', 'caitlyn', 'jenner', 'reality', 'tv', 'star', 'avoids', 'talk', 'of', 'book', 'tv', 'deals']
['west', 'bengal', 'second', 'highest', 'in', 'people', 'consuming', 'alcohol', 'after', 'uttar', 'pradesh', 'study']
['exports', 'up', '49', '85', 'pc', 'in', 'july', 'to', 'usd', '35', '43', 'bn', 'trade', 'deficit', 'at', 'usd', '10', '97', 'bn']
['keeping', 'old', 'cars', 'under', 'the', 'new', 'vehicle', 'scrappage', 'policy', 'will', 'cost', 'you', 'dearly']
['chez', 'hamdani', 'is', 'buzzing', 'how', 'yemeni', 'fish', 'became', 'multicultural', 'countrys', 'national', 'dish']
['rosctl', 'extension', 'first', 'step', 'towards', '400', 'bn', 'export', 'target', 'aepc']
['relief', 'for', 'twitter', 'softbank', 'bullish', 'on', 'india']
['mobikwik', 'appoints', 'four', 'independent', 'directors', 'to', 'its', 'board', 'ahead', 'of', 'ipo']
['cricket', 'world', 'cup', 'winning', 'u19', 'india', 'captain', 'unmukt', 'chand', 'calls', 'it', 'a', 'day']
['market', 'movers', 'quality', 'turns', 'the', 'table', 'tata', 'steel', 'plays', 'bull', 'markets', 'poster', 'boy']
['20', 'states', 'carrying', 'forward', 'rs', '2', '6', 'lakh', 'cr', 'of', 'debt', 'money', 'into', 'fy22', 'report']
['deepika', 'padukone', 'hrithik', 'roshan', 'starrer', 'fighter', 'to', 'hit', 'theatres', 'in', 'january', '2023']
['tata', 'motors', 'ties', 'up', 'with', 'gujarat', 'govt', 'to', 'support', 'setting', 'up', 'of', 'vehicle', 'scrapping', 'centre', 'in', 'ahmedabad']
['central', 'board', 'of', 'rbi', 'reviews', 'current', 'economic', 'situation']
['centre', 'notifies', 'amended', 'rules', 'for', 'single', 'use', 'plastic', 'items']
['nadir', 'godrej', 'to', 'take', 'over', 'as', 'chairman', 'of', 'godrej', 'industries', 'adi', 'godrej', 'steps', 'down']
['wealth', 'creation', 'to', 'secure', 'future', 'financial', 'needs', 'tops', 'priority', 'for', 'young', 'investors', 'survey']
['tech', 'view', 'nifty50', 'overbought', 'but', 'sends', 'out', 'buy', 'signal', 'on', 'weekly', 'macd']
['corrupt', 'local', 'police', 'officers', 'facilitated', 'jaish', 'terrorists', 'entry', 'into', 'pathankot', 'airbase', 'book']
['tmc', 'likely', 'to', 'join', 'sonia', 'gandhis', 'virtual', 'meet', 'for', 'opposition', 'leaders']
['govt', 'extends', 'bidding', 'deadline', 'for', 'rinl', 'transaction', 'advisors', 'till', 'august', '26']
['serum', 'institutes', 'cyrus', 'poonawalla', 'says', 'mixing', 'vaccine', 'is', 'a', 'bad', 'bad', 'idea']
['multi', 'layered', 'security', 'arrangements', 'at', 'red', 'fort', 'for', 'independence', 'day']
['the', 'misunderstood', 'product', 'manager']
['clarify', 'stand', 'on', 'action', 'against', 'some', 'accounts', 'ncp', 'leader', 'nawab', 'malik', 'tells', 'twitter']
['shivaji', 'maharajs', 'hindavi', 'swarajya', 'finest', 'example', 'of', 'good', 'governance', 'pm', 'modi']
['autobiographies', 'biographies', 'are', 'axis', 'my', 'india', 'cmds', 'gateway', 'to', 'self', 'development', 'learning']
['bull', 'run', 'in', 'drug', 'stocks', 'face', 'first', 'hurdle', 'as', 'old', 'headache', 'returns']
['india', 'fields', 'technology', 'to', 'boost', 'farmers', 'crop', 'yields']
['a', 'single', 'account', 'holder', 'can', 'withdraw', 'a', 'joint', 'bank', 'fd', 'prematurely', 'heres', 'how', 'it', 'works', 'and', 'should', 'you', 'go', 'for', 'it']
['india', 'removes', 'anti', 'dumping', 'duty', 'on', 'viscose', 'staple', 'fibres']
['sbi', 'mutual', 'fund', 'launches', 'balanced', 'advantage', 'fund']
['nickel', 'futures', 'slide', 'on', 'tepid', 'demand']
['travel', 'platform', 'ixigo', 'files', 'for', 'rs', '1600', 'crore', 'ipo']
['rupee', 'ends', 'flat', 'at', '74', '24', 'against', 'us', 'dollar']
['crude', 'oil', 'futures', 'dip', 'on', 'weak', 'spot', 'demand']
['russian', 'defence', 'minister', 'praises', 'cooperation', 'with', 'china', 'at', 'joint', 'wargames']
['copper', 'futures', 'rise', 'on', 'spot', 'demand']
['guar', 'seed', 'futures', 'rise', 'on', 'fresh', 'bets']
['had', 'to', 'fall', 'at', 'bureaucrats', 'feet', '50', 'years', 'ago', 'but', 'red', 'tape', 'licence', 'raj', 'came', 'down', 'under', 'modi', 'govt', 'cyrus', 'poonawalla']
['rahul', 'gandhi', 'accuses', 'twitter', 'of', 'being', 'biased', 'and', 'interfering', 'in', 'indias', 'political', 'process']
['pakistan', 'security', 'forces', 'clash', 'with', 'afghans', 'at', 'chaman', 'border', 'shut', 'by', 'taliban']
['soybean', 'futures', 'rise', 'on', 'fresh', 'bets']
['domestic', 'exporters', 'should', 'focus', 'on', 'quality', 'of', 'agricultural', 'products', 'vijay', 'raghavan']
['investors', 'richer', 'by', 'rs', '1', '35', 'lakh', 'cr', 'as', 'sensex', 'surges', '593', 'pts']
['new', 'it', 'rules', 'unless', 'there', 'is', 'liberty', 'of', 'thought', 'one', 'cant', 'express', 'oneself', 'says', 'bombay', 'hc']
['after', 'twitter', 'ncpcr', 'demands', 'action', 'against', 'instagram', 'profile', 'of', 'rahul', 'gandhi']
['noida', 'metro', 'to', 'run', 'on', 'saturdays', 'too', 'as', 'up', 'govt', 'lifts', 'curfew']
['healthcare', 'sector', 'has', 'a', '10', '15', 'year', 'clear', 'growth', 'runway', 'abhay', 'agarwal']
['fo', 'niftys', 'trading', 'range', 'shifts', 'to', '16250', '16750', 'bulls', 'are', 'in', 'control']
['coriander', 'futures', 'decline', 'on', 'low', 'demand']
['uddhav', 'thackeray', 'to', 'attend', 'opposition', 'meeting', 'called', 'by', 'sonia', 'gandhi']
['a', 'scarcity', 'premium', 'on', 'tech', 'talent', 'may', 'work', 'against', 'india']
['rbi', 'to', 'hike', 'rates', 'starting', 'early', '2022', 'take', 'more', 'steps', 'towards', 'policy', 'normalization', 'analysts']
['flipkart', 'expands', 'grocery', 'services', 'to', 'tamil', 'nadu', 'and', 'kerala']
['burger', 'king', 'india', 'q1', 'results', 'net', 'loss', 'narrows', 'on', 'year', 'sales', 'rise', '289']
['yogi', 'adityanath', 'reviews', 'situation', 'in', 'flood', 'affected', 'districts', 'in', 'uttar', 'pradesh']
['governor', 'obligated', 'to', 'accept', 'or', 'reject', 'proposal', 'in', 'reasonable', 'time', 'bombay', 'high', 'court', 'on', 'mlcs', 'nomination', 'row']
['akzo', 'nobel', 'india', 'q1', 'results', 'paints', 'major', 'reports', 'profit', 'of', 'rs', '76', 'cr']
['independence', 'day', '2021', 'what', 'does', 'august', '15', 'mean', 'to', 'indians']
['we', 'have', 'to', 'keep', 'our', 'unity', 'integrity', 'intact', 'cds', 'general', 'bipin', 'rawat']
['cafe', 'norms', 'not', 'a', 'right', 'time', 'to', 'implement', 'next', 'stage', 'of', 'emission', 'norms', 'says', 'maruti', 'suzuki', 'chairman', 'rc', 'bhargava']
['rahul', 'gandhi', 'shown', 'the', 'door', 'from', 'only', 'place', 'he', 'was', 'active', 'bjp', 'on', 'his', 'twitter', 'account', 'suspension']
['heading', 'into', 'second', 'phase', 'of', 'bull', 'market', '2021', 'may', 'be', 'a', 'repeat', 'of', '2004', '2010', 'atul', 'suri']
['no', 'decision', 'on', 'stake', 'sale', 'in', 'petronet', 'igl', 'yet', 'bpcl']
['global', 'crypto', 'market', 'hits', '2', 'tn', 'bitcoin', 'surges', 'again']
['rajnath', 'singh', 'launches', 'multiple', 'events', 'to', 'mark', '75th', 'anniversary', 'of', 'independence']
['ker', 'police', 'comes', 'up', 'with', 'countrys', 'first', 'drone', 'forensic', 'lab', 'and', 'research', 'centre']
['bharti', 'airtel', 'and', 'jio', 'conclude', 'spectrum', 'trading', 'agreement']
['central', 'bank', 'of', 'india', 'identifies', '350', 'branches', 'in', 'coastal', 'areas', 'for', 'aqua', 'financing']
['daily', 'indigo', 'flights', 'connecting', 'gwalior', 'with', 'indore', 'delhi', 'from', 'september', '1', 'civil', 'aviation', 'minister', 'jyotiraditya', 'scindia']
['india', 'exports', 'first', 'consignment', 'of', 'five', 'unique', 'apple', 'varieties', 'from', 'himachal', 'pradesh', 'to', 'bahrain']
['wockhardt', 'inks', 'pact', 'to', 'produce', 'supply', 'sputnik', 'vaccine', 'against', 'covid', '19', 'to', 'dubai', 'based', 'enso', 'healthcare']
['tamil', 'nadu', 'cuts', 'petrol', 'prices', 'by', 'rs', '3', 'after', 'reduction', 'in', 'state', 'taxes']
['ujjivan', 'will', 'reverse', 'merge', 'stabilise', 'and', 'then', 'go', 'for', 'universal', 'licence', 'samit', 'ghosh']
['arvind', 'kejriwal', 'expected', 'to', 'inaugurate', 'delhis', 'first', 'smog', 'tower', 'on', 'august', '23']
['china', 'shares', 'end', 'lower', 'as', 'chipmakers', 'drag', 'post', 'weekly', 'gain']
['puravankara', 'q1', 'results', 'net', 'profit', 'zooms', '1024', 'to', 'rs', '155', 'cr', 'sales', 'rise', '184']
['india', 'probes', 'lts', 'employee', 'welfare', 'arm', 'for', 'alleged', 'fraud']
['voda', 'idea', 'md', 'ravinder', 'takkar', 'thanks', 'users', 'for', 'support', 'avoids', 'crisis', 'mention']
['tinder', 'focuses', 'on', 'user', 'well', 'being', 'with', 'launch', 'of', 'safety', 'center', 'in', 'india']
['acmes', '2', '7', 'billion', 'india', 'solar', 'push', 'seeks', 'to', 'draw', 'foreign', 'cash']
['nikkei', 'slips', 'as', 'chip', 'stocks', 'weigh', 'posts', 'second', 'weekly', 'gain']
['grasim', 'q1', 'results', 'firm', 'reports', 'net', 'profit', 'of', 'rs', '482', 'crore', 'beats', 'estimates', 'sales', 'jump', '182']
['commodity', 'strategies', 'gold', 'silver', 'crude', 'base', 'metals']
['whats', 'behind', 'the', 'rally', 'in', 'paper', 'stocks']
['australia', 'shares', 'close', 'week', 'at', 'record', 'high', 'on', 'healthcare', 'boost']
['accommodative', 'central', 'banks', 'and', 'hawkish', 'markets', 'an', 'unusual', 'twist']
['twelve', 'nations', 'decide', 'not', 'to', 'recognise', 'any', 'afghan', 'government', 'imposed', 'by', 'force']
['no', 'decision', 'on', 'stake', 'sale', 'in', 'petronet', 'igl', 'yet', 'bpcl']
['freshworks', 'announces', 'resolve', 'a', 'summit', 'for', 'digital', 'first', 'customer', 'experience', 'featuring', 'prominent', 'indian', 'brands']
['hoping', 'franchise', 'contribution', 'to', 'overall', 'revenue', 'will', 'double', 'in', 'next', 'few', 'years', 'bata', 'ceo', 'gunjan', 'shah']
['air', 'travel', 'becomes', 'costlier', 'govt', 'raises', 'caps', 'on', 'domestic', 'airfares', 'by', '9', '83', '12', '82', 'pc']
['pm', 'modi', 'launches', 'vehicle', 'scrappage', 'policy', 'aims', 'to', 'generate', '35000', 'jobs', 'and', 'attract', '10000', 'crore', 'investment']
['tata', 'power', 'renewable', 'energy', 'commissions', '100', 'mw', 'solar', 'project', 'in', 'gujarat']
['assam', 'mizoram', 'clash', 'site', 'now', 'no', 'mans', 'land']
['us', 'aircraft', 'carriers', 'successful', 'trial', 'test', 'may', 'blunt', 'chinas', 'killer', 'missile', 'threat', 'report']
['stablecoins', 'risks', 'regulatory', 'imperatives']
['dragoneer', 'zetas', 'bhavin', 'turakhia', 'participated', 'in', 'unacademys', 'latest', 'funding', 'round']
['independence', 'day', 'celebrations', 'icg', 'to', 'hoist', 'national', 'flag', 'at', '100', 'islands', 'across', 'country']
['afghanistan', 'spiralling', 'into', 'failed', 'state', 'where', 'al', 'qaeda', 'will', 'thrive', 'uk']
['sports', 'minister', 'anurag', 'thakur', 'launches', 'fit', 'india', 'freedom', 'run', '2', '0']
['tata', 'steel', 'q1', 'results', 'co', 'reports', 'consolidated', 'pat', 'at', 'rs', '9768', 'cr', 'beats', 'estimate']
['maharashtra', 'over', '9700', 'houses', '45', 'buildings', 'more', 'than', '3700', 'shops', 'damaged', 'in', 'mahad', 'due', 'to', 'july', 'floods']
['explainer', 'a', 'short', 'history', 'of', 'taliban', 'and', 'its', 'origins']
['iaf', 'chief', 'attends', 'conference', 'of', 'maintenance', 'command', 'bats', 'for', 'embracing', 'modern', 'technology']
['two', 'major', 'covid', 'clusters', 'emerge', 'in', 'chennai']
['everything', 'is', 'for', 'you', 'janhvi', 'khushi', 'kapoor', 'remember', 'mother', 'sridevi', 'on', 'her', 'birth', 'anniversary']
['maharashtra', 'reports', 'third', 'death', 'in', 'state', 'from', 'delta', 'plus', 'covid', '19']
['what', 'next', 'for', 'afghanistan', 'as', 'taliban', 'rise', 'again']
['india', 'may', 'vaccinate', '70', 'of', 'eligible', 'population', 'by', 'mid', 'march', '2022', 'sbi', 'report']
['opposed', 'to', 'any', 'force', 'using', 'terrorism', 'to', 'seek', 'geopolitical', 'gains', 'china', 'on', 'pakistans', 'bus', 'blast', 'probe']
['ducati', 'india', 'launches', 'superbikes', 'xdiavel', 'dark', 'xdiavel', 'black', 'star', 'starting', 'at', 'rs', '18', 'lakh']
['us', 'uk', 'to', 'launch', 'evacuation', 'flights', 'as', 'taliban', 'advance', 'across', 'afghanistan']
['voda', 'idea', 'says', 'it', 'may', 'shut', 'shop', 'if', 'agr', 'errors', 'are', 'not', 'corrected']
['sensex', 'hits', '55k', 'in', 'early', 'trade', 'nifty', 'tops', '16400', 'hcc', 'jumps', '5', 'gmm', 'pfaudler', 'drops', '5']
['ministry', 'of', 'tourism', 'urges', 'states', 'to', 'drop', 'mandatory', 'rt', 'pcr', 'clause', 'for', 'fully', 'vaccinated', 'tourists']
['zensar', 'expands', 'ties', 'with', 'city', 'of', 'san', 'diego', 'with', 'multi', 'year', 'contract']
['trouble', 'in', 'paradise', 'as', 'many', 'midcap', 'smallcap', 'stocks', 'enter', 'bear', 'market']
['we', 'are', 'living', 'through', 'the', 'strongest', 'demand', 'environment', 'in', 'many', 'sectors', 'in', '20', 'years', 'saurabh', 'mukherjea']
['mumbais', 'first', 'delta', 'fatality', 'is', 'fully', 'vaccinated', 'woman', '63']
['pe', 'vc', 'funds', 'boost', 'investment', 'teams', 'with', 'flurry', 'of', 'hirings']
['buy', 'power', 'finance', 'corporation', 'target', 'price', 'rs', '191', 'icici', 'securities']
['u', 's', 'embassy', 'in', 'kabul', 'urges', 'u', 's', 'citizens', 'to', 'leave', 'afghanistan', 'immediately']
['add', 'dalmia', 'bharat', 'target', 'price', 'rs', '2100', 'icici', 'securities']
['obc', 'bill', 'key', 'things', 'about', 'the', 'bill', 'that', 'seeks', 'to', 'undo', 'supreme', 'courts', 'recent', 'quota', 'order']
['royal', 'enfield', 'ceo', 'vinod', 'dasari', 'resigns', 'in', 'just', '2', 'years', 'b', 'govindarajan', 'to', 'take', 'charge', 'as', 'ed']
['battle', 'of', 'routes', 'in', 'ladakh', 'as', 'taxi', 'drivers', 'from', 'kargil', 'not', 'allowed', 'to', 'ply', 'in', 'leh', 'hunger', 'strike', 'continues']
['dmk', 'presents', 'paperless', 'budget', 'aiadmk', 'boycotts']
['buy', 'mishra', 'dhatu', 'nigam', 'target', 'price', 'rs', '274', 'icici', 'securities']
['taliban', 'press', 'advance', 'after', 'capturing', 'two', 'major', 'afghan', 'cities']
['india', 'logs', '40120', 'fresh', 'coronavirus', 'infections', 'active', 'cases', 'lowest', 'since', 'march', '2020']
['edtech', 'startup', 'beyondskool', 'appoints', 'nimit', 'jaiswal', 'as', 'chief', 'growth', 'officer']
['rupee', 'falls', '3', 'paise', 'against', 'us', 'dollar']
['buy', 'ptc', 'india', 'target', 'price', 'rs', '150', 'icici', 'securities']
['infibeam', 'avenues', 'is', 'looking', 'to', 'acquire', 'a', 'point', 'of', 'sale', 'company']
['gold', 'rate', 'today', 'yellow', 'metal', 'marginally', 'up', 'silver', 'declines', 'by', 'rs', '5000', 'in', 'a', 'week']
['top', 'cryptocurrency', 'prices', 'today', 'dogecoin', 'ethereum', 'decline', 'cardano', 'gains', '6']
['taliban', 'take', 'kandahar', 'herat', 'in', 'major', 'afghanistan', 'offensive']
['buy', 'mas', 'financial', 'services', 'target', 'price', 'rs', '1000', 'motilal', 'oswal']
['it', 'in', 'a', 'multi', 'year', 're', 'rating', 'phase', 'for', 'next', '5', '10', 'years', 'sudip', 'bandyopadhyay']
['cartrade', 'tech', 'ipo', 'allotment', 'status', 'heres', 'how', 'to', 'check', 'it']
['buy', 'gujarat', 'state', 'petronet', 'target', 'price', 'rs', '500', 'motilal', 'oswal']
['for', 'the', 'first', 'time', 'india', 'opens', 'doors', 'for', 'genetically', 'modified', 'soyameal', 'imports', 'for', 'poultry']
['how', 'saudi', 'arabias', 'neom', 'aims', 'to', 'be', 'bollywoods', 'next', 'powerhouse', 'production', 'partner']
['messi', 'psg', 'crypto', 'andy', 'murray', 'crypto', 'cryptocurrencies', 'sports', 'and', 'gaming', 'take', 'this', 'quiz']
['tom', 'hardy', 'starrer', 'venom', 'let', 'there', 'be', 'carnage', 'release', 'delayed', 'due', 'to', 'covid', 'cases', 'rise', 'in', 'the', 'us']
['buy', 'ashoka', 'buildcon', 'target', 'price', 'rs', '160', 'motilal', 'oswalnbsp']
['nucleus', 'software', 'plunges', '15', 'after', 'poor', 'june', '2021', 'quarter']
['roads', 'flooded', 'with', 'vehicles', 'families', 'having', 'only', '1', 'flat', 'shouldnt', 'be', 'allowed', 'to', 'own', '4', '5', 'cars', 'high', 'court']
['i', 'was', 'reminded', 'that', 'when', 'twitter', 'offered', 'some', 'wisdom', 'to', 'anand', 'mahindra']
['six', 'listed', 'retailers', 'let', 'go', 'of', '13600', 'in', 'fy21']
['retirement', 'of', 'justice', 'nariman', 'may', 'give', 'tail', 'wind', 'to', 'stalled', 'judge', 'selection']
['hapag', 'lloyd', 'sees', 'no', 'let', 'up', 'in', 'tight', 'shipping', 'capacity']
['buy', 'lemon', 'tree', 'hotels', 'target', 'price', 'rs', '57', 'motilal', 'oswalnbsp']
['how', 'to', 'port', 'your', 'airtel', 'to', 'vodafone', 'idea', 'vi']
['dmk', 'presents', 'paperless', 'budget', 'aiadmk', 'boycotts']
['green', 'ministry', 'drops', 'antibiotic', 'effluent', 'limits', 'from', 'new', 'rules']
['sudhir', 'kumar', 'saxena', 'appointed', 'secretary', 'security', 'cabinet', 'secretariat']
['why', 'only', 'buyback', 'may', 'help', 'itc', 'now', 'sandip', 'sabharwal', 'explains']
['india', 'wants', 'tesla', 'sourcing', 'plans', 'roadmap', 'before', 'any', 'tax', 'breaks']
['mumbai', 'court', 'rejects', 'gandii', 'baat', 'actress', 'gehana', 'vasisths', 'anticipatory', 'bail', 'plea', 'in', 'pornography', 'case']
