['karnataka', 'law', 'varsity', 'exams', 'postponed', 'amid', 'covid', 'scare']
['mini', 'lockdowns', 'dampening', 'forecasting', 'of', 'demand', 'inventory', 'and', 'production', 'says', 'india', 'inc']
['ios', '14', 'will', 'allow', 'users', 'to', 'control', 'their', 'information', 'facebook', 'fears', 'update', 'to', 'severely', 'impact', 'ads']
['andhra', 'high', 'court', 'extends', 'status', 'quo', 'on', 'three', 'capitals', 'row', 'till', 'september', '21']
['fo', 'major', 'nifty', 'trend', 'positive', 'buying', 'interest', 'on', 'declines', 'to', 'help', 'next', 'leg', 'of', 'rally']
['narcotics', 'bureau', 'reveals', 'rhea', 'chakraborty', 'was', 'using', 'sushants', 'funds', 'for', 'drugs', 'shares', 'conversations']
['does', 'a', 'face', 'mask', 'protect', 'me', 'or', 'just', 'the', 'people', 'around', 'studies', 'show', 'masks', 'reduce', 'infection', 'risk']
['can', 'foodpreneurs', 'be', 'friends', 'its', 'all', 'about', 'collaboration', 'not', 'competition', 'in', 'covid', 'times', 'for', 'these', 'bigwigs']
['jackson', 'holes', 'greatest', 'hits', 'keep', 'focus', 'on', 'feds', 'annual', 'retreat']
['g', '20', 'goods', 'trade', 'decline', 'in', 'second', 'quarter', 'steepest', 'since', '2009', 'crisis', 'oecd']
['gold', 'prices', 'today', 'slip', 'ahead', 'of', 'us', 'fed', 'chairmans', 'speech']
['market', 'movers', 'realty', 'stocks', 'soar', 'indusind', 'bank', 'jumps', '79', 'stocks', 'blink', 'sell']
['worlds', 'fastest', 'internet', 'speed', 'achieved', 'can', 'download', 'entire', 'netflix', 'library', 'in', 'a', 'second', 'say', 'scientists']
['reliance', 'retail', 'ltd', 'warns', 'of', 'fake', 'jiomart', 'websites', 'seeking', 'franchisees']
['covid', '19', 'hong', 'kong', 'researchers', 'report', 'first', 'documented', 'coronavirus', 're', 'infection']
['phool', 'co', 'raises', '10', 'crore', 'in', 'pre', 'series', 'a', 'round', 'funding']
['monster', 'com', 'partners', 'with', 'nasscom', 'for', 'sme', 'jobs']
['e', 'commerce', 'comes', 'to', 'the', 'rescue', 'of', 'jobless', 'entry', 'mid', 'level', 'retail', 'talent']
['gst', 'council', 'gives', 'two', 'options', 'to', 'bridge', 'compensation', 'shortfall', 'states', 'ask', 'for', 'seven', 'working', 'days', 'to', 'make', 'up', 'their', 'mind']
['india', 'asean', 'can', 'resolve', 'differences', 'take', 'trade', 'to', '300', 'billion', 'piyush', 'goyal']
['slr', 'metaliks', 'md', 'urges', 'bosses', 'to', 'look', 'out', 'for', 'employees', 'as', 'offices', 'reopen', 'ensure', 'their', 'safety', 'health']
['nirav', 'modi', 'uk', 'extradition', 'judgment', 'in', 'pnb', 'money', 'laundering', 'case', 'to', 'be', 'delivered', 'after', 'dec', '1']
['morgan', 'stanley', 'preps', 'for', 'bigger', 'fed', 'engineered', 'risk', 'rally']
['covid', '19', 'younger', 'workforce', 'in', 'age', 'group', 'of', '25', '29', 'years', 'lost', 'highest', 'number', 'of', 'jobs', 'during', 'the', 'pandemic']
['three', 'drug', 'peddlers', 'held', 'in', 'bluru', '204', 'kg', 'of', 'cannabis', 'seized']
['not', 'just', 'lungs', 'covid', '19', 'infection', 'can', 'affect', 'almost', 'all', 'organs', 'may', 'lead', 'to', 'stroke']
['students', 'want', 'jee', 'neet', 'exams', 'to', 'be', 'conducted', 'education', 'minister', 'ramesh', 'pokhriyal']
['just', '24', 'per', 'cent', 'of', 'indian', 'households', 'have', 'internet', 'facility', 'to', 'access', 'e', 'education', 'unicef']
['covid', '19', 'having', 'a', 'significant', 'impact', 'on', 'operating', 'cash', 'flows', 'of', 'residential', 'and', 'mall', 'developers']
['centre', 'suggests', 'state', 'governments', 'to', 'borrow', 'rs', '2', '35', 'lakh', 'crore', 'to', 'meet', 'tax', 'shortfall']
['iit', 'kanpur', 'backed', 'startup', 'that', 'turns', 'wasted', 'temple', 'flowers', 'into', 'incense', 'sticks', 'vegan', 'leather', 'raises', 'more', 'funds']
['a', 'gst', 'cut', 'may', 'prove', 'to', 'be', 'a', 'shot', 'in', 'the', 'arm', 'for', 'two', 'wheeler', 'companies']
['tech', 'view', 'nifty50', 'forms', 'bearish', 'candle', 'consider', 'buying', 'on', 'dips']
['boeing', 'testing', 'ultraviolet', 'wand', 'for', 'aircraft', 'disinfection']
['badminton', 'ace', 'satwiksairaj', 'rankireddy', 'set', 'to', 'be', 'conferred', 'arjuna', 'award', 'on', 'saturday', 'tests', 'positive', 'for', 'covid', '19']
['trai', 'asks', 'telcos', 'to', 'act', 'to', 'speed', 'up', 'the', 'mobile', 'number', 'portability', 'process']
['tata', 'motors', 'bsvi', 'commercial', 'vehicles', 'equipped', 'with', 'tech', 'performance', 'upgrades', 'company']
['indian', 'armed', 'forces', 'committed', 'to', 'hand', 'hold', 'domestic', 'defence', 'industry', 'gen', 'bipin', 'rawat']
['ioc', 'says', 'to', 'expand', 'barauni', 'refinery', 'as', 'part', 'of', 'rs', '2', '05', 'lakh', 'cr', 'projects', 'under', 'implementation']
['jee', 'neet', '2020', 'student', 'want', 'exams', 'to', 'be', 'held', 'at', 'any', 'cost', 'claims', 'education', 'minister', 'ramesh', 'pokhriyal']
['ronnie', 'screwvala', 'investments', 'are', 'making', 'the', 'right', 'noise', 'from', 'edtech', 'to', 'e', 'commerce', 'and', 'media']
['infrastructure', 'focused', 'fiscal', 'stimulus', 'was', 'key', 'to', 'indias', 'recovery', 'ey', 'report']
['spending', 'at', '4', 'partner', 'companies', 'using', 'ka', 'ching', 'credit', 'card', 'to', 'give', 'more', 'points', 'than', 'before', 'indigo']
['actis', 'case', 'accused', 'move', 'delhi', 'hc', 'seeking', 'quashing', 'of', 'fir']
['auto', 'components', 'major', 'motherson', 'expects', 'demand', 'to', 'be', 'normal', 'by', 'october']
['katy', 'perry', 'orlando', 'bloom', 'welcome', 'baby', 'girl', 'set', 'up', 'a', 'donation', 'page', 'with', 'unicef']
['rbi', 'has', 'not', 'exhausted', 'ammunition', 'to', 'fight', 'situation', 'due', 'to', 'pandemic', 'shaktikanta', 'das']
['randeep', 'hooda', 'recovering', 'in', 'mumbai', 'after', 'leg', 'surgery', 'will', 'be', 'discharged', 'soon']
['pence', 'accepts', 'republican', 'partys', 'nomination', 'for', 'vp', 'as', 'crowd', 'chants', 'four', 'more', 'years']
['bjps', 'ram', 'madhav', 'to', 'visit', 'srinagar', 'after', 'opposition', 'issues', 'support', 'for', 'gupkar', 'declaration']
['india', 'only', 'country', 'able', 'to', 'stare', 'down', 'china', 'chinese', 'will', 'realise', 'their', 'strategic', 'mistake', 'varun', 'gandhi']
['tiktok', 'moving', 'quickly', 'to', 'resolve', 'issues', 'in', 'india', 'us', 'bytedance', 'founder', 'zhang', 'yiming']
['shiv', 'sena', 'hits', 'out', 'at', 'congress', 'leaders', 'who', 'wrote', 'letter', 'to', 'sonia', 'gandhi']
['amid', 'deepening', 'desperation', 'the', 'story', 'of', 'those', 'who', 'wont', 'wait', 'for', 'superpowers', 'covid', 'vaccines']
['truefan', 'raises', 'rs', '33', 'crore', 'from', 'ronnie', 'screwvala', 'others']
['carbon', 'emissions', 'for', '2020', 'to', 'come', 'down', 'by', '8', 'per', 'cent', 'due', 'to', 'lockdown', 'environment', 'ministry']
['indias', 'concept', 'of', 'self', 'reliance', 'is', 'about', 'becoming', 'more', 'significant', 'partner', 'in', 'global', 'welfare', 'naidu']
['attempt', 'to', 'scale', 'down', 'ammo', 'orders', 'dampener', 'for', 'private', 'cos']
['skoda', 'auto', 'india', 'opens', 'bookings', 'for', 'rapid', 'at', 'at', 'rs', '25000']
['indo', 'pacific', 'epicentre', 'of', 'great', 'power', 'competition', 'with', 'china', 'says', 'mark', 'esper']
['indias', 'banking', 'sector', 'needs', 'more', 'reforms', 'says', 'rbi', 'governor', 'shaktikanta', 'das']
['nfra', 'cites', 'social', 'media', 'posts', 'to', 'blow', 'a', 'hole', 'in', 'big', 'fours', 'defence', 'in', 'ilfs', 'case']
['sc', 'govt', 'interested', 'inbusiness', 'not', 'people']
['india', 'rd', 'centre', 'making', 'significant', 'contribution', 'will', 'be', 'our', 'largest', 'such', 'facility', 'by', '2022', 'oneplus']
['gold', 'and', 'silver', 'trade', 'flat', 'ahead', 'of', 'powells', 'speech']
['china', 'defence', 'ministry', 'ups', 'the', 'ante', 'says', 'wont', 'let', 'united', 'states', 'cause', 'trouble']
['countries', 'should', 'join', 'trump', 'in', 'fight', 'to', 'stop', 'chinas', 'aggression', 'human', 'rights', 'activist']
['raat', 'akeli', 'hai', 'film', 'maker', 'honey', 'trehan', 'tests', 'positive', 'for', 'covid', '19']
['defence', 'minister', 'launches', 'app', 'for', 'online', 'training', 'of', 'national', 'cadet', 'corps', 'cadets']
['rural', 'focused', 'lenders', 'a', 'big', 'play', 'for', 'indias', 'revival', 'story']
['nobroker', 'ties', 'up', 'with', 'oyo', 'life', 'to', 'scale', 'up', 'its', 'co', 'living', 'service']
['rupee', 'settles', '48', 'paise', 'higher', 'at', '73', '82', 'against', 'us', 'dollar']
['flipkart', 'inks', 'pact', 'with', 'assam', 'govt', 'to', 'promote', 'handloom', 'handicraft', 'sectors']
['indian', 'court', 'halts', 'insolvency', 'proceedings', 'against', 'reliances', 'anil', 'ambani']
['two', 'illegal', 'buildings', 'owned', 'by', 'mukhtar', 'ansari', 'demolished', 'in', 'lucknow']
['civil', 'aviation', 'ministry', 'approves', '78', 'new', 'routes', 'in', 'udan', '4', 'north', 'east', 'region', 'hilly', 'states', 'islands', 'given', 'priority']
['sc', 'refuses', 'to', 'entertain', 'plea', 'against', 'madras', 'hc', 'order', 'on', 'patanjalis', 'use', 'of', 'coronil']
['googles', 'location', 'tracking', 'tactics', 'troubled', 'its', 'own', 'engineers', 'unsealed', 'documents', 'reveal']
['manjhi', 'meets', 'nitish', 'amid', 'speculations', 'of', 'return', 'to', 'nda']
['cbi', 'questions', 'trinamool', 'congress', 'leader', 'kunal', 'ghosh', 'in', 'saradha', 'chit', 'fund', 'scam', 'case']
['rbi', 'governor', 'tells', 'banks', 'that', 'regulatory', 'easing', 'cannot', 'be', 'permanent', 'only', 'meant', 'to', 'deal', 'with', 'covid', '19']
['live', 'market', 'technicals', 'with', 'ck', 'narayan', '27', 'august', '2020']
['punjab', 'to', 'move', 'to', 'supreme', 'court', 'for', 'neet', 'jee', 'exams', 'deferment']
['dr', 'reddys', 'launches', 'wilsons', 'disease', 'and', 'cystinuria', 'treatment', 'capsules', 'in', 'us']
['new', 'uk', 'study', 'suggests', 'insect', 'repellent', 'ingredient', 'may', 'protect', 'against', 'novel', 'coronavirus']
['jsw', 'steel', 'rolls', 'out', 'anti', 'microbial', 'colour', 'coated', 'steel', 'range', 'plans', 'to', 'double', 'capacity', 'by', 'q3']
['maldives', 'launches', 'india', 'backed', 'infrastructure', 'projects']
['piramal', 'pharma', 'solutions', 'to', 'tie', 'up', 'with', 'epirium', 'bio', 'for', 'orphan', 'drugs']
['mm', 'focused', 'on', 'boosting', 'demand', 'securing', 'supplies', 'rajesh', 'jejurikar', 'executive', 'director', 'of', 'mahindra', 'mahindra']
['unfortunate', 'that', 'jitin', 'prasad', 'is', 'being', 'targeted', 'in', 'uttar', 'pradesh', 'kapil', 'sibal']
['phase', 'ii', 'trial', 'of', 'oxford', 'covid', '19', 'vaccine', 'candidate', 'to', 'begin', 'in', 'pgi', 'chandigarh']
['clinial', 'trial', '3', 'more', 'volunteers', 'given', 'oxford', 'covid', '19', 'vaccine']
['flipkart', 'launches', 'an', 'insights', 'tool', 'to', 'help', 'brands', 'understand', 'their', 'awareness', 'in', 'the', 'minds', 'of', 'consumers']
['japan', 'shares', 'end', 'lower', 'on', 'u', 's', 'china', 'worries', 'fed', 'chiefs', 'speech', 'eyed']
['dilip', 'buildcon', 'bags', 'rs', '1274', 'crore', 'highway', 'expansion', 'project', 'in', 'karnataka', 'from', 'nhai']
['plea', 'claims', 'hockey', 'india', 'created', 'posts', 'in', 'violation', 'of', 'sports', 'code', 'delhi', 'high', 'court', 'seeks', 'centre', 'stand']
['abb', 'turbocharging', 'ties', 'up', 'with', 'kongsberg', 'digital', 'for', 'common', 'data', 'collection', 'analysis']
['biggest', 'india', 'broker', 'sees', 'nifty', 'retesting', 'record', 'high', 'by', 'march']
['nirmala', 'sitharaman', 'to', 'chair', '41st', 'gst', 'council', 'meeting', 'today']
['joe', 'biden', 'would', 'be', 'nothing', 'more', 'than', 'trojan', 'horse', 'for', 'radical', 'left', 'mike', 'pence']
['ramagundam', 'fertilizers', 'to', 'commence', 'commercial', 'urea', 'production', 'from', 'november']
['risk', 'aversion', 'will', 'be', 'self', 'defeating', 'for', 'banks', 'rbi', 'governor', 'shaktikanta', 'das']
['america', 'needs', 'four', 'more', 'years', 'of', 'trump', 'republican', 'partys', 'vp', 'nominee', 'mike', 'pence']
['dhoni', 'never', 'panicked', 'always', 'gave', 'players', 'belief', 'and', 'confidence', 'dwayne', 'bravo']
['australia', 'shares', 'rise', 'ahead', 'of', 'powells', 'speech']
['buy', 'minda', 'industries', 'target', 'price', 'rs', '413', 'axis', 'securities']
['and', 'then', 'we', 'were', 'three', 'virat', 'kohli', 'anushka', 'sharma', 'are', 'expecting', 'their', 'first', 'child', 'post', 'picture', 'of', 'baby', 'bump']
['sushant', 'death', 'there', 'is', 'a', 'threat', 'to', 'my', 'life', 'and', 'family', 'says', 'rhea', 'chakraborty', 'asks', 'mumbai', 'police', 'for', 'protection']
['indian', 'equities', 'to', 'face', 'correction', 'after', '50', 'rally', 'poll']
['gold', 'is', 'bigger', 'bubble', 'than', 'tech', 'says', '63', 'billion', 'asset', 'manager']
['china', 'shares', 'end', 'higher', 'on', 'industrial', 'profits', 'tech', 'rebound']
['ola', 'uber', 'drivers', 'threaten', 'to', 'go', 'on', 'strike', 'from', 'september', '1']
['sebi', 'extends', 'timeline', 'for', 'proxy', 'advisors', 'guidelines', 'compliance', 'to', 'jan', '1']
['bengaluru', 'metro', 'services', 'to', 'be', 'restarted', 'soon', 'karnataka', 'cm', 'b', 's', 'yediyurappa']
['rbi', 'is', 'not', 'in', 'a', 'hurry', 'to', 'unwind', 'covid', 'relief', 'measures', 'says', 'das']
['european', 'stocks', 'lower', 'ahead', 'of', 'powell', 'speech', 'banks', 'weigh']
['add', 'hindalco', 'industries', 'target', 'price', 'rs', '224', 'icici', 'securities']
['india', 'has', 'generational', 'projects', 'required', 'to', 'build', 'country', 'better', 'post', 'covid', '19', 'top', 'un', 'official']
['rupee', 'gains', '40', 'paise', 'touches', '73', '90', 'against', 'dollar', 'after', 'rbi', 'guv', 'comments']
['ladakh', 'will', 'be', 'the', 'front', 'to', 'hold', 'for', 'india', 'and', 'china', 'for', 'at', 'least', 'a', 'year', 'if', 'not', 'longer', 'as', 'per', 'experts']
['max', 'group', 'to', 'relist', 'max', 'india', 'on', 'stock', 'exchanges', 'on', 'friday']
['salesforce', 'is', 'laying', 'off', 'about', 'a', '1000', 'employee']
['agra', 'extends', 'section', '144', 'till', 'october', '21', 'enforces', 'strict', 'lockdown', 'on', 'weekends']
['refrain', 'from', 'leaking', 'information', 'related', 'to', 'parliamentary', 'panels', 'to', 'media', 'naidu']
['blue', 'star', 'bags', 'rs', '149', 'crore', 'order', 'for', 'mumbai', 'metro', 'from', 'dogus', 'soma', 'jv']
['rail', 'land', 'development', 'authority', 'invites', 'online', 'bids', 'for', 'leasing', 'out', 'a', 'land', 'at', 'victoria', 'crescent', 'chennai']
['karnataka', 'government', 'move', 'to', 'sell', 'b', 'kharab', 'land', 'may', 'benefit', 'companies']
['maharashtra', 'stamp', 'duty', 'cut', 'sends', 'mumbai', 'focused', 'realty', 'stocks', 'soaring']
['record', '75760', 'covid', '19', 'cases', 'in', 'single', 'day', 'indias', 'virus', 'tally', 'crosses', '33', 'lakh', 'mark']
['nissans', 'here', 'to', 'stay', 'and', 'make', 'india', 'a', 'hub', 'for', 'rd', 'exports', 'says', 'ashwani', 'gupta']
['for', 'a', 'breakfast', 'date', 'mondelez', 'the', 'maker', 'of', 'cadbury', 'dairy', 'milk', 'chocolates', 'plans', 'to', 'bring', 'cereals', 'to', 'you']
['stock', 'market', 'update', 'auto', 'stocks', 'rise', 'tata', 'motors', 'climbs', '4']
['maharashtra', 'cuts', 'stamp', 'duty', 'for', 'deals', 'until', 'march', 'move', 'likely', 'to', 'push', 'realty', 'demand']
['government', 'it', 'non', 'profit', 'collaboration', 'brings', 'covid', 'only', 'hospital', 'to', 'city']
['buy', 'ambuja', 'cements', 'target', 'price', 'rs', '255', 'icici', 'securities']
['rupee', 'slips', '6', 'paise', 'to', '74', '36', 'against', 'us', 'dollar', 'in', 'early', 'trade']
['sell', 'indraprastha', 'gas', 'target', 'price', 'rs', '310', 'icici', 'securities']
['sushant', 'death', 'case', 'ncb', 'files', 'criminal', 'case', 'against', 'rhea', 'chakraborty', 'others']
['sts', 'needs', 'to', 'be', 'reconsidered']
['hold', 'indraprastha', 'gas', 'target', 'price', 'rs', '430', 'emkay', 'global']
['anil', 'ambani', 'challenges', 'validity', 'of', 'personal', 'guarantee', 'clause', 'in', 'insolvency', 'and', 'bankruptcy', 'code']
['hike', 'brings', 'on', 'board', 'oyos', 'tech', 'honcho', 'to', 'lead', 'its', 'engineering']
['covid', '19', 'can', 'affect', 'all', 'organs', 'and', 'not', 'just', 'lungs', 'say', 'aiims', 'experts']
['further', 'delay', 'in', 'conducting', 'jee', 'neet', 'will', 'compromise', 'students', 'future', 'over', '150', 'academicians', 'to', 'pm']
['maharashtra', 'government', 'faces', 'flak', 'over', 'limits', 'on', 'free', 'travel']
['porinju', 'safir', 'and', '4', 'other', 'top', 'value', 'investors', 'tell', 'you', 'where', 'is', 'money', 'in', 'this', 'market']
['buy', 'birla', 'corporation', 'target', 'price', 'rs', '685', 'icici', 'direct']
['buy', 'ntpc', 'target', 'price', 'rs', '165nbsp', 'icici', 'securities']
['sushant', 's', 'rajput', 'death', 'probe', 'show', 'cause', 'notice', 'to', 'mumbai', 'police', 'cooper', 'hospital', 'over', 'mortuary', 'access', 'to', 'rhea', 'chakraborty']
['buy', 'atul', 'auto', 'target', 'price', 'rs', '258', 'emkay', 'global']
['sensex', 'rises', '200', 'points', 'ahead', 'fed', 'chairs', 'speech', 'nifty', 'near', '11600']
['sbi', 'long', 'term', 'equity', 'mutual', 'fund', 'review', 'this', 'tax', 'saver', 'fund', 'may', 'see', 'sharp', 'upswing', 'in', 'return', 'profile']
['trending', 'stocks', 'icici', 'bank', 'shares', 'rise', 'over', '1']
['sgx', 'nifty', 'up', '20', 'points', 'heres', 'what', 'changed', 'for', 'market', 'while', 'you', 'were', 'sleeping']
['cbi', 'try', 'for', 'blue', 'corner', 'notice', 'against', 'jatin', 'mehta']
['as', 'rupee', 'gets', 'past', '74', '5', 'street', 'speculates', 'why', 'rbi', 'let', 'it', 'rise']
['fda', 'approves', 'fifteen', 'minute', 'five', 'dollar', 'coronavirus', 'test', 'that', 'doesnt', 'need', 'specialty', 'equipment']
['spacex', 'veterans', 'pass', 'milestone', 'in', 'self', 'flying', 'plane', 'race']
['allahabad', 'high', 'court', 'expresses', 'worry', 'over', 'covid', 'in', 'uttar', 'pradesh', 'suggests', 'selective', 'lockdown']
['stock', 'market', 'news', 'bandhan', 'bank', 'shares', 'jump', 'nearly', '4']
['share', 'market', 'update', '76', 'stocks', 'hit', '52', 'week', 'highs', 'on', 'nsebr']
