['supreme', 'court', 'to', 'hear', 'maharashtra', 'plea', 'on', 'obc', 'order', 'on', 'wednesday']
['tech', 'mahindra', 'acquires', 'european', 'tech', 'firm', 'for', 'eur', '310', 'mn']
['jaishankar', 'speaks', 'with', 'eu', 'counterpart', 'discusses', 'afghanistan', 'myanmar']
['indias', 'growth', 'in', 'next', '25', 'years', 'will', 'be', 'clean', 'green', 'sustainable', 'and', 'reliable', 'pm', 'narendra', 'modi']
['republic', 'day', 'flypast', 'this', 'year', 'will', 'be', 'grandest', 'and', 'largest', 'with', '75', 'aircraft', 'iaf']
['pandemic', 'severely', 'impacted', 'consumer', 'confidence', 'but', 'government', 'measures', 'may', 'help']
['antilia', 'bomb', 'scare', 'case', 'former', 'mumbai', 'police', 'officer', 'sachin', 'waze', 'moves', 'delhi', 'hc']
['karnataka', 'high', 'court', 'allows', 'premjis', 'plea', 'convicts', 'subramanian', 'of', 'subhiksha', 'for', 'contempt', 'of', 'court']
['covid', 'treatment', 'govt', 'issues', 'revised', 'guidelines', 'on', 'use', 'of', 'drugs', 'therapies']
['kim', 'kardashian', 'is', 'not', 'happy', 'with', 'kanye', 'wests', 'claims', 'of', 'being', 'kept', 'away', 'from', 'their', 'children']
['central', 'vista', 'project', 'on', 'schedule', 'despite', 'rains', 'omicron', 'outbreak', 'puri']
['icmr', 'national', 'protocol', 'says', 'no', 'evidence', 'of', 'benefit', 'of', 'injectable', 'steroids', 'in', 'patients', 'not', 'requiring', 'oxygen']
['mk', 'stalin', 'writes', 'to', 'pm', 'modi', 'on', 'exclusion', 'of', 'tamil', 'nadu', 'tableau']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'tuesday']
['global', 'unemployment', 'to', 'reach', '207', 'million', 'in', '2022', 'international', 'labour', 'organisation']
['india', 'needs', 'green', 'revolution', '2', '0', 'to', 'make', 'agri', 'more', 'climate', 'resistant', 'sustainable', 'rbi']
['clarify', 'stand', 'on', 'marital', 'rape', 'criminalisation', 'delhi', 'hc', 'tells', 'centre']
['concerns', 'over', 'omicron', 'surge', 'derailing', 'recovery', 'may', 'be', 'short', 'lived', 'rbi', 'economists']
['bengaluru', 'reports', '287', 'new', 'omicron', 'cases']
['sbi', 'withdraws', 'financial', 'scheme', 'for', 'covid', 'infected', 'employees']
['pb', 'polls', 'political', 'parties', 'battling', 'it', 'out', 'on', 'social', 'media', 'platforms', 'as', 'public', 'rallies', 'banned']
['covid', 'surge', 'international', 'film', 'festival', 'of', 'kerala', 'postponed']
['commercial', 'vehicle', 'industry', 'may', 'perform', 'significantly', 'better', 'this', 'year', 'mahindra', 'group', 'official']
['allu', 'arjuns', 'telugu', 'blockbuster', 'ala', 'vaikunthapurramuloo', 'to', 'release', 'in', 'hindi', 'in', 'theaters', 'on', 'january', '26']
['mcap', 'of', 'bse', 'listed', 'companies', 'jumps', 'to', 'all', 'time', 'high', 'of', 'over', 'rs', '280', 'lakh', 'cr']
['oyo', 'is', 'said', 'to', 'target', '9', 'billion', 'valuation', 'in', 'ipo']
['covid', 'cases', 'decreased', 'in', 'city', 'weekend', 'curfew', 'proving', 'to', 'work', 'delhi', 'health', 'minister', 'satyendar', 'jain']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'tuesday']
['joint', 'efforts', 'only', 'way', 'to', 'fight', 'pandemic', 'blame', 'game', 'will', 'delay', 'our', 'response', 'xi', 'jinping']
['sebi', 'cuts', 'time', 'period', 'for', 'filing', 'settlement', 'applications', 'to', '60', 'days']
['getting', 'rid', 'of', 'bjp', 'will', 'be', 'bigger', 'than', 'freedom', 'from', 'british', 'rule', 'mehbooba', 'mufti']
['trade', 'setup', 'time', 'to', 'get', 'less', 'aggressive', 'in', 'buying', 'stocks', 'use', 'any', 'upmove', 'to', 'book', 'profits']
['institutes', 'told', 'to', 'cut', 'ties', 'with', 'edtech', 'firms', 'states', 'line', 'up', 'to', 'woo', 'tesla']
['govt', 'reaps', 'over', 'rs', '6600', 'crore', 'as', 'dividend', 'from', 'dozen', 'cpses']
['will', 'sitharaman', 'acknowledge', 'demands', 'for', 'crypto', 'exchanges', 'in', 'budget', '2022']
['gender', 'equality', 'not', 'a', 'social', 'change', 'rather', 'a', 'business', 'imperative', 'for', 'organizations']
['this', 'one', 'reason', 'for', 'kohli', 'resignation', 'as', 'test', 'captain', 'has', 'been', 'ignored']
['rising', 'covid', '19', 'cases', 'slam', 'the', 'brakes', 'on', 'truck', 'sales', 'growth', 'revival', 'likely', 'only', 'by', 'fy23', 'mm']
['green', 'light', 'for', 'delhivery', 'ipo', 'covid', 'fails', 'to', 'dampen', 'tech', 'hiring']
['roman', 'villa', 'housing', 'the', 'only', 'mural', 'by', 'caravaggio', 'up', 'for', 'auction', 'amid', 'legal', 'battle']
['pmc', 'bank', 'merger', 'with', 'unity', 'small', 'finance', 'bank', 'awaits', 'govt', 'approval']
['gst', 'on', 'salaries', 'a', 'new', 'ruling', 'can', 'cause', 'a', 'lot', 'of', 'confusion', 'and', 'litigation']
['rawat', 'expelled', 'from', 'bjp', 'as', 'he', 'mounted', 'pressure', 'for', 'party', 'tickets', 'to', 'kin', 'dhami']
['bombay', 'high', 'court', 'dismisses', 'bjp', 'councillors', 'plea', 'challenging', 'maharashtra', 'ordinance', 'increasing', 'bmc', 'ward', 'strength']
['corporate', 'climate', 'action', 'growing', 'but', 'more', 'needed', 'to', 'meet', 'net', 'zero', 'wef', 'study']
['mahindras', 'truck', 'and', 'bus', 'division', 'announces', 'get', 'more', 'mileage', 'or', 'give', 'truck', 'back', 'scheme']
['hexaware', 'tech', 'revenues', 'to', 'grow', 'at', '12', '14', 'next', 'fiscal', 'fitch']
['coal', 'minister', 'pralhad', 'joshi', 'launches', 'new', 'rehabilitation', 'and', 'resettlement', 'policy', 'of', 'nlc', 'india']
['sugar', 'exports', 'jump', 'nearly', '4', 'fold', 'to', '17', 'lakh', 'tons', 'in', 'oct', 'dec', '21', 'production', 'up', '6', 'pc', 'till', 'jan', '15', 'isma']
['ihcl', 'committed', 'to', 'east', 'india', 'says', 'official']
['tata', 'power', 'renewable', 'energy', 'commissions', '100', 'mw', 'solar', 'projs', 'in', 'uttar', 'pradesh']
['tech', 'view', 'nifty50', 'stays', 'in', 'narrow', 'range', '18350', 'an', 'immediate', 'hurdle', 'say', 'analysts']
['national', 'startup', 'day', 'validates', 'role', 'of', 'startups', 'in', 'growth', 'of', 'economy']
['nykaas', 'rival', 'purplle', 'raises', '38', 'million', 'from', 'pantaloons', 'ceo', 'sequoia']
['bms', 'to', 'hold', 'nationwide', 'protest', 'outside', 'epfo', 'offices', 'on', 'jan', '20', 'demands', 'rs', '5000', 'pension']
['indias', 'apple', 'exports', 'up', '82', 'since', '2014', 'commerce', 'ministry', 'data']
['zomato', 'delivery', 'boy', 'shot', 'dead', 'in', 'rewari']
['aaar', 'ruling', 'on', 'salary', 'to', 'impact', 'head', 'office', 'branch', 'gst', 'dynamics']
['this', 'crypto', 'zoomed', 'over', '85000000', 'within', 'a', 'week', 'heres', 'why']
['goat', 'brand', 'labs', 'buys', '90', 'stake', 'in', 'online', 'fashion', 'brand', 'the', 'label', 'life']
['covid', '19', 'india', 'records', '258089', 'cases', '385', 'deaths']
['rupee', 'skids', 'as', 'oil', 'us', 'yields', 'harden', 'gilts', 'sell', 'off', 'post', 'devolvement', 'at', 'fridays', 'auction']
['market', 'movers', 'why', 'auto', 'stocks', 'rallied', 'ultratech', 'cements', 'strides']
['which', 'medicine', 'works', 'best', 'for', 'covid', '19', 'treatment', 'who', 'answers']
['two', 'indians', 'among', 'three', 'dead', 'in', 'suspected', 'drone', 'attack', 'in', 'abu', 'dhabi']
['eclerx', 'to', 'remain', 'aggressive', 'about', 'acquisitions']
['govt', 'plans', 'to', 'convert', 'inland', 'waterways', 'and', 'army', 'trucks', 'into', 'methanol', 'engines']
['vaccination', 'for', '12', '14', 'age', 'group', 'likely', 'to', 'begin', 'in', 'march', 'says', 'ntagi', 'chairman']
['navi', 'mutual', 'fund', 'launches', 'nifty', 'bank', 'index', 'fund']
['mindspace', 'reit', 'to', 'raise', 'up', 'to', 'rs', '500', 'crore', 'through', 'issue', 'of', 'ncds']
['sebi', 'examines', 'alternate', 'dispute', 'resolution', 'mechanism', 'for', 'investors', 'regulated', 'entities']
['ahmedabad', 'airport', 'to', 'remain', 'shut', 'for', '9', 'hours', 'daily', 'till', 'may', '31st']
['amazon', 'halts', 'ban', 'on', 'uk', 'issued', 'visa', 'credit', 'cards']
['tata', 'motors', 'drives', 'in', 'safari', 'dark', 'edition', 'at', 'rs', '19', '05', 'lakh']
['can', 'metals', 'relive', 'the', '2021', 'run', 'pinakin', 'parekh', 'of', 'jpmorgan', 'explains']
['vishwaraj', 'sugar', 'industries', 'to', 'invest', 'rs', '250', 'cr', 'in', 'new', 'ethanol', 'plant', 'in', 'karnataka']
['sebi', 'overhauls', 'preferential', 'allotment', 'rules']
['elon', 'musk', 'jeff', 'bezos', 'mark', 'zuckerberg', 'and', 'bill', 'gates', 'worlds', '10', 'wealthiest', 'men', 'doubled', 'their', 'fortunes', 'during', 'pandemic', 'says', 'report']
['ultratech', 'announces', 'rs', '965', 'cr', 'capex', 'for', 'modernisation', 'doubling', 'birla', 'white', 'production', 'capacity']
['over', '16', 'crore', 'more', 'people', 'forced', 'into', 'poverty', 'in', 'two', 'years', 'of', 'pandemic', 'oxfam']
['pakistan', 'nsa', 'to', 'visit', 'kabul', 'on', 'tuesday', 'to', 'discuss', 'border', 'fencing', 'issue', 'humanitarian', 'crisis', 'with', 'taliban', 'regime']
['gold', 'rallies', 'by', 'rs', '176', 'on', 'global', 'cues']
['sensex', 'gyrates', '277', 'pts', 'in', 'choppy', 'trade', 'ends', '86', 'pts', 'higher', 'nifty', 'tops', '18300']
['2022', 'not', 'to', 'be', 'a', 'one', 'horse', 'theme', 'bullish', 'on', 'specialty', 'chemicals', 'tech', 'atul', 'suri']
['other', 'than', 'infosys', 'and', 'tcs', 'other', 'it', 'stocks', 'can', 'take', 'a', 'breather', 'rahul', 'shah']
['have', 'some', 'amullu', 'arjun', 'amuls', 'cute', 'topical', 'on', 'pushpa', 'the', 'rise', 'charms', 'netizens']
['ugc', 'aicte', 'warn', 'against', 'franchise', 'arrangement', 'between', 'colleges', 'ed', 'tech', 'companies']
['nifty50', 'stocks', 'that', 'analysts', 'recommend', 'buying', 'this', 'week']
['ntpc', 'plans', 'to', 'raise', 'up', 'to', '750', 'mn', 'via', 'ecb']
['banking', 'financial', 'institutions', 'struggling', 'to', 'deal', 'with', 'increasing', 'fraud', 'incidents', 'deloitte', 'survey']
['four', 'reasons', 'why', 'the', 'rally', 'in', 'value', 'stocks', 'may', 'broaden', 'in', '2022']
['allow', 'bengals', 'tableau', 'on', 'netaji', 'at', 'r', 'day', 'parade', 'bjp', 'leader', 'tathagata', 'roy', 'urges', 'pm', 'modi']
['icra', 'maintains', 'volume', 'demand', 'growth', 'estimate', 'for', 'fy22', 'at', '13', '15']
['ags', 'transact', 'technologies', 'ipo', 'all', 'you', 'need', 'to', 'know']
['punjab', 'to', 'vote', 'on', 'february', '20', 'instead', 'of', 'february', '14', 'election', 'commission']
['hospital', 'chains', 'set', 'for', 'strong', 'revenue', 'margin', 'growth', 'in', 'fy22']
['budget', '2022', 'even', 'lic', 'ipo', 'may', 'not', 'rescue', 'fy22', 'divest', 'aim']
['lt', 'dispatches', 'critical', 'reactors', 'to', 'us', 'for', 'renewable', 'diesel', 'project', 'ahead', 'of', 'schedule']
['budget', '2022', 'should', 'reduce', '5', 'year', 'lock', 'in', 'period', 'of', 'tax', 'saving', 'bank', 'fds', 'to', 'make', 'them', 'more', 'attractive']
['bajaj', 'finance', 'q3', 'results', 'preview', 'analysts', 'expect', 'strong', 'profit', 'growth', 'stable', 'asset', 'quality']
['no', 'person', 'can', 'be', 'forced', 'to', 'get', 'vaccinated', 'against', 'their', 'wishes', 'centre', 'to', 'sc']
['what', 'does', 'zerodhas', 'nithin', 'kamath', 'expect', 'from', 'sitharaman', 'this', 'budget']
['play', 'domestic', 'cyclicals', 'via', 'banks', 'capital', 'goods', 'and', 'real', 'estate', 'in', '2022', 'rana', 'b', 'gupta']
['chidambaram', 'says', 'contest', 'in', 'goa', 'between', 'congress', 'bjp', 'kejriwal', 'hits', 'back']
['oilmeals', 'export', 'down', '67', 'pc', 'to', '1', '7', 'lakh', 'tonne', 'last', 'month', '28', 'pc', 'fall', 'in', 'april', 'december']
['sc', 'junks', 'devas', 'multimedias', 'appeal', 'against', 'nclat', 'order']
['education', 'institutes', 'ordered', 'to', 'cut', 'ties', 'with', 'edtech', 'firms']
['jio', 'tells', 'trai', 'auction', 'of', 'spectrum', 'for', 'broadband', 'from', 'space', 'services', 'gaining', 'traction', 'globally']
['metro', 'brands', 'seeing', 'significant', 'growth', 'in', 'higher', 'priced', 'products', 'ceo']
['capacite', 'infraprojects', 'bags', 'rs', '231', 'cr', 'work', 'order', 'from', 'raymond', 'realty', 'in', 'mumbai']
['asdc', 'hero', 'motocorp', 'join', 'hands', 'for', 'two', 'wheeler', 'short', 'term', 'training', 'course']
['seeing', 'strong', 'deal', 'pipeline', 'bookings', 'higher', 'by', '64', 'yoy', 'hcl', 'tech', 'ceo']
['what', 'are', 'the', 'poll', 'dates', 'when', 'is', 'counting']
['sebi', 'tightens', 'rules', 'governing', 'utilisation', 'of', 'ipo', 'proceeds']
['going', 'green', 'how', 'india', 'can', 'gradually', 'shift', 'to', 'renewable', 'energy']
['how', 'budget', '2022', 'should', 'tax', 'cryptocurrencies', 'view']
['budget', '2022', 'retail', 'investors', 'may', 'watch', 'out', 'for', 'these', 'changes', 'in', 'equity', 'debt', 'taxation']
['global', 'banks', 'handling', 'fpi', 'trades', 'approach', 'rbi', 'as', 't1', 'regime', 'nears']
['crypto', 'class', 'difference', 'between', 'crypto', 'coin', 'token']
['aaps', 'chief', 'ministerial', 'candidate', 'for', 'punjab', 'polls', 'to', 'be', 'announced', 'on', 'tuesday', 'kejriwal']
['does', 'a', 'majority', 'shareholder', 'really', 'own', 'a', 'company', 'think', 'again']
['amid', 'amazon', 'sale', 'of', '2022', 'offline', 'retailers', 'have', 'lost', '50', 'of', 'their', 'business']
['yogi', 'adityanath', '2nd', 'up', 'cm', 'to', 'contest', 'from', 'gorakhpur', 'district']
['covid', 'why', 't', 'cell', 'vaccines', 'could', 'be', 'the', 'key', 'to', 'long', 'term', 'immunity']
['i', 'dont', 'see', 'a', 'significant', 'upside', 'in', 'reliance', 'from', 'current', 'levels', 'sandip', 'sabharwal']
['when', 'is', 'eps', 'pension', 'credited', 'into', 'pensioners', 'bank', 'account']
['you', 'held', 'on', 'to', 'nothing', 'with', 'greed', 'you', 'did', 'good', 'anushkas', 'heartfelt', 'insta', 'note', 'to', 'hubby', 'virat', 'kohli', 'after', 'he', 'steps', 'down']
['govt', 'to', 'incentivise', 'investments', 'across', 'textile', 'value', 'chain', 'in', 'upcoming', 'budget', 'icra']
['bumps', 'after', 'a', 'bumper', 'year', 'steel', 'industry', 'witnesses', 'lower', 'prices', 'input', 'prices', 'on', 'the', 'rise']
['metro', 'ag', 'reviewing', 'cash', 'carry', 'business', 'in', 'india']
['pandemic', 'hit', 'airline', 'industry', 'wants', 'suspension', 'of', 'mat', 'reduction', 'in', 'tax', 'for', 'sector', 'in', 'budget', '2022']
['iphone', '14', 'models', 'to', 'feature', '6gb', 'ram', '120hz', 'promotion', 'display', 'check', 'out', 'new', 'leaks']
['super', 'top', 'up', 'health', 'insurance', 'plan', 'vs', 'top', 'up', 'plan', 'what', 'policyholders', 'should', 'know']
['jhunjhunwala', 'backed', 'metro', 'brands', 'zooms', '14', 'on', 'strong', 'show', 'in', 'q3']
['lata', 'mangeshkar', 'still', 'in', 'icu', 'spokesperson', 'dismisses', 'report', 'of', 'deterioration', 'says', 'disturbing', 'to', 'see', 'false', 'news', 'being', 'circulated']
['logistics', 'industry', 'wants', 'govt', 'to', 'expedite', 'connectivity', 'projects', 'in', 'budget', '2022', 'expect', 'firm', 'move', 'on', 'national', 'logistic', 'policy']
['should', 'you', 'start', 'betting', 'on', 'new', 'fund', 'offers', 'or', 'nfos']
['indians', 'are', 'buying', 'more', 'lifestyle', 'suvs', 'than', 'ever', 'before']
['gail', 'director', 'e', 's', 'ranganathan', 'arrested', 'by', 'cbi', 'in', 'bribery', 'case']
['odisha', 'logs', '10489', 'new', 'covid', '19', 'cases', '3', 'more', 'fatalities']
['50', 'more', 'startups', 'in', 'wings', 'to', 'be', 'unicorns', 'report']
['prince', 'harry', 'seeks', 'right', 'to', 'pay', 'for', 'police', 'protection', 'when', 'in', 'britain', 'says', 'family', 'feels', 'unsafe']
['novak', 'djokovic', 'arrives', 'in', 'dubai', 'after', 'deportation', 'from', 'australia']
['buy', 'cesc', 'target', 'price', 'rs', '120', 'icici', 'securities']
['add', 'eicher', 'motors', 'target', 'price', 'rs', '3102', 'icici', 'securities']
['agritech', 'firm', 'dehaat', 'acquires', 'farm', 'input', 'startup', 'helicrofter', 'to', 'expand', 'presence', 'in', 'western', 'india']
['reliance', 'hyundai', 'ola', 'among', '10', 'companies', 'to', 'apply', 'for', 'rs', '18100', 'crore', 'pli', 'scheme', 'for', 'cell', 'manufacturing']
['ajmera', 'realty', 'to', 'invest', 'rs', '900', 'crore', 'to', 'develop', 'residential', 'project', 'in', 'wadala']
['6', 'billion', 'in', '2', 'weeks', 'india', 'inc', 'bonds', 'a', 'big', 'hit', 'overseas']
['gujarat', 'posts', 'over', '12', 'pc', 'covid', 'positivity', 'rate', 'ahmedabad', 'reports', 'highest', 'number', 'of', 'cases']
['credit', 'card', 'tokenisation', 'other', 'money', 'deadlines', 'to', 'comply', 'with', 'in', '2022']
['piyush', 'goyal', 'assures', 'full', 'support', 'to', 'it', 'firms', 'in', 'pushing', 'growth', 'exports', 'to', '1', 'trillion']
['add', 'mahindra', 'amp', 'mahindra', 'target', 'price', 'rs', '959', 'icici', 'securities']
['does', 'a', 'new', 'study', 'really', 'show', 'that', 'hydroxychloroquine', 'might', 'be', 'effective', 'against', 'omicron']
['pm', 'modi', 'nirmala', 'sitharaman', 'adnan', 'sami', 'subhash', 'ghai', 'mourn', 'demise', 'of', 'pandit', 'birju', 'maharaj']
['indiafilings', 'closes', '4', '3', 'million', 'in', 'secondary', 'share', 'sale', 'to', 'beenext', 'udtara', 'ventures']
['ipo', 'boom', 'is', 'not', 'a', 'one', 'off', 'event', 'says', 'axis', 'capitals', 'salil', 'pitale']
['covid', 'vaccination', 'for', '12', '14', 'age', 'group', 'may', 'start', 'by', 'march']
['maruti', 'adds', '3', 'as', 'auto', 'giant', 'jacks', 'up', 'prices', 'by', '4', 'to', 'offset', 'rising', 'input', 'costs']
['hero', 'motocorp', 'jumps', '5', 'after', 'board', 'approves', 'additional', 'investment', 'in', 'ather', 'energy']
['rupee', 'steady', 'vs', 'dollar', 'in', 'thin', 'trade', 'rise', 'in', 'us', 'yields', 'crude', 'dampen', 'sentiment']
['disney', 'hotstar', 'will', 'stream', 'first', 'ever', 'ott', 'season', 'of', 'reality', 'show', 'bigg', 'boss', 'tamil']
['tesla', 'india', 'prospects', 'get', 'a', 'boost', 'as', 'states', 'compete', 'with', 'each', 'other', 'to', 'invite', 'elon', 'musk', 'to', 'their', 'backyard']
['vedanta', 'loses', '5', 'as', 'mining', 'major', 'explores', 'investment', 'in', 'saudi', 'mineral', 'sector']
['buy', 'rashtriya', 'chemicals', 'amp', 'fertilizers', 'target', 'price', 'rs', '95', '5', 'hdfc', 'securities']
['why', 'raghuram', 'rajan', 'refuses', 'to', 'be', 'taken', 'in', 'by', 'crypto', 'mythology']
['should', 'i', 'sell', 'franklin', 'india', 'feeder', 'us', 'opportunities', 'fund']
['sensex', 'nifty', 'see', 'muted', 'start', 'hcl', 'tech', 'hdfc', 'bank', 'drop', 'post', 'q3', 'numbers']
['why', 'china', 'has', 'built', 'an', 'artificial', 'moon']
['add', 'maruti', 'suzuki', 'india', 'target', 'price', 'rs', '9026', 'icici', 'securities']
['buy', 'hdfc', 'bank', 'target', 'price', 'rs', '1955', 'icici', 'securities']
['buy', 'ashok', 'leyland', 'target', 'price', 'rs', '167', 'icici', 'securities']
['buy', 'alembic', 'pharmaceuticals', 'target', 'price', 'rs', '907', 'hdfc', 'securities']
['lupin', 'skids', 'as', 'failed', 'usfda', 'specifications', 'lead', 'to', 'recalls', 'of', '2', 'drugs']
['ec', 'to', 'discuss', 'punjab', 'parties', 'demand', 'to', 'postpone', 'assembly', 'polls', 'in', 'view', 'of', 'ravidas', 'jayanti']
['gold', 'rate', 'today', 'yellow', 'metal', 'trade', 'flat', 'silver', 'nears', 'rs', '62000']
['buy', 'tata', 'motors', 'target', 'price', 'rs', '653', 'icici', 'securities']
['this', 'is', 'clearly', 'a', 'moment', 'for', 'indian', 'saas', 'girish', 'mathrubootham']
['there', 'will', 'be', 'a', 'slowdown', 'in', 'this', 'quarters', 'activity', 'raghuram', 'rajan']
['tcs', 'on', 'crypto', 'trading', 'make', 'it', 'reportable', 'in', 'sft']
['why', 'is', 'hcl', 'tech', 'falling', 'post', 'q3', 'revenue', 'beat', 'strong', 'deal', 'momentum']
['india', 'reports', '4', 'lesser', 'new', 'covid', '19', 'cases', 'omicron', 'cases', 'surge', 'by', '6']
['hcl', 'tech', 'shares', 'tank', '8', 'as', 'net', 'profit', 'declines', '14', 'in', 'q3']
['doyen', 'of', 'kathak', 'pandit', 'birju', 'maharaj', 'dies', 'at', '83']
['gaming', 'firms', 'hire', 'more', 'women', 'to', 'keep', 'pace', 'with', 'changing', 'user', 'base']
['superstar', 'mammootty', 'tests', 'positive', 'for', 'covid', '19', 'says', 'experiencing', 'light', 'fever']
['buy', 'chambal', 'fertilisers', 'amp', 'chemicals', 'target', 'price', 'rs', '495', 'chandan', 'taparia']
['top', 'cryptocurrency', 'prices', 'today', 'bitcoin', 'ethereum', 'gain', 'cardano', 'zooms', '12']
['hdfc', 'bank', 'stock', 'can', 'rally', 'up', 'to', '30', 'despite', 'q3', 'irritants', 'analysts']
['misinfo', 'affected', 'bjp', 'since', 'jan', 'sangh', 'days', 'bhupender', 'yadav']
['mod', 'rejects', 'west', 'bengal', 'cms', 'charge', 'on', 'republic', 'day', 'tableau']
['giving', '28ghz', 'waves', 'for', 'space', 'applications', 'wont', 'hit', '5g', 'services', 'ispa']
['buy', 'hcl', 'technologies', 'target', 'price', 'rs', '1485', 'hdfc', 'securities']
['pharma', 'fever', 'grips', 'dealmakers', 'despite', 'ma', 'spike', 'and', 'a', 'frenzy', 'ipo', 'year']
['battle', 'for', 'up', 'bhojpuri', 'singers', 'at', 'war']
['ncpcr', 'asks', 'up', 'govt', 'to', 'probe', 'darul', 'ulooms', 'objectionable', 'web', 'content']
['ultratech', 'cement', 'q3', 'results', 'preview', 'pat', 'seen', 'falling', '11', 'to', 'rs', '1405', 'crore', 'margin', 'contraction', 'likely']
['buy', 'balrampur', 'chini', 'mills', 'target', 'price', 'rs', '463', 'chandan', 'taparia']
['wealth', 'of', 'indias', '10', 'richest', 'enough', 'to', 'fund', 'school', 'higher', 'education', 'of', 'every', 'child', 'for', '25', 'years', 'study']
['buy', 'tata', 'consultancy', 'services', 'target', 'price', 'rs', '4130', 'chandan', 'taparia']
['political', 'parties', 'go', 'virtual', 'knock', 'on', 'doors', 'following', 'ban', 'on', 'rallies']
['sell', 'metals', 'on', 'rallies', 'rather', 'than', 'buying', 'on', 'dips', 'sandip', 'sabharwal']
['buy', 'jindal', 'steel', 'amp', 'power', 'target', 'price', 'rs', '445', 'yes', 'securities']
['india', 'to', 'participate', 'in', 'beijing', 'winter', 'olympics', 'sans', 'high', 'level', 'political', 'presence']
['before', 'talking', 'to', 'paris', 'india', 'awaits', 'french', 'courts', 'devas', 'order']
['economic', 'survey', 'may', 'lower', 'fy23', 'growth', 'numbers']
['buy', 'bharat', 'petroleum', 'corporation', 'target', 'price', 'rs', '418', 'yes', 'securities']
['upl', 'corporation', 'raises', '700', 'm', 'loan', 'from', 'global', 'banks']
['lics', 'working', 'to', 'include', 'q3', 'results', 'in', 'ipo', 'prospectus']
['north', 'korea', 'fires', '2', 'suspected', 'missiles', 'in', 'fourth', 'launch', 'this', 'year']
['stocks', 'in', 'the', 'news', 'ultratech', 'hdfc', 'bank', 'hcl', 'tech', 'ioc', 'maruti', 'and', 'sail']
['over', 'a', 'dozen', 'linked', 'to', 'jaswinder', 'singh', 'multani', 'isi', 'drug', 'syndicate', 'identified']
['wealth', 'of', 'indias', 'ten', 'richest', 'enough', 'to', 'fund', 'school', 'higher', 'education', 'of', 'every', 'child', 'for', '25', 'years', 'reveals', 'wef', 'study']
['us', 'sees', 'highest', 'rate', 'of', 'children', 'covid', 'hospitalisations']
['view', 'will', 'indias', 'self', 'reliance', 'stance', 'prove', 'to', 'be', 'a', 'costly', 'mistake']
['medplus', 'ipca', 'honeywell', 'among', 'amcs', 'picks', 'in', 'december']
['amazon', 'in', 'talks', 'to', 'lease', 'space', 'at', 'dlfs', 'new', 'project', 'in', 'gurgaon']
['rahul', 'gandhi', 'hits', 'out', 'at', 'bjps', 'hate', 'politics']
['prices', 'of', 'essential', 'items', 'hold', 'steady', 'amid', 'third', 'covid', 'wave']
