['petrol', 'price', 'hiked', 'by', '1', '06', 'a', 'litre', 'diesel', '2', '094', 'paise']
['ola', 'uber', 'to', 'follow', 'sc', 'order', 'on', 'diesel', 'taxis']
['vijay', 'mallya', 'loan', 'case', 'banks', 'should', 'focus', 'on', 'recovering', 'dues', 'says', 'uday', 'kotak']
['pollution', 'rose', 'during', 'second', 'phase', 'of', 'odd', 'even', 'study']
['even', 'scheme']
['some', 'of', 'the', 'tallest', 'comrades', 'voting', 'for', 'congress']
['sarbananda', 'sonowal', 'meets', 'mohan', 'bhagwat', 'ahead', 'of', 'may', '19', 'election', 'verdict']
['two', 'years', 'of', 'modi', 'government', 'survey', 'says', 'nearly', 'half', 'feel', 'no', 'change']
['government', 'closely', 'monitoring', 'water', 'crisis', 'in', 'drought', 'hit', 'areas']
['chopper', 'deal', 'lalu', 'prasad', 'defends', 'sonia', 'gandhi']
['baaghi', 'review', 'a', 'run', 'of', 'the', 'mill', 'love', 'story']
['jnusu', 'president', 'kanhaiya', 'kumar', 'gets', 'red', 'carpet', 'welcome', 'in', 'bihar']
['west', 'indies', 'cricket', 'board', 'agreed', 'to', 'play', 'day', 'night', 'test', 'in', 'uae', 'pcb']
['bjps', 'agenda', 'is', 'to', 'weaken', 'congress', 'says', 'a', 'k', 'antony']
['unique', 'first', 'of', 'its', 'kind', 'tail', 'less', 'comet', 'found', 'in', 'solar', 'system']
['wont', 'contest', 'if', 'bjp', 'continues', 'alliance', 'with', 'sad', 'navjot', 'singh', 'sidhus', 'wife']
['telecom', 'commission', 'recommends', 'vrs', 'for', 'mtnl', 'employees']
['decision', 'on', 'odd', 'even', 'schemes', 'third', 'phase', 'after', 'study', 'gopal', 'rai']
['china', 'begins', 'construction', 'of', 'tibets', 'biggest', 'dam']
['dont', 'buy', 'a', 'car', 'just', 'share', 'an', 'ola', 'or', 'uber', 'cab', 'it', 'makes', 'more', 'sense']
['soyabean', 'production', 'revised', 'downward', 'by', '6', '21', 'sopa']
['supreme', 'court', 'wonders', 'why', 'odd', 'even', 'scheme', 'not', 'working', 'in', 'delhi']
['bjp', 'demands', 'fir', 'against', 'guilty', 'before', 'probing', 'adarsh', 'society', 'scam', 'further']
['ioc', 'investing', 'rs', '45k', 'crore', 'to', 'expand', 'refining', 'capacity', 'to', 'meet', 'demand']
['saina', 'nehwal', 'loses', 'in', 'semis', 'at', 'asian', 'badminton', 'championship']
['sting', 'cd', 'testifies', 'criminal', 'conspiracy', 'to', 'topple', 'uttarakhand', 'government', 'harish', 'rawat']
['jagmohan', 'dalmiyas', 'widow', 'hurt', 'by', 'supreme', 'court', 'observations', 'on', 'late', 'bcci', 'president']
['labour', 'finance', 'ministries', 'on', 'same', 'page', 'on', 'epf', 'rate', 'bandaru', 'dattatreya']
['indian', 'overseas', 'bank', 'acquires', 'gptls', 'property']
['commodity', 'rebound', 'real', 'for', 'some', 'base', 'metals', 'unreal', 'for', 'many', 'others']
['will', 'easily', 'defeat', 'hillary', 'clinton', 'in', 'november', 'donald', 'trump']
['srf', 'and', 'sun', 'tv', 'are', 'monday', 'morning', 'bets', 'mitesh', 'thacker', 'miteshthacker', 'com']
['wheat', 'rice', 'basmati', 'fall', 'on', 'reduced', 'offtake']
['gold', 'silver', 'extend', 'gains', 'on', 'global', 'cues', 'jewellers', 'buying']
['kuroda', 'or', 'icici', 'bank', 'you', 'dont', 'know', 'whom', 'to', 'blame', 'when', 'sensex', 'gets', 'cold', 'feet']
['top', '5', 'wealth', 'creating', 'ideas', 'from', 'experts', 'as', 'sensex', 'consolidates']
['isis', 'executed', 'over', '4000', 'in', 'syria', 'in', 'last', 'two', 'years', 'report']
['sugar', 'ends', 'flat', 'in', 'thin', 'trading']
['wealth', 'is', 'the', 'driving', 'factor', 'but', 'values', 'cant', 'be', 'compromised', 'raamdeo', 'agrawal', 'mofsl']
['how', 'to', 'save', 'and', 'invest', 'for', 'your', 'childs', 'education']
['two', 'killed', 'in', 'mumbai', 'building', 'collapse', 'many', 'trapped']
['amit', 'shah', 'trying', 'to', 'create', 'smokescreen', 'with', 'bundle', 'of', 'lies', 'congress']
['agustawestland', 'was', 'never', 'blacklisted', 'arun', 'jaitley']
['isro', 'developing', 'twta', 'for', 'space', 'borne', 'payloads']
['congress', 'to', 'gherao', 'parliament', 'on', 'may', '6', 'on', 'issue', 'of', 'uttarakhand', 'drought', 'and', 'campaign', 'of', 'deceit', 'and', 'deliberate', 'lies']
['take', 'action', 'if', 'there', 'is', 'evidence', 'ak', 'antony', 'on', 'chopper', 'scam']
['indian', 'it', 'firm', 'kellton', 'tech', 'to', 'set', 'up', 'base', 'in', 'ireland']
['chopper', 'deal', 'investigators', 'have', 'ability', 'to', 'find', 'money', 'trail', 'says', 'jayant', 'sinha']
['infant', 'attention', 'span', 'suffers', 'when', 'parents', 'eyes', 'wander']
['west', 'bengal', 'polls', 'ec', 'asks', 'police', 'to', 'register', 'fir', 'against', 'tmc', 'leader', 'sonali', 'guha', 'for', 'criminal', 'intimidation']
['facebook', 'just', 'made', 'it', 'harder', 'to', 'remove', 'offensive', 'content']
['lenders', 'find', 'no', 'takers', 'for', 'kingfisher', 'brand', 'trademarks']
['prime', 'minister', 'narendra', 'modi', 'to', 'visit', 'his', 'lok', 'sabha', 'constituency', 'varanasi', 'tomorrow']
['europe', 'could', 'learn', 'from', 'india', 'in', 'tackling', 'migrant', 'crisis', 'herbert', 'krauss']
['agustawestland', 'chopper', 'deal', 'cbi', 'examines', 'former', 'deputy', 'chief', 'of', 'iaf', 'js', 'gujral']
['first', 'phase', 'of', 'neet', 'tomorrow', 'sc', 'says', 'allow', 'exam', 'to', 'be', 'held']
['now', '40', 'companies', 'tied', 'to', 'vijay', 'mallya', 'under', 'scrutiny']
['richa', 'chadda', 'is', 'all', 'for', 'content', 'driven', 'films']
['mapping', 'the', 'market', 'so', 'who', 'gave', 'dalal', 'street', 'these', 'weekend', 'blues']
['scrutiny', 'of', 'nomination', 'papers', 'begin', 'in', 'kerala']
['sell', 'reliance', 'infra', 'buy', 'indigo', 'kunal', 'bothra', 'lkp']
['zone', 'startups', 'india', 'launches', 'accelerator', 'empower', 'for', 'women']
['lakhani', 'co', 'llp', 'merges', 'with', 'baker', 'tilly']
['since', '2013', 'facebook', 'has', 'spent', '12', '5m', 'on', 'mark', 'zuckerbergs', 'security']
['market', 'losing', 'momentum', 'top', 'five', 'strategies', 'as', 'nifty50', 'consolidates']
['nbfcs', 'and', 'private', 'banks', 'my', 'biggest', 'bet', 'right', 'now', 'samir', 'arora', 'fund', 'manager', 'helios', 'capital']
['west', 'bengal', 'polls', 'about', '20', 'per', 'cent', 'voter', 'turnout', 'recorded', 'till', '9', 'am']
['embassy', 'group', 'buys', 'part', 'of', 'chennai', 'sez', 'unit', 'from', 'snp', 'infrastructure']
['nifty50', 'breaches', '7800', 'level', 'is', 'it', 'time', 'to', 'go', 'short', 'or', 'buy', 'on', 'dips']
['healthcare', 'it', 'now', 'a', '1billion', 'market', 'says', 'nasscom']
['pressure', 'on', 'banking', 'sector', 'insurance', 'demand', 'not', 'severely', 'hit', 'ajit', 'kumar', 'hcl', 'tech']
['no', 'assurance', 'from', 'pakistan', 'on', 'release', 'of', 'doctor', 'who', 'tracked', 'osama', 'bin', 'laden', 'us']
['delhi', 'police', 'is', 'more', 'sherlock', 'holmes', 'than', 'keystone', 'kops']
['fiis', 'like', 'icici', 'bank', 'as', 'valuation', 'wise', 'it', 'is', 'very', 'attractive', 'parag', 'thakkar', 'hdfc', 'securities']
['legal', 'issues', 'will', 'remain', 'as', 'an', 'overhang', 'on', 'jspl', 'stock', 'mayuresh', 'joshi', 'angel', 'broking']
['only', '10', 'lakh', 'earning', 'over', 'rs', '10', 'lakh', 'a', 'year', 'declare', 'income']
['icici', 'bank', 'cannot', 'be', 'ignored', 'in', 'long', 'term', 'avinnash', 'gorakssakar', 'moneylicious']
['forget', 'corporate', 'sector', 'lenders', 'nbfcs', 'are', 'better', 'ajay', 'bagga', 'market', 'expert']
['patanjali', 'will', 'shut', 'the', 'gate', 'in', 'colgate', 'make', 'nestles', 'bird', 'disappear', 'baba', 'ramdev']
['heeding', 'supreme', 'court', 'facebook', 'makes', 'it', 'harder', 'to', 'remove', 'offensive', 'content']
['not', 'interested', 'in', 'infosys', 'tcs', 'and', 'other', 'it', 'biggies', 'vivek', 'mahajan', 'aditya', 'birla', 'money']
['data', 'growth', 'a', 'pain', 'point', 'for', 'telecom', 'firms', 'like', 'bharti', 'airtel', 'and', 'idea', 'cellular']
['wb', 'polls', 'a', 'real', 'test', 'for', 'didi', 'and', 'other', 'tmc', 'biggies']
['kerala', 'row', 'over', 'women', 'campaigners', 'in', 'hijab']
['homing', 'in', 'over', '20000', 'non', 'resident', 'keralites', 'to', 'vote']
['5th', 'phase', 'of', 'polling', 'begins', 'amid', 'tight', 'security', 'in', 'west', 'bengal']
['amity', 'and', 'anger', 'over', 'water', 'in', 'a', 'time', 'of', 'drought', 'in', 'karnataka']
['rich', 'valuations', 'may', 'cap', 'nifty', 'upside', 'in', 'near', 'term']
['south', 'indias', 'first', 'underground', 'metro', 'in', 'bengaluru', 'has', 'been', 'worth', 'the', 'wait']
['centre', 'planning', 'online', 'recruitment', 'for', 'government', 'jobs']
['sentiment', 'in', 'realty', 'turning', 'positive', 'after', 'five', 'quarters', 'report']
['commercial', 'cricket', 'alert', 'court', 'asks', 'bcci', 'star', 'tv', 'telcos', 'for', 'joint', 'pre', 'deposit', 'of', 'rs', '1', '5', 'crore']
['f1', 'can', 'anyone', 'stop', 'nico', 'rosberg']
['priceline', 'ceo', 'resigns', 'after', 'relationship', 'with', 'employee']
['drought', 'unlikely', 'to', 'hit', 'gold', 'demand', 'in', 'india', 'world', 'gold', 'council']
['federation', 'cup', 'the', 'cup', 'this', 'season', 'needs']
['itc', 'to', 'make', 'andhra', 'pradesh', 'agricultural', 'business', 'hub', 'plans', 'huge', 'investments']
['skin', 'cells', 'turned', 'into', 'heart', 'brain', 'cells']
['cbi', 'court', 'orders', 'framing', 'of', 'charges', 'against', 'naveen', 'jindal', 'others']
['reliance', 'jios', 'lyf', 'climbs', 'to', 'fifth', 'spot', 'in', 'smartphone', 'market']
['government', 'pitches', '5', 'billion', 'fdi', 'as', 'a', 'case', 'for', 'diesel', 'car', 'relief']
['india', 'is', 'nbas', 'fastest', 'growing', 'biz', 'in', 'asia']
['for', 'some', 'startups', 'apps', 'are', 'making', 'way', 'for', 'chat', 'bots']
['natural', 'history', 'museums', 'must', 'now', 'tell', 'more', 'about', 'climate', 'change', 'biodiversity', 'and', 'human', 'wildlife', 'coexistence']
['indigo', 'q4', 'profit', 'at', 'rs', '579', '3', 'crore', 'revenue', 'grows', '6', '8', 'yoy']
['vijay', 'mallya', 'keen', 'to', 'settle', 'with', 'banks', 'no', 'hurry', 'to', 'return']
['tourism', 'in', 'jammu', 'my', 'prime', 'focus', 'says', 'mehbooba', 'mufti']
['government', 'expecting', 'rs', '25', 'lakh', 'crore', 'investment', 'for', 'infra', 'development', 'nitin', 'gadkari']
['an', 'indian', 'summer', 'at', 'the', 'cannes', 'lions', '2016']
['ramkumar', 'leaves', 'icici', 'vijay', 'chandok', 'made', 'ed']
['fipb', 'clears', 'rs', '13000', 'crore', 'proposals', 'puts', '1st', '100', 'fdi', 'plan', 'in', 'defence', 'on', 'hold']
['on', 'track', 'to', 'add', '10500', 'mw', 'solar', 'power', 'piyush', 'goyal']
['indian', 'healthcare', 'it', 'now', 'a', '1', 'billion', 'market', 'says', 'nasscom']
['huge', 'bogey', 'is', 'made', 'about', 'compulsory', 'drug', 'licensing', 'system', 'rita', 'teaotia', 'ministry', 'of', 'commerce']
['reliance', 'defence', 'signs', 'pact', 'with', '3', 'ukranian', 'firms']
['embassy', 'group', 'acquires', 'sez', 'project', 'from', 'snp', 'infra']
['agustawestland', 'vvip', 'chopper', 'deal', 'cbi', 'to', 'question', 's', 'p', 'tyagi', 'former', 'deputy', 'air', 'chief', 'j', 's', 'gujral']
['thyrocare', 'technologies', 'ipo', 'draws', 'huge', 'response', 'subscribed', '73', '24x']
['bombay', 'high', 'court', 'orders', 'demolition', 'of', 'adarsh', 'society', 'building']
['government', 'gives', 'in', 'to', 'pressure', 'epf', 'interest', 'rate', 'increased', 'to', '8', '8', 'from', '8', '7']
['uttarakhand', 'high', 'court', 'unhappy', 'with', 'harish', 'rawats', 'remarks']
['bjp', 'paying', 'price', 'for', 'previous', 'stand', 'on', 'gst', 'thomas', 'issac', 'former', 'fm', 'kerala']
['old', 'land', 'scar', 'not', 'healed', 'singur', 'limps', 'to', 'elections']
['cci', 'appoints', 'french', 'audit', 'firm', 'mazars', 'to', 'monitor', 'asset', 'sale', 'process', 'of', 'lafarge', 'india']
['policybazaar', 'garners', 'rs', '500', 'crore', 'of', 'assets', 'under', 'management']
['uttarakhand', 'sting', 'video', 'cbi', 'registers', 'preliminary', 'enquiry']
['emissions', 'scandal', 'volkswagen', 'may', 'cut', 'jobs', 'in', 'pune', 'plant']
['tech', 'view', 'nifty50', 'forms', 'long', 'legged', 'doji', 'pattern', 'shows', 'bulls', 'indecisive']
['people', 'have', 'decided', 'to', 'vote', 'against', 'corrupt', 'udf', 'govt', 'sitaram', 'yechury']
['consume', 'yogurt', 'or', 'buttermilk', 'to', 'improve', 'gut', 'bacteria']
['complete', 'agustawestland', 'chopper', 'deal', 'probe', 'in', 'two', 'months', 'congress', 'to', 'government']
['status', 'delivery', 'of', '27', 'lakh', 'passports', 'unknown']
['icici', 'bank', 'q4', 'pat', 'tanks', 'to', 'rs', '702', 'crore', 'on', 'rs', '3600', 'crore', 'exceptional', 'loss']
['upa', 'must', 'answer', 'who', 'received', 'kickbacks', 'in', 'agusta', 'deal', 'parrikar']
['yellen', 'whistle', 'cools', 'down', 'the', 'bull', 'party', 'more', 'correction', 'lies', 'ahead']
['gujarat', 'to', 'reserve', '10', 'jobs', 'for', 'economically', 'backward']
['west', 'bengal', 'polls', 'ola', 'rolls', 'backs', 'peak', 'pricing', 'on', 'election', 'day']
['opposition', 'wants', 'mps', 'team', 'to', 'visit', 'jharkhand']
['attention', 'parents', 'keep', 'your', 'kids', 'away', 'from', 'aerial', 'pesticides']
['stick', 'to', 'tcs', 'infosys', 'among', 'it', 'and', 'va', 'tech', 'wabag', 'rajat', 'sharma', 'ceo', 'sana', 'securities']
['goof', 'up', 'in', 'congress', 'forms', 'says', 'candidates', 'contesting', 'for', 'tamil', 'nadu', 'by', 'elections']
['forming', 'fogbows', 'study', 'finds', 'limit', 'on', 'evaporation', 'to', 'ice', 'sheets', 'but', 'that', 'may', 'change']
