['now', 'team', 'modi', 'decides', 'unlike', 'madam', 'decided', 'venkaiah', 'naidu']
['finance', 'ministry', 'officials', 'defend', 'ceas', 'appointment']
['sensex', 'nifty50', 'jumpy', 'tata', 'motors', 'tata', 'steel', 'top', 'losers']
['probe', 'panel', 'to', 'conduct', 'hearing', 'on', 'mathura', 'violence']
['visa', 'issues', 'more', 'than', 'a', 'million', 'contactless', 'cards']
['mayoral', 'election', 'tamil', 'nadu', 'government', 'proposes', 'amendments', 'to', 'municipal', 'act']
['the', 'best', 'way', 'is', 'to', 'make', 'mistakes', 'and', 'learn', 'priyank', 'kharge']
['rss', 'body', 'to', 'host', 'iftar', 'invites', 'diplomats', 'of', 'muslim', 'countries']
['china', 'india', 'can', 'join', 'hands', 'to', 'tackle', 'urban', 'pollution']
['h', '1b', 'visa', 'hike']
['57', 'killed', 'in', 'heavy', 'rains', 'thunderstorm', 'in', 'bihar']
['indias', 'reform', 'push', 'stronger', 'than', 'others', 'but', 'pm', 'modi', 'could', 'have', 'done', 'better', 'ruchir', 'sharma']
['tas', 'ties', 'with', 'ngri', 'scientists', 'to', 'locate', 'ground', 'water', 'resources', 'in', 'state']
['after', 'raghuram', 'rajan', 'subramanian', 'swamy', 'now', 'wants', 'arvind', 'subramanian', 'to', 'be', 'sacked']
['spectre', '13', 'laptop', 'hps', 'aluminium', 'and', 'carbon', 'fibre', 'creation']
['hp', 'elite', 'x2', '1012', 'review', 'top', 'windows', '10', 'convertible', 'notebook', 'available', 'for', 'business', 'users']
['cotton', 'turns', 'too', 'costly', 'here', 'tamil', 'nadu', 'banks', 'on', 'imports']
['zee', 'targets', 'mass', 'with', 'new', 'offerings', 'on', 'dittotv']
['mnc', 'queue', 'to', 'hyderabad', 'grows', 'longer', 'jp', 'morgan', 'ibm', 'look', 'for', 'office', 'space']
['bracing', 'for', 'brexit', 'you', 'have', '24', 'hours', 'to', 'create', 'safeguards', 'for', 'the', 'two', 'outcomes']
['is', 'it', 'time', 'for', 'india', 'to', 'get', 'its', 'own', 'janet', 'yellen']
['online', 'loan', 'facilitator', 'rubique', 'to', 'raise', 'up', 'to', '15', 'million']
['no', 'need', 'for', 'licensing', 'pact', 'with', 'gm', 'technology', 'provider', 'nsai']
['turningideas', 'venture', 'to', 'help', 'startups', 'with', 'early', 'investments']
['tcs', 'partners', 'with', 'four', 'colleges', 'for', 'creating', 'big', 'data', 'talent']
['alphabet', 'facebook', 'seen', 'acquiring', 'more', 'as', 'startup', 'valuations', 'sag']
['pakistan', 'violating', 'sovereignty', 'of', 'other', 'nations', 'afghanistan', 'to', 'un']
['hp', 'launches', 'the', 'worlds', 'thinnest', 'laptop', 'spectre', '13']
['techprocess', 'looks', 'to', 'learn', 'a', 'few', 'lessons', 'in', 'education', 'space']
['doctor', 'performs', 'yoga', 'for', '69', 'hours', 'to', 'enter', 'record', 'book']
['spiderg', 'creator', 'gladiris', 'technologies', 'secures', 'seed', 'funding']
['multi', 'agency', 'group', 'submits', '3', 'reports', 'on', 'panama', 'leaks', 'to', 'government']
['5', 'mutual', 'fund', 'schemes', 'that', 'returned', '20', 'plus', 'over', '3', 'years']
['penning', 'a', 'careful', 'story', 'we', 'will', 'make', 'sure', 'we', 'dont', 'hurt', 'sensitivities', 'says', 'montblanc']
['why', 'amazon', 'flipkart', 'snapdeal', 'and', 'shopclues', 'fight', 'and', 'cant', 'stand', 'united', 'against', 'offline', 'retailers', 'and', 'government', 'rules']
['bio', 'agency', 'acquisition', 'to', 'help', 'tech', 'mahindra', 'move', 'into', 'new', 'space', 'pankaj', 'sharma', 'equirus', 'securities']
['fresco', 'capital', 'e', 'zest', 'solutions', 'team', 'up', 'for', 'hackathon', 'in', 'pune']
['india', 'demands', 'sanctions', 'against', 'new', 'taliban', 'leader']
['sony', 'xperia', 'x', 'review', 'is', 'a', 'good', 'phone', 'but', 'the', 'price', 'is', 'exorbitant']
['basf', 'india', 'gains', 'as', 'parent', 'acquires', 'chemetall', 'for', '3', '2', 'billion']
['how', 'safe', 'are', 'you', 'from', 'cyber', 'attacks']
['le', 'max2', 'review', 'ticks', 'the', 'right', 'boxes', 'but', 'needs', 'more', 'flair']
['bookies', 'say', 'its', 'almost', 'all', 'over', 'as', 'gamblers', 'see', 'no', 'brexit']
['collaboration', 'efforts', 'to', 'help', 'consolidate', 'position', 'in', 'the', 'industry', 'jayashree', 'satagopan', 'pi', 'industries']
['h', '1b', 'visa', 'fee', 'hike', 'has', 'not', 'hurt', 'visa', 'requests', 'us', 'consular', 'officer']
['karnataka', 'government', 'authorities', 'force', 'shops', 'to', 'buy', 'more', 'liquor', 'as', 'it', 'attracts', 'higher', 'excise', 'duty', 'compared', 'to', 'beer']
['stepping', 'down', 'of', 'yc', 'deveshwar', 'and', 'guiding', 'the', 'next', 'leader', 'to', 'work', 'well', 'for', 'the', 'firm', 'kaustabh', 'pawaskar', 'sharekhan']
['reliance', 'tata', 'lt', 'and', 'other', 'defence', 'companies', 'ask', 'pmo', 'to', 'focus', 'on', 'private', 'sector']
['indian', 'origin', 'hedge', 'fund', 'manager', 'charged', 'with', 'insider', 'trading', 'commits', 'suicide']
['pm', 'narendra', 'modi', 'expresses', 'gratitude', 'to', 'chinese', 'people', 'for', 'participating', 'in', 'yoga', 'events']
['how', 'snapdeal', 'office', 'is', 'keeping', 'up', 'with', 'changing', 'millennial', 'workforce']
['rupee', 'inches', '8', 'paise', 'lower', 'against', 'us', 'dollar']
['sell', 'ajanta', 'pharma', 'target', 'rs', '1410', 'mitesh', 'thacker']
['yoga', 'bridging', 'communal', 'gap', 'for', 'bjp', 'minority', 'leaders']
['samsung', 'micromax', 'and', 'other', 'smartphone', 'makers', 'count', 'on', 'good', 'rains', 'to', 'increase', 'sales']
['all', 'you', 'need', 'to', 'know', 'about', 'isros', 'record', 'launch', 'pslv', 'c34']
['buy', 'bpcl', 'target', 'rs', '1058', 'rakesh', 'bansal']
['this', 'artist', 'rs', 'mps', 'sketches', 'of', 'fellow', 'members', 'is', 'incomplete', 'without', 'vijay', 'mallyas', 'signature']
['buy', 'colgate', 'palmolive', 'target', 'rs', '920', 'mitesh', 'thacker']
['buy', 'colgate', 'palmolive', 'target', 'rs', '900', 'ck', 'narayan']
['sell', 'adani', 'ports', 'target', 'rs', '197', 'ck', 'narayan']
['got', 'a', 'swag', 'check', 'out', 'what', 'works', 'for', 'you']
['tech', 'mahindra', 'to', 'buy', 'uk', 'based', 'digital', 'firm', 'as', 'buyout', 'spree', 'continues']
['sell', 'strides', 'shasun', 'target', 'rs', '1055', 'mitesh', 'thacker']
['buy', 'cesc', 'target', 'rs', '608', 'rakesh', 'bansal']
['buy', 'arvind', 'target', 'rs', '340', 'mitesh', 'thacker']
['sell', 'hul', 'target', 'rs', '841', 'siddharth', 'bhamre']
['sell', 'sbi', 'target', 'rs', '203', 'siddharth', 'bhamre']
['buy', 'or', 'sell', 'ideas', 'from', 'experts', 'for', 'tuesday', '21', 'june', '2016']
['brexit', 'will', 'mostly', 'impact', 'uk', 'and', 'eu', 'marie', 'diron', 'moodys', 'investors']
['need2know', 'seven', 'macro', 'triggers', 'that', 'are', 'likely', 'to', 'stir', 'up', 'the', 'markets', 'today']
['five', 'factors', 'that', 'changed', 'your', 'market', 'while', 'you', 'were', 'sleeping']
['twelve', 'stocks', 'in', 'focus', 'on', 'wednesday', '22', 'june', '2016']
['fuel', 'consumption', 'grows', '6', '7', 'in', 'may', 'import', 'dependence', 'goes', 'up', 'to', '81', '9']
['cracks', 'appear', 'in', 'regional', 'comprehensive', 'economic', 'partnership', 'over', 'tariff']
['with', 'rel', 'jio', 'leeco', 'extending', 'the', 'price', 'war', 'to', 'tvs', 'it', 'could', 'be', 'an', 'early', 'diwali', 'for', 'buyers', 'this', 'year']
['strengthening', 'energy', 'ties', 'with', 'russia', 'to', 'be', 'on', 'top', 'of', 'pm', 'narendra', 'modis', 'agenda']
['mayors', 'worldwide', 'align', 'in', 'response', 'to', 'airbnb', 'uber', 'for', 'a', 'unified', 'rule', 'book']
['baba', 'ramdevs', 'patanjali', 'ayurved', 'plans', 'to', 'raise', 'rs', '1000', 'crore']
['non', 'core', 'assets', 'can', 'come', 'to', 'the', 'rescue', 'of', 'state', 'run', 'banks']
['could', 'selfie', 'discipline', 'really', 'do', 'the', 'trick']
['brexit', 'vote', 'in', 'balance', 'as', 'polls', 'disagree', 'on', 'which', 'side', 'leads']
['cross', 'border', 'mas', 'push', 'global', 'fdi', 'flows', 'to', '1', '76', 'trillion']
['foreign', 'law', 'firms', 'like', 'dla', 'piper', 'jones', 'day', 'and', 'others', 'seek', 'talent', 'acquisitions', 'for', 'bigger', 'india', 'play']
['data', 'analytics', 'firms', 'gear', 'up', 'to', 'lure', 'the', 'best', 'talent', 'as', 'the', 'demand', 'for', 'specialised', 'talent', 'increases']
['rbi', 'to', 'come', 'hard', 'on', 'banks', 'that', 'fail', 'to', 'protect', 'customer', 'rights']
['bank', 'of', 'india', 'sells', '18', 'per', 'cent', 'stake', 'to', 'partner', 'dai', 'ichi', 'life']
['we', 'dont', 'have', 'best', 'solution', 'for', 'npas', 'rbi', 'deputy', 'governor', 'ss', 'mundra']
['et', 'in', 'the', 'classroom', 'rbi', 'action', 'against', 'money', 'muling']
['chinas', 'global', 'currency', 'is', 'going', 'local', 'now']
['most', 'operators', 'fail', 'mumbai', 'call', 'drop', 'test', 'trai']
['tata', 'realty', 'standard', 'chartered', 'private', 'equity', 'jv', 'buys', 'm3m', 'land', 'for', 'rs', '250', 'crore']
['gladiris', 'technologies', 'raises', 'funds', 'to', 'enhance', 'product', 'acquire', 'new', 'customers']
['monsoon', 'advances', 'to', 'kashmir', 'likely', 'to', 'cover', 'entire', 'country', 'much', 'before', 'july', '15', 'schedule']
['coal', 'block', 'auction', 'unlikely', 'in', '3', 'months', 'coal', 'secretary', 'anil', 'swarup']
['reining', 'in', 'ola', 'uber', 'roads', 'ministry', 'advises', 'states', 'to', 'put', 'a', 'limit', 'on', 'maximum', 'chargeable', 'fare']
['nikesh', 'arora', 'stepsdown', 'as', 'softbank', 'president', 'as', 'masayoshi', 'son', 'decides', 'to', 'stay', 'on', 'as', 'ceo']
['india', 'at', 'no', '10', 'in', 'fdi', 'inflow', 'in', '2015', 'un', 'report']
['oracle', 'sets', 'up', 'sales', 'force', 'of', '1000', 'people', 'to', 'bag', 'deals', 'in', 'asia', 'pacific', 'region']
['airlines', 'providing', 'regional', 'connectivity', 'to', 'have', 'simple', 'rules', 'for', 'entry', 'and', 'exit', 'aviation', 'ministry']
['im', 'not', 'rahul', 'gandhi', 'sonia', 'gandhi', 'or', 'robert', 'vadra', 'you', 'cannot', 'scare', 'me', 'arvind', 'kejriwal', 'to', 'pm', 'modi']
['us', 'based', 'bessemer', 'venture', 'partners', 'to', 'invest', 'rs', '80', 'crore', 'in', 'food', 'delivery', 'company', 'swiggy']
['gains', 'from', 'penny', 'stocks', 'not', 'bogus', 'income', 'tax', 'tribunal']
['wheat', 'imports', 'surge', 'to', 'decade', 'high', 'on', 'shortage', 'dry', 'weather']
['overseas', 'punters', 'may', 'trim', 'long', 'bets', 'on', 'gold']
['mandhana', 'industries', 'without', 'being', 'human', 'retail', 'business', 'may', 'pose', 'a', 'few', 'risks', 'to', 'investors']
['nikesh', 'aroras', 'resignation', 'is', 'unlikely', 'to', 'hurt', 'indias', 'startup', 'ecosystem', 'much', 'heres', 'why']
['karnataka', 'ola', 'gets', 'licence', 'by', 'registering', 'and', 'furnishing', 'details', 'for', '100', 'cabs']
['centre', 'stares', 'at', 'crisis', 'as', 'babus', 'file', 'cases', 'seeking', 'retrospective', 'promotions', 'pay', 'revisions']
['tea', 'board', 'postpones', 'all', 'india', 'e', 'auction', 'of', 'tea']
['st', 'certificates', 'with', 'aadhaar', 'says', 'centre']
