['bharti', 'airtel', 'q2', 'beats', 'street', 'net', 'profit', 'flat', 'at', 'rs', '1460crore', 'qoq']
['breaking', 'news', 'cyrus', 'mistry', 'files', '4', 'caveats', 'against', 'ratan', 'tata', 'tata', 'sons']
['symphony', 'q2', 'net', 'grows', '37', 'to', 'rs', '39', 'crore']
['microsoft', 'just', 'released', 'the', 'future', 'of', 'voice', 'recognition']
['welspun', 'corp', 'dips', 'into', 'red', 'posts', 'q2', 'net', 'loss', 'of', 'rs', '33', '64', 'cr']
['west', 'bengal', 'holds', 'meeting', 'with', 'usibc', 'to', 'boost', 'investment']
['your', 'mutual', 'fund', 'may', 'have', 'investments', 'in', 'tata', 'group', 'companies']
['some', 'bjp', 'workers', 'ministers', 'still', 'in', 'opposition', 'mindset', 'devendra', 'fadnavis']
['what', 'are', 'investors', 'missing', 'on', 'dalal', 'street']
['tata', 'metaliks', 'q2', 'profit', 'rises', '7', '4', 'to', 'rs', '21', '73', 'crore']
['cyrus', 'mistry', 'denies', 'filing', 'caveats', 'against', 'tata', 'trusts']
['jyothy', 'laboratories', 'q2', 'net', 'profit', 'jumps', '61', 'to', 'rs', '32', 'cr']
['mapping', 'the', 'market', 'tata', 'stocks', 'hog', 'limelight', 'telecom', 'index', 'top', 'performer']
['hillary', 'clinton', 'leads', 'donald', 'trump', 'by', '5', 'points', 'in', 'latest', 'poll']
['thyrocare', 'q2', 'net', 'up', '22', 'at', 'rs', '20', '23', 'crore']
['india', 'renews', 'talks', 'on', 'building', 'nuclear', 'power', 'plants', 'report']
['accused', 'because', 'i', 'am', 'dayanidhis', 'brother', 'kalanithi', 'maran', 'to', 'court']
['this', 'diwali', 'these', 'arttdinox', 'steel', 'pieces', 'will', 'steal', 'the', 'show']
['hours', 'after', 'sacking', 'cyrus', 'mistry', 'tata', 'group', 'erases', 'all', 'his', 'signs', 'from', 'its', 'website', 'too']
['sandesh2soldiers', 'aamir', 'salman', 'akshays', 'special', 'message', 'to', 'soldiers', 'on', 'diwali']
['the', 'kettlery', 'raised', '1', 'million', 'from', 'abhinav', 'bindras', 'shooting', 'starts', 'sports', 'llp', 'franchise', 'india', 'brands']
['bengaluru', 'mayor', 'g', 'padmavathi', 'cracks', 'the', 'whip', 'on', 'municipal', 'officers']
['airports', 'authority', 'of', 'india', 'pays', 'rs', '482', '21', 'crore', 'dividend', 'to', 'government', 'for', 'fy16']
['gold', 'spurts', 'on', 'wedding', 'season', 'cheer', 'silver', 'follows']
['salim', 'gangadharan', 'to', 'replace', 'amitabha', 'guha', 'as', 'non', 'executive', 'chairman', 'in', 'south', 'indian', 'bank']
['axis', 'bank', 'q3', 'profit', 'plunges', '83', '4', 'on', 'major', 'spike', 'in', 'bad', 'loan', 'provisions', 'to', 'rs', '3623', 'crore']
['ramesh', 'srinivasan', 'haragopal', 'mangipudi', 'to', 'get', 'iimb', 'distinguished', 'alumni', 'award']
['donald', 'trump', 'goes', 'all', 'out', 'to', 'woo', 'hindu', 'americans']
['ril', 'set', 'sign', '600', 'million', 'pact', 'with', 'samsung', 'heavy', 'industries', 'for', 'six', 'ethane', 'carriers']
['idbi', 'bank', 'reports', '53', '50', 'plunge', 'in', 'net', 'profit', 'for', 'q2']
['the', 'stocks', 'to', 'bet', 'on', 'in', 'samvat', '2073', 'dipen', 'shah', 'kotak', 'securities']
['kahaani', '2', 'trailer', 'released', 'vidya', 'balan', 'sends', 'moviedom', 'into', 'panic', 'mode']
['gold', 'demand', 'takes', 'a', 'hit', 'as', 'curbs', 'on', 'black', 'money', 'intensify']
['sensex', 'sheds', '87', 'points', 'nifty50', 'slips', 'below', '8700', 'tata', 'steel', 'down', '2']
['should', 'you', 'look', 'beyond', 'gold', 'this', 'festive', 'season']
['cyrus', 'mistry', 'may', 'file', 'for', 'interim', 'injunction', 'in', 'bombay', 'high', 'court']
['60', 'per', 'cent', 'of', 'millennials', 'arent', 'happy', 'with', 'their', 'boss', 'timesjobs', 'study']
['the', 'tata', 'shapurji', 'pallonji', 'fight', 'is', 'going', 'to', 'get', 'uglier', 'anil', 'singhvi', 'ican', 'investment', 'advisors']
['top', 'five', 'takeaways', 'from', 'hdfc', 'bank', 'results', 'for', 'investors']
['rbi', 'to', 'conduct', 'cybercrime', 'audit', 'to', 'check', 'loopholes', 'in', 'it', 'systems', 'of', 'banks']
['zee', 'entertainment', 'q2', 'net', 'climbs', '27', 'to', 'rs', '238', 'crore']
['cyrus', 'mistrys', 'removal', 'several', 'decisions', 'by', 'him', 'did', 'not', 'go', 'down', 'well', 'with', 'tata', 'trusts']
['arvind', 'fashion', 'deal', 'is', 'a', '112', 'mn', 'transaction', 'renuka', 'ramnath']
['alembic', 'pharma', 'q2', 'net', 'dips', '58', 'to', 'rs', '119', '83', 'cr']
['top', 'ten', 'midcap', 'stocks', 'that', 'can', 'turn', 'mutibaggers', 'in', 'samvat', '2073']
['pop', 'idol', 'bobby', 'vee', 'dies', 'at', '73']
['time', 'for', 'a', 'closer', 'look', 'at', 'the', 'black', 'hole', 'called', 'eps']
['govt', 'offloads', '15', 'in', 'nbcc', 'to', 'raise', 'rs', '2200', 'crore']
['government', 'to', 'reduce', 'road', 'deaths', 'by', 'half', 'in', '2', 'years', 'nitin', 'gadkari']
['icici', 'prudential', 'life', 'q2', 'net', 'up', '1', 'at', 'rs', '419', 'crore']
['mope', 'buys', 'minority', 'stake', 'in', 'ganesh', 'grains']
['union', 'cabinet', 'nod', 'soon', 'for', 'andhra', 'pradesh', 'special', 'financial', 'package', 'y', 's', 'chowdary']
['heres', 'a', 'trip', 'down', 'ipods', 'memory', 'lane', 'as', 'it', 'turns', '15']
['government', 'has', 'strategic', 'control', 'no', 'threat', 'to', 'tax', 'data', 'gstn', 'chairman']
['know', 'how', 'human', 'brains', 'slack', 'with', 'age']
['housing', 'sales', 'grow', '12', 'in', 'july', 'september', 'to', '54721', 'units', 'in', '9', 'cities']
['september', 'quarter', 'sees', '210', 'deals', 'worth', '11', '3', 'billion', 'ey']
['midcap', 'infra', 'chemical', 'make', 'good', 'bets', 'keep', 'out', 'of', 'midcap', 'pharma', 'and', 'nbfcs', 'shankar', 'sharma', 'first', 'global']
['after', 'turning', 'dad', 'this', 'month', 'dropboxs', 'aditya', 'agarwal', 'also', 'gets', 'a', 'promotion']
['reduce', 'hcl', 'technologies', 'with', 'a', 'target', 'of', 'rs', '864', 'kotak', 'securities', 'limited']
['adani', 'ports', 'q2', 'net', 'profit', 'up', '60', '9', 'yoy', 'at', 'rs', '1090', 'crore']
['hexaware', 'q2', 'pat', 'jumps', '11', '4', 'revenues', 'up', '4', 'qoq']
['federal', 'bank', 'reports', '24', 'rise', 'in', 'net', 'profit', 'for', 'q2']
['rajnath', 'singh', 'speaks', 'to', 'odisha', 'cm', 'naveen', 'patnaik', 'after', 'forces', 'killed', '24', 'maoists']
['meenakshi', 'mission', 'hospital', 'looking', 'at', 'chennai', 'hospital', 'acquisition']
['buy', 'lic', 'housing', 'finance', 'target', 'rs', '630', 'prabhudas', 'lilladher']
['buy', 'coal', 'india', 'with', 'a', 'target', 'of', 'rs', '346', 'reliance', 'securities']
['84', 'indians', 'optimistic', 'over', 'career', 'development', 'in', 'next', '12', 'months', 'michael', 'page', 'survey']
['asian', 'paints', 'q2', 'net', 'profit', 'rises', '18', '1', 'yoy', 'to', 'rs', '495', 'crore']
['reduce', 'hcl', 'technologies', 'target', 'rs', '864', 'kotak', 'securities', 'limited']
['ecl', 'finance', 'raises', 'rs', '502', 'crore', 'via', 'masala', 'bonds']
['expect', 'investment', 'pick', 'up', 'in', 'h2', 'anuja', 'shah', 'care', 'ratings']
['psus', 'lead', 'the', 'way', 'as', 'india', 'inc', 'steps', 'up', 'social', 'spend', 'but', 'still', 'misses', 'target']
['yadavs', 'wrestle', 'priyanka', 'gandhi', 'has', 'queries', 'about', 'impact']
['we', 'are', 'ready', 'to', 'process', 'more', 'loan', 'applications', 'and', 'deposit', 'applications', 'across', 'all', 'geographies', 'sanjay', 'gupta', 'pnb', 'housing', 'finance']
['ratan', 'tata', 'shouldnt', 'have', 'come', 'back', 'after', 'walking', 'into', 'the', 'sunset', 'mohandas', 'pai']
['hold', 'acc', 'target', 'rs', '1710', 'centrum', 'broking']
['bjp', 'distances', 'itself', 'from', 'yashwant', 'sinha', 'led', 'teams', 'meeting', 'with', 'syed', 'ali', 'shah', 'geelani']
['cyrus', 'mistry', 'ouster', 'may', 'put', 'a', 'spanner', 'in', 'tata', 'steels', 'europe', 'joint', 'venture']
['reliance', 'commercial', 'finance', 'will', 'be', 'a', 'separate', '100', 'owned', 'subsidiary', 'of', 'reliance', 'capital', 'sam', 'ghosh', 'reliance', 'capital']
['in', 'press', 'statement', 'to', 'tata', 'employees', 'cyrus', 'mistry', 'says', 'litigation', 'speculations', 'baseless']
['tata', 'companies', 'must', 'focus', 'on', 'market', 'position', 'ratan', 'tata']
['focus', 'on', 'market', 'position', 'dont', 'compare', 'with', 'past', 'ratan', 'tata', 'tells', 'senior', 'leaders', 'of', 'tata', 'companies']
['further', 'rerating', 'of', 'the', 'asset', 'classes', 'unlikely', 'sanjeev', 'prasad', 'kotak', 'institutional', 'equities']
['revenue', 'neutral', 'rate', 'structure', 'of', 'gst', 'to', 'be', 'finalised', 'next', 'month', 'shaktikanta', 'das']
['submit', 'report', 'on', 'drains', 'joining', 'ganga', 'by', 'november', '7', 'ngt', 'to', 'panel']
['thane', 'call', 'centre', 'scam', 'two', 'detained', 'from', 'ahmedabad']
['tprel', 'inks', 'pact', 'with', 'seci', 'for', '100', 'mw', 'solar', 'project', 'in', 'andhra', 'pradesh']
['romantic', 'dinner', 'on', 'helipad', 'parasailing', 'private', 'yacht', 'ride', 'this', 'is', 'how', 'corporates', 'are', 'pampering', 'their', 'employees', 'this', 'diwali']
['we', 'are', 'primarily', 'in', 'the', 'two', 'wheeler', 'financing', 'segment', 'r', 'manmohan', 'muthoot', 'capital']
['no', 'decision', 'yet', 'on', 'legal', 'recourse', 'to', 'cyrus', 'mistry', 'ouster', 'shapoorji', 'pallonji']
['arvind', 'net', 'profit', 'up', '1', '5', 'at', 'rs', '72', 'crore']
['essar', 'power', 'resumes', 'generation', 'at', 'hazira', 'plant']
['fifa', 'u', '17', 'world', 'cup', 'to', 'be', 'held', 'from', 'october', '6', '28']
['bankruptcy', 'insolvency', 'law', 'may', 'be', 'operational', 'by', 'year', 'end', 'shaktikanta', 'das']
['prudential', 'financial', 'increases', 'stake', 'to', '49', 'per', 'cent', 'in', 'dhfl', 'pramerica', 'life', 'insurance']
['visit', 'to', 'india', 'shows', 'importance', 'of', 'bilateral', 'relations', 'theresa', 'may']
['arvind', 'brands', 'division', 'raise', 'rs', '740', 'crore', 'through', 'private', 'equity']
['hdfc', 'bank', 'net', 'profit', 'zooms', '20', 'yoy', 'to', 'rs', '3455', 'crore']
['labour', 'trouble', 'may', 'deter', 'chinas', 'investments', 'to', 'india', 'report']
['kotak', 'mahindra', 'bank', 'q2', 'profit', 'jumps', '43', 'npa', 'marginally', 'down']
['delhi', 'one', 'killed', 'in', 'explosion', 'near', 'chandni', 'chowk']
['how', 'flipkarts', 'kalyan', 'krishnamurthy', 'is', 'taking', 'the', 'fight', 'to', 'amazon']
['buy', 'tata', 'motors', 'target', 'rs', '694', 'microsec', 'capital']
['buy', 'arvind', 'target', 'rs', '372', 'dr', 'ck', 'narayan']
['unscientific', 'criticism', 'has', 'cost', 'farmers', 'a', 'fortune', 'gm', 'mustard', 'developer', 'ians', 'interview']
['buy', 'maruti', 'suzuki', 'india', 'with', 'a', 'target', 'of', 'rs', '5950', 'rakesh', 'bansal']
['sp', 'feud', 'shivpal', 'akhilesh', 'yadav', 'flock', 'mulayams', 'yadav', 'residence']
['cyrus', 'mistry', 'from', 'being', 'a', 'low', 'profile', 'figure', 'to', 'becoming', 'tata', 'sons', 'chairman']
['hdfc', 'bank', 'asset', 'quality', 'remains', 'stable', 'gross', 'npas', 'dipmarginally', 'qoq', 'to', '1', '02']
['buy', 'maruti', 'suzuki', 'india', 'with', 'a', 'target', 'of', 'rs', '5800', 'dr', 'ck', 'narayan']
['karnataka', 'government', 'not', 'to', 'take', 'over', 'temples', 'religious', 'institutes', 'minister']
['kotak', 'banks', 'npas', 'edge', 'up', 'to', '1', '05', 'yoy']
['ipo', 'watch', 'many', 'concerns', 'for', 'long', 'term', 'investors', 'in', 'varun', 'beverages']
['buy', 'oil', 'india', 'ltd', 'with', 'a', 'target', 'of', 'rs', '442', 'rakesh', 'bansal']
['farokh', 'engineer', 'death', 'hoax', 'rishi', 'kapoor', 'tweets', 'later', 'apologises']
['mf', 'queries', 'answered', 'by', 'harshvardhan', 'roongta', 'cfp', 'roongta', 'securities']
['buy', 'sun', 'pharmaceutical', 'industries', 'target', 'rs', '780', 'kunal', 'bothra']
['rupee', 'loses', '8', 'paise', 'to', '66', '93', 'against', 'us', 'dollar']
['furlenco', 'makes', 'key', 'hires', 'to', 'lead', 'marketing', 'operations', 'verticals']
['big', 'rejig', 'ratan', 'tata', 'to', 'replace', 'cyrus', 'mistry', 'as', 'tata', 'sons', 'chairman']
['when', 'work', 'life', 'begins', 'at', '60']
['universe', 'not', 'expanding', 'at', 'accelerating', 'rate', 'study']
['still', 'a', 'long', 'wait', 'for', 'banks', 'to', 'get', 'airbus', 'refund']
['dr', 'reddys', 'labs', 'reports', '60', 'drop', 'in', 'q2', 'net', 'profit']
['scope', 'for', '50', 'bps', 'rate', 'cut', 'by', 'april', 'bofa']
['mpower', 'gets', '6mn', 'investment', 'from', 'zephyr', 'peacock', 'pe', 'fund']
['learn', 'with', 'etmarkets', 'five', 'things', 'that', 'describe', 'performance', 'of', 'icici', 'pru', 'life']
['from', 'google', 'photos', 'to', 'accuweather', 'seven', 'apps', 'that', 'will', 'make', 'life', 'easier']
['cyrus', 'mistry', 'had', 'been', 'assertive', 'on', 'business', 'performances', 'deven', 'choksey', 'krchoksey', 'investment', 'managers']
['finance', 'ministry', 'declines', 'to', 'share', 'black', 'money', 'assessment', 'reports']
['mistry', 'ouster', 'trigger', 'was', 'saturday', 'meeting', 'in', 'singapore', 'with', 'docomo', 'ajay', 'bagga']
['perpetual', 'bonds', 'what', 'leads', 'mutual', 'funds', 'to', 'buy']
['diwali', 'sweets', 'ladoos', 'kaju', 'barfis', 'gulab', 'jamuns', 'should', 'rule', 'the', 'season']
['at', 'least', 'i', 'will', 'go', 'down', 'as', 'president', 'barack', 'obama', 'tells', 'donald', 'trump']
['pnb', 'housing', 'finance', 'ipo', 'anchor', 'book', 'fully', 'subscribed', 'at', 'top', 'end', 'of', 'price', 'band']
['amazon', 'still', 'has', 'oneplus', 'on', 'rivals']
['akhilesh', 'approachable', 'leader', 'ad', 'campaign']
['bengaluru', 'metro', 'offers', 'a', 'rough', 'ride', 'to', 'the', 'elderly']
['salaried', 'tax', 'payers', 'to', 'get', 'sms', 'alerts', 'on', 'tds', 'deductions']
['samajwadi', 'party', 'internal', 'strife', 'raises', 'hope', 'of', 'bjp', 'win', 'in', 'up', 'betters', 'market', 'prospect']
['pedestrian', 'rights', 'how', 'to', 'help', 'pedestrians', 'reclaim', 'their', 'space']
['fireworks', 'hub', 'loses', '35', 'per', 'cent', 'of', 'market', 'share', 'to', 'chinese', 'imports', 'defuse', 'sivakasi', 'cracker', 'business']
['ratan', 'tata', 'writes', 'to', 'groups', 'employees', 'says', 'back', 'for', 'stability', 'read', 'the', 'full', 'letter', 'here']
['idea', 'cellular', 'slips', 'nearly', '4', 'on', 'poor', 'quarterly', 'result']
['does', 'social', 'media', 'kill', 'productivity']
['tata', 'group', 'stocks', 'take', 'a', 'hit', 'on', 'mistry', 'ous', 'exit']
['unsold', 'flats', 'leave', 'bangalore', 'development', 'authority', 'in', 'hunt', 'for', 'funds']
['cyrus', 'mistrys', 'ouster', 'this', 'can', 'be', 'a', 'watershed', 'event', 'in', 'the', 'tata', 'groups', 'history']
['maruti', 'suzuki', 'india', 'now', 'most', 'expensive', 'stock', 'among', 'global', 'car', 'companies']
['invoice', 'discounting', 'marketplace', 'kredx', 'raises', 'rs', '40', 'cr', 'from', 'sequoia', 'existing', 'backer']
['music', 'from', 'waste', 'former', 'swarathma', 'drummer', 'plays', 'a', 'unique', 'tune', 'with', 'thaalavattam']
['adani', 'group', 'stocks', 'drop', 'up', 'to', '5', 'on', 'poor', 'q2', 'numbers']
['heres', 'why', 'spinning', 'a', 'yarn', 'or', 'two', 'has', 'become', 'a', 'big', 'business', 'tale', 'in', 'bengaluru']
['when', 'the', 'ambanis', 'hosted', 'arjun', 'kapoor']
['ae', 'dil', 'hai', 'mushkil', 'row', 'i', 'was', 'opposed', 'to', 'rs', '5', 'crore', 'demanded', 'by', 'mns', 'says', 'devendra', 'fadnavis']
['shankar', 'sharma', 'bets', 'on', 'metals', 'in', 'new', 'samvat', 'to', 'avoid', 'euphoria', 'over', 'nbfc']
['curbs', 'on', 'surge', 'pricing', 'drives', 'ola', 'towards', 'shared', 'services']
['buy', 'idfc', 'target', 'rs', '77', 'siddarth', 'bhamre']
['cyrus', 'mistry', 'never', 'proposed', 'anything', 'hugely', 'radical', 'to', 'get', 'sacked', 'swaminathan', 'aiyar']
['buy', 'arvind', 'target', 'rs', '375', 'kunal', 'bothra']
['social', 'utility', 'management', 'startups', 'go', 'local', 'for', 'promotions']
['buy', 'moil', 'target', 'rs', '320', 'kunal', 'bothra']
['sell', 'ceatm', 'target', 'rs', '1200', 'siddarth', 'bhamre']
['big', 'companies', 'need', 'strategy', 'for', 'digital', 'world', 'at', 'kearney']
['bengaluru', 'roads', 'force', 'zerodha', 'founder', 'nithin', 'kamath', 'to', 'put', 'his', 'porsche', 'plans', 'on', 'hold']
['super', 'cheap', 'driverless', 'taxis', 'may', 'kick', 'mass', 'transit', 'to', 'the', 'curb']
['your', 'daily', 'dose', 'of', 'market', 'cues', 'before', 'the', 'opening', 'bell']
['india', 'quotient', 'invests', '500000', 'in', 'fintech', 'startup', 'creditmate']
['sell', 'ceat', 'with', 'a', 'target', 'of', 'rs', '1225', 'dr', 'ck', 'narayan']
['soon', 'after', 'cyrus', 'mistrys', 'removal', 'tata', 'sons', 'disbands', 'group', 'executive', 'council', 'set', 'up', 'by', 'him']
['buy', 'coal', 'india', 'with', 'a', 'target', 'of', 'rs', '330', 'dr', 'ck', 'narayan']
['this', 'is', 'not', 'a', 'crisis', 'situation', 'at', 'tatas', 'raamdeo', 'agarwal', 'joint', 'md', 'motilal', 'oswal', 'financial', 'services']
['cyrus', 'mistrys', 'ouster', 'likely', 'to', 'hit', 'tata', 'stocks']
['everstone', 'capital', 'invests', 'rs', '220', 'cr', 'in', 'rubicon']
['never', 'cry', 'wolf', 'its', 'not', 'the', 'end', 'of', 'indian', 'story']
['india', 'japan', 'likely', 'to', 'ink', 'civil', 'nuke', 'deal', 'during', 'modis', 'nov', 'tokyo', 'visit']
['analysts', 'expect', 'knee', 'jerk', 'reaction', 'to', 'mistry', 'ouster', 'from', 'institutional', 'investors', 'on', 'tata', 'stock', 'counters']
['hundreds', 'of', 'nbfcs', 'face', 'closure', 'threat', 'on', 'tighter', 'rating', 'norms']
['fo', 'strategy', 'buy', 'lt', 'at', 'rs', '1475', '1485']
['tech', 'view', 'nifty50', 'forms', 'long', 'legged', 'doji', 'a', 'break', 'above', '8740', 'to', 'fuel', 'rally']
['most', 'brokerages', 'slash', 'target', 'price', 'on', 'mindtree', 'on', 'poor', 'q2', 'shares', 'tank']
['tata', 'group', 'stocks', 'fail', 'to', 'enchant', 'retail', 'investors', 'heres', 'how']
['among', 'those', 'insulted', 'by', 'donald', 'trump', 'indian', 'american', 'governors', 'bobby', 'jindal', 'nikki', 'haley']
['buy', 'or', 'sell', 'ideas', 'from', 'experts', 'for', 'tuesday', '25', 'october', '2016']
['see', 'opportunities', 'in', 'debt', 'market', 'rather', 'than', 'equities', 'krishna', 'memani']
['overweight', 'on', 'cyclicals', 'engineering', 'and', 'capital', 'goods', 'cos', 'for', 'next', '4', '5', 'years', 'sanjay', 'dutt', 'quantum', 'securities']
['the', 'market', 'is', 'just', 'right', 'go', 'and', 'shop', 'raamdeo', 'agrawal', 'mofsl']
['pakistan', 'police', 'academy', 'attack', 'ends', 'with', '44', 'killed']
['tata', 'group', 'investors', 'gained', 'in', 'mistrys', 'reign', 'but', '9', 'most', 'indebted', 'firms', 'saw', 'debt', 'climb']
['fifteen', 'stocks', 'in', 'focus', 'on', 'tuesday', 'october', '25', '2016']
['need2know', 'six', 'macro', 'triggers', 'that', 'could', 'shake', 'up', 'your', 'market', 'today']
['seven', 'important', 'triggers', 'that', 'changed', 'your', 'market', 'while', 'you', 'were', 'sleeping']
['mapping', 'the', 'market', 'ongc', 'lifts', 'oil', 'and', 'gas', 'stocks', 'it', 'pack', 'remains', 'in', 'pain']
['itc', 'and', 'hindustan', 'unilever', 'may', 'not', 'be', 'on', 'same', 'fmcg', 'street', 'in', 'q2']
['bharti', 'infratel', 'q2', 'net', 'profit', 'up', '31', 'per', 'cent', 'at', 'rs', '777', 'crore']
['rural', 'india', 'can', 'get', 'financial', 'cover', 'via', 'mobile', 'services', 'ey']
['adani', 'petronet', 'gets', 'green', 'nod', 'for', 'dahej', 'port', 'expansion']
['samajwadi', 'party', 'still', 'imploding', 'with', 'pari', 'war']
['persistent', 'systems', 'expects', 'better', 'h2']
['niti', 'supports', 'multiple', 'rates', 'cess', 'under', 'gst']
['world', 'will', 'toe', 'gst', 'invoice', 'matching', 'says', 'deloittes', 'david', 'raistrick']
['akhilesh', 'totally', 'unlike', 'me', 'he', 'failed', 'in', '2014', 'mulayam']
['sc', 'to', 'hear', 'if', 'names', 'of', 'bank', 'defaulters', 'can', 'be', 'made', 'public']
